Flag,Player,Session,Score,Session Date
Actual,Player 7,Agility,3,14/03/2022
Carried over,Player 7,Agility,5,18/03/2022
Actual,Player 7,Agility,5,17/03/2022
Actual,Player 7,Agility,4,21/03/2022
Carried over,Player 7,Agility,7,23/03/2022
Actual,Player 7,Agility,7,22/03/2022
Actual,Player 7,Agility,3,24/03/2022
Actual,Player 7,Agility,6,25/03/2022
Actual,Player 7,Agility,5,28/03/2022
Actual,Player 7,Agility,9,29/03/2022
Actual,Player 7,Agility,10,30/03/2022
Carried over,Player 7,Agility,7,01/04/2022
Actual,Player 7,Agility,7,31/03/2022
Carried over,Player 7,Agility,7,06/04/2022
Carried over,Player 7,Agility,7,05/04/2022
Actual,Player 7,Agility,7,04/04/2022
Carried over,Player 7,Agility,9,15/04/2022
Carried over,Player 7,Agility,9,14/04/2022
Carried over,Player 7,Agility,9,13/04/2022
Carried over,Player 7,Agility,9,12/04/2022
Carried over,Player 7,Agility,9,11/04/2022
Carried over,Player 7,Agility,9,08/04/2022
Actual,Player 7,Agility,9,07/04/2022
Carried over,Player 7,Agility,5,19/04/2022
Actual,Player 7,Agility,5,18/04/2022
Actual,Player 7,Agility,7,20/04/2022
Actual,Player 7,Agility,10,21/04/2022
Actual,Player 7,Agility,10,22/04/2022
Actual,Player 7,Agility,6,25/04/2022
Actual,Player 7,Agility,7,26/04/2022
Carried over,Player 7,Agility,4,29/04/2022
Carried over,Player 7,Agility,4,28/04/2022
Actual,Player 7,Agility,4,27/04/2022
Actual,Player 7,Agility,4,02/05/2022
Actual,Player 7,Agility,5,03/05/2022
Actual,Player 7,Agility,10,04/05/2022
Carried over,Player 7,Agility,3,06/05/2022
Actual,Player 7,Agility,3,05/05/2022
Actual,Player 7,Agility,9,09/05/2022
Carried over,Player 7,Agility,5,11/05/2022
Actual,Player 7,Agility,5,10/05/2022
Actual,Player 7,Agility,4,12/05/2022
Carried over,Player 7,Agility,3,16/05/2022
Actual,Player 7,Agility,3,13/05/2022
Actual,Player 7,Agility,8,17/05/2022
Carried over,Player 7,Agility,5,19/05/2022
Actual,Player 7,Agility,5,18/05/2022
Carried over,Player 7,Agility,7,25/05/2022
Carried over,Player 7,Agility,7,24/05/2022
Carried over,Player 7,Agility,7,23/05/2022
Actual,Player 7,Agility,7,20/05/2022
Actual,Player 7,Agility,7,26/05/2022
Actual,Player 7,Agility,5,27/05/2022
Carried over,Player 7,Agility,7,02/06/2022
Carried over,Player 7,Agility,7,01/06/2022
Carried over,Player 7,Agility,7,31/05/2022
Actual,Player 7,Agility,7,30/05/2022
Carried over,Player 7,Agility,5,06/06/2022
Actual,Player 7,Agility,5,03/06/2022
Actual,Player 7,Agility,7,07/06/2022
Actual,Player 7,Agility,9,08/06/2022
Carried over,Player 7,Agility,8,13/06/2022
Carried over,Player 7,Agility,8,10/06/2022
Actual,Player 7,Agility,8,09/06/2022
Actual,Player 7,Agility,9,14/06/2022
Actual,Player 7,Agility,3,15/06/2022
Actual,Player 7,Agility,6,16/06/2022
Actual,Player 7,Agility,8,17/06/2022
Carried over,Player 7,Agility,5,22/06/2022
Carried over,Player 7,Agility,5,21/06/2022
Actual,Player 7,Agility,5,20/06/2022
Carried over,Player 7,Agility,7,27/06/2022
Carried over,Player 7,Agility,7,24/06/2022
Actual,Player 7,Agility,7,23/06/2022
Actual,Player 7,Agility,6,28/06/2022
Carried over,Player 7,Agility,8,30/06/2022
Actual,Player 7,Agility,8,29/06/2022
Actual,Player 7,Agility,9,01/07/2022
Carried over,Player 7,Agility,8,05/07/2022
Actual,Player 7,Agility,8,04/07/2022
Actual,Player 7,Agility,10,06/07/2022
Carried over,Player 7,Agility,10,11/07/2022
Carried over,Player 7,Agility,10,08/07/2022
Actual,Player 7,Agility,10,07/07/2022
Actual,Player 7,Agility,4,12/07/2022
Carried over,Player 7,Agility,5,14/07/2022
Actual,Player 7,Agility,5,13/07/2022
Actual,Player 7,Agility,7,15/07/2022
Actual,Player 7,Agility,9,18/07/2022
Carried over,Player 7,Agility,5,20/07/2022
Actual,Player 7,Agility,5,19/07/2022
Actual,Player 7,Agility,9,21/07/2022
Actual,Player 7,Agility,9,22/07/2022
Actual,Player 7,Agility,10,25/07/2022
Carried over,Player 7,Agility,5,27/07/2022
Actual,Player 7,Agility,5,26/07/2022
Actual,Player 8,Cardio,5,03/01/2022
Actual,Player 8,Cardio,7,04/01/2022
Actual,Player 8,Cardio,7,05/01/2022
Actual,Player 8,Cardio,6,06/01/2022
Actual,Player 8,Cardio,3,07/01/2022
Carried over,Player 8,Cardio,3,13/01/2022
Carried over,Player 8,Cardio,3,12/01/2022
Carried over,Player 8,Cardio,3,11/01/2022
Actual,Player 8,Cardio,3,10/01/2022
Carried over,Player 8,Cardio,6,17/01/2022
Actual,Player 8,Cardio,6,14/01/2022
Carried over,Player 8,Cardio,3,20/01/2022
Carried over,Player 8,Cardio,3,19/01/2022
Actual,Player 8,Cardio,3,18/01/2022
Carried over,Player 8,Cardio,5,25/01/2022
Carried over,Player 8,Cardio,5,24/01/2022
Actual,Player 8,Cardio,5,21/01/2022
Carried over,Player 8,Cardio,8,27/01/2022
Actual,Player 8,Cardio,8,26/01/2022
Actual,Player 8,Cardio,3,28/01/2022
Actual,Player 8,Cardio,8,31/01/2022
Actual,Player 8,Cardio,7,01/02/2022
Actual,Player 8,Cardio,4,02/02/2022
Actual,Player 8,Cardio,4,03/02/2022
Carried over,Player 8,Cardio,6,08/02/2022
Carried over,Player 8,Cardio,6,07/02/2022
Actual,Player 8,Cardio,6,04/02/2022
Actual,Player 8,Cardio,6,09/02/2022
Actual,Player 8,Cardio,10,10/02/2022
Carried over,Player 8,Cardio,7,14/02/2022
Actual,Player 8,Cardio,7,11/02/2022
Actual,Player 8,Cardio,3,15/02/2022
Carried over,Player 8,Cardio,7,17/02/2022
Actual,Player 8,Cardio,7,16/02/2022
Actual,Player 8,Cardio,5,18/02/2022
Actual,Player 8,Cardio,10,21/02/2022
Actual,Player 8,Cardio,6,22/02/2022
Carried over,Player 8,Cardio,7,24/02/2022
Actual,Player 8,Cardio,7,23/02/2022
Actual,Player 8,Cardio,6,25/02/2022
Actual,Player 8,Cardio,6,28/02/2022
Carried over,Player 8,Cardio,5,02/03/2022
Actual,Player 8,Cardio,5,01/03/2022
Actual,Player 8,Cardio,10,03/03/2022
Carried over,Player 8,Cardio,9,07/03/2022
Actual,Player 8,Cardio,9,04/03/2022
Actual,Player 8,Cardio,7,08/03/2022
Actual,Player 8,Cardio,9,09/03/2022
Actual,Player 8,Cardio,3,10/03/2022
Actual,Player 8,Cardio,8,11/03/2022
Carried over,Player 8,Cardio,6,16/03/2022
Carried over,Player 8,Cardio,6,15/03/2022
Actual,Player 8,Cardio,6,14/03/2022
Carried over,Player 8,Cardio,8,18/03/2022
Actual,Player 8,Cardio,8,17/03/2022
Actual,Player 8,Cardio,6,21/03/2022
Carried over,Player 8,Cardio,10,29/03/2022
Carried over,Player 8,Cardio,10,28/03/2022
Carried over,Player 8,Cardio,10,25/03/2022
Carried over,Player 8,Cardio,10,24/03/2022
Carried over,Player 8,Cardio,10,23/03/2022
Actual,Player 8,Cardio,10,22/03/2022
Actual,Player 8,Cardio,10,30/03/2022
Actual,Player 8,Cardio,7,31/03/2022
Actual,Player 8,Cardio,5,01/04/2022
Actual,Player 8,Cardio,6,04/04/2022
Actual,Player 8,Cardio,5,05/04/2022
Actual,Player 8,Cardio,4,06/04/2022
Actual,Player 8,Cardio,9,07/04/2022
Carried over,Player 8,Cardio,3,11/04/2022
Actual,Player 8,Cardio,3,08/04/2022
Actual,Player 8,Cardio,6,12/04/2022
Actual,Player 8,Cardio,3,13/04/2022
Carried over,Player 8,Cardio,6,15/04/2022
Actual,Player 8,Cardio,6,14/04/2022
Carried over,Player 8,Cardio,7,20/04/2022
Carried over,Player 8,Cardio,7,19/04/2022
Actual,Player 8,Cardio,7,18/04/2022
Actual,Player 8,Cardio,9,21/04/2022
Carried over,Player 8,Cardio,6,25/04/2022
Actual,Player 8,Cardio,6,22/04/2022
Actual,Player 8,Cardio,6,26/04/2022
Carried over,Player 8,Cardio,8,28/04/2022
Actual,Player 8,Cardio,8,27/04/2022
Carried over,Player 8,Cardio,9,02/05/2022
Actual,Player 8,Cardio,9,29/04/2022
Carried over,Player 8,Cardio,3,04/05/2022
Actual,Player 8,Cardio,3,03/05/2022
Actual,Player 8,Cardio,4,05/05/2022
Carried over,Player 8,Cardio,9,09/05/2022
Actual,Player 8,Cardio,9,06/05/2022
Actual,Player 8,Cardio,9,10/05/2022
Carried over,Player 8,Cardio,10,12/05/2022
Actual,Player 8,Cardio,10,11/05/2022
Actual,Player 8,Cardio,9,13/05/2022
Carried over,Player 8,Cardio,5,18/05/2022
Carried over,Player 8,Cardio,5,17/05/2022
Actual,Player 8,Cardio,5,16/05/2022
Actual,Player 8,Cardio,9,19/05/2022
Actual,Player 8,Cardio,8,20/05/2022
Carried over,Player 8,Cardio,10,24/05/2022
Actual,Player 8,Cardio,10,23/05/2022
Actual,Player 8,Cardio,6,25/05/2022
Carried over,Player 8,Cardio,8,27/05/2022
Actual,Player 8,Cardio,8,26/05/2022
Actual,Player 8,Cardio,9,30/05/2022
Actual,Player 8,Cardio,7,31/05/2022
Actual,Player 8,Cardio,3,01/06/2022
Carried over,Player 8,Cardio,7,07/06/2022
Carried over,Player 8,Cardio,7,06/06/2022
Carried over,Player 8,Cardio,7,03/06/2022
Actual,Player 8,Cardio,7,02/06/2022
Actual,Player 8,Cardio,4,08/06/2022
Actual,Player 8,Cardio,4,09/06/2022
Actual,Player 8,Cardio,10,10/06/2022
Actual,Player 8,Cardio,4,13/06/2022
Carried over,Player 8,Cardio,7,15/06/2022
Actual,Player 8,Cardio,7,14/06/2022
Carried over,Player 8,Cardio,8,17/06/2022
Actual,Player 8,Cardio,8,16/06/2022
Actual,Player 8,Cardio,3,20/06/2022
Actual,Player 8,Cardio,9,21/06/2022
Actual,Player 8,Cardio,6,22/06/2022
Actual,Player 8,Cardio,4,23/06/2022
Actual,Player 8,Cardio,3,24/06/2022
Carried over,Player 8,Cardio,8,29/06/2022
Carried over,Player 8,Cardio,8,28/06/2022
Actual,Player 8,Cardio,8,27/06/2022
Actual,Player 8,Cardio,5,30/06/2022
Actual,Player 8,Cardio,3,01/07/2022
Actual,Player 8,Cardio,10,04/07/2022
Actual,Player 8,Cardio,7,05/07/2022
Actual,Player 8,Cardio,6,06/07/2022
Actual,Player 8,Cardio,7,07/07/2022
Actual,Player 8,Cardio,3,08/07/2022
Actual,Player 8,Cardio,8,11/07/2022
Carried over,Player 8,Cardio,5,13/07/2022
Actual,Player 8,Cardio,5,12/07/2022
Carried over,Player 8,Cardio,5,15/07/2022
Actual,Player 8,Cardio,5,14/07/2022
Carried over,Player 8,Cardio,6,19/07/2022
Actual,Player 8,Cardio,6,18/07/2022
Actual,Player 8,Cardio,3,20/07/2022
Carried over,Player 8,Cardio,8,22/07/2022
Actual,Player 8,Cardio,8,21/07/2022
Carried over,Player 8,Cardio,8,26/07/2022
Actual,Player 8,Cardio,8,25/07/2022
Actual,Player 8,Cardio,8,27/07/2022
Actual,Player 8,Cardio,5,28/07/2022
Actual,Player 15,Strength Building,3,03/01/2022
Actual,Player 15,Strength Building,10,04/01/2022
Actual,Player 15,Strength Building,7,05/01/2022
Actual,Player 15,Strength Building,3,06/01/2022
Carried over,Player 15,Strength Building,10,11/01/2022
Carried over,Player 15,Strength Building,10,10/01/2022
Actual,Player 15,Strength Building,10,07/01/2022
Actual,Player 15,Strength Building,7,12/01/2022
Carried over,Player 15,Strength Building,5,14/01/2022
Actual,Player 15,Strength Building,5,13/01/2022
Carried over,Player 15,Strength Building,5,18/01/2022
Actual,Player 15,Strength Building,5,17/01/2022
Actual,Player 15,Strength Building,5,19/01/2022
Carried over,Player 15,Strength Building,5,21/01/2022
Actual,Player 15,Strength Building,5,20/01/2022
Carried over,Player 15,Strength Building,7,25/01/2022
Actual,Player 15,Strength Building,7,24/01/2022
Actual,Player 15,Strength Building,6,26/01/2022
Carried over,Player 15,Strength Building,10,28/01/2022
Actual,Player 15,Strength Building,10,27/01/2022
Carried over,Player 15,Strength Building,5,01/02/2022
Actual,Player 15,Strength Building,5,31/01/2022
Carried over,Player 15,Strength Building,3,07/02/2022
Carried over,Player 15,Strength Building,3,04/02/2022
Carried over,Player 15,Strength Building,3,03/02/2022
Actual,Player 15,Strength Building,3,02/02/2022
Actual,Player 15,Strength Building,3,08/02/2022
Actual,Player 15,Strength Building,8,09/02/2022
Carried over,Player 15,Strength Building,6,11/02/2022
Actual,Player 15,Strength Building,6,10/02/2022
Actual,Player 15,Strength Building,9,14/02/2022
Actual,Player 15,Strength Building,5,15/02/2022
Actual,Player 15,Strength Building,10,16/02/2022
Actual,Player 15,Strength Building,3,17/02/2022
Carried over,Player 15,Strength Building,4,22/02/2022
Carried over,Player 15,Strength Building,4,21/02/2022
Actual,Player 15,Strength Building,4,18/02/2022
Carried over,Player 15,Strength Building,4,01/03/2022
Carried over,Player 15,Strength Building,4,28/02/2022
Carried over,Player 10,Strength Building,8,04/01/2022
Actual,Player 10,Strength Building,8,03/01/2022
Actual,Player 10,Strength Building,8,05/01/2022
Actual,Player 10,Strength Building,3,06/01/2022
Carried over,Player 10,Strength Building,8,10/01/2022
Actual,Player 10,Strength Building,8,07/01/2022
Actual,Player 10,Strength Building,3,11/01/2022
Actual,Player 10,Strength Building,10,12/01/2022
Actual,Player 10,Strength Building,6,13/01/2022
Actual,Player 10,Strength Building,9,14/01/2022
Carried over,Player 10,Strength Building,8,19/01/2022
Carried over,Player 10,Strength Building,8,18/01/2022
Actual,Player 10,Strength Building,8,17/01/2022
Carried over,Player 10,Strength Building,5,24/01/2022
Carried over,Player 10,Strength Building,5,21/01/2022
Actual,Player 10,Strength Building,5,20/01/2022
Actual,Player 10,Strength Building,5,25/01/2022
Actual,Player 10,Strength Building,8,26/01/2022
Carried over,Player 10,Strength Building,3,28/01/2022
Actual,Player 10,Strength Building,3,27/01/2022
Actual,Player 10,Strength Building,7,31/01/2022
Actual,Player 10,Strength Building,3,01/02/2022
Actual,Player 10,Strength Building,7,02/02/2022
Carried over,Player 10,Strength Building,4,04/02/2022
Actual,Player 10,Strength Building,4,03/02/2022
Carried over,Player 10,Strength Building,10,09/02/2022
Carried over,Player 10,Strength Building,10,08/02/2022
Actual,Player 10,Strength Building,10,07/02/2022
Actual,Player 10,Strength Building,4,10/02/2022
Carried over,Player 10,Strength Building,8,15/02/2022
Carried over,Player 10,Strength Building,8,14/02/2022
Actual,Player 10,Strength Building,8,11/02/2022
Actual,Player 10,Strength Building,10,16/02/2022
Actual,Player 10,Strength Building,6,17/02/2022
Carried over,Player 10,Strength Building,6,21/02/2022
Actual,Player 10,Strength Building,6,18/02/2022
Actual,Player 10,Strength Building,3,22/02/2022
Carried over,Player 10,Strength Building,9,24/02/2022
Actual,Player 10,Strength Building,9,23/02/2022
Actual,Player 10,Strength Building,4,25/02/2022
Actual,Player 10,Strength Building,9,28/02/2022
Actual,Player 10,Strength Building,4,01/03/2022
Carried over,Player 10,Strength Building,6,03/03/2022
Actual,Player 10,Strength Building,6,02/03/2022
Carried over,Player 10,Strength Building,9,07/03/2022
Actual,Player 10,Strength Building,9,04/03/2022
Actual,Player 10,Strength Building,5,08/03/2022
Actual,Player 10,Strength Building,3,09/03/2022
Actual,Player 10,Strength Building,3,10/03/2022
Actual,Player 10,Strength Building,8,11/03/2022
Actual,Player 10,Strength Building,6,14/03/2022
Actual,Player 10,Strength Building,6,15/03/2022
Actual,Player 10,Strength Building,7,16/03/2022
Actual,Player 10,Strength Building,4,17/03/2022
Actual,Player 10,Strength Building,6,18/03/2022
Carried over,Player 10,Strength Building,8,22/03/2022
Actual,Player 10,Strength Building,8,21/03/2022
Carried over,Player 10,Strength Building,7,24/03/2022
Actual,Player 10,Strength Building,7,23/03/2022
Actual,Player 10,Strength Building,9,25/03/2022
Carried over,Player 10,Strength Building,3,30/03/2022
Carried over,Player 10,Strength Building,3,29/03/2022
Actual,Player 10,Strength Building,3,28/03/2022
Actual,Player 10,Strength Building,9,31/03/2022
Carried over,Player 10,Strength Building,8,04/04/2022
Actual,Player 10,Strength Building,8,01/04/2022
Actual,Player 10,Strength Building,6,05/04/2022
Carried over,Player 10,Strength Building,7,07/04/2022
Actual,Player 10,Strength Building,7,06/04/2022
Actual,Player 10,Strength Building,7,08/04/2022
Actual,Player 10,Strength Building,4,11/04/2022
Actual,Player 10,Strength Building,6,12/04/2022
Actual,Player 10,Strength Building,4,13/04/2022
Actual,Player 10,Strength Building,7,14/04/2022
Actual,Player 10,Strength Building,5,15/04/2022
Actual,Player 10,Strength Building,5,18/04/2022
Actual,Player 10,Strength Building,7,19/04/2022
Actual,Player 10,Strength Building,3,20/04/2022
Actual,Player 10,Strength Building,4,21/04/2022
Carried over,Player 10,Strength Building,3,26/04/2022
Carried over,Player 10,Strength Building,3,25/04/2022
Actual,Player 10,Strength Building,3,22/04/2022
Actual,Player 10,Strength Building,3,27/04/2022
Actual,Player 10,Strength Building,7,28/04/2022
Carried over,Player 10,Strength Building,6,04/05/2022
Carried over,Player 10,Strength Building,6,03/05/2022
Carried over,Player 10,Strength Building,6,02/05/2022
Actual,Player 10,Strength Building,6,29/04/2022
Actual,Player 10,Strength Building,7,05/05/2022
Actual,Player 10,Strength Building,9,06/05/2022
Actual,Player 10,Strength Building,10,09/05/2022
Actual,Player 10,Strength Building,4,10/05/2022
Carried over,Player 10,Strength Building,6,12/05/2022
Actual,Player 10,Strength Building,6,11/05/2022
Carried over,Player 10,Strength Building,3,16/05/2022
Actual,Player 10,Strength Building,3,13/05/2022
Carried over,Player 10,Strength Building,6,18/05/2022
Actual,Player 10,Strength Building,6,17/05/2022
Carried over,Player 10,Strength Building,8,20/05/2022
Actual,Player 10,Strength Building,8,19/05/2022
Carried over,Player 10,Strength Building,3,24/05/2022
Actual,Player 10,Strength Building,3,23/05/2022
Carried over,Player 10,Strength Building,3,26/05/2022
Actual,Player 10,Strength Building,3,25/05/2022
Carried over,Player 10,Strength Building,6,30/05/2022
Actual,Player 10,Strength Building,6,27/05/2022
Carried over,Player 10,Strength Building,7,03/06/2022
Carried over,Player 10,Strength Building,7,02/06/2022
Carried over,Player 10,Strength Building,7,01/06/2022
Actual,Player 10,Strength Building,7,31/05/2022
Actual,Player 10,Strength Building,8,06/06/2022
Carried over,Player 10,Strength Building,5,08/06/2022
Actual,Player 10,Strength Building,5,07/06/2022
Actual,Player 10,Strength Building,10,09/06/2022
Actual,Player 10,Strength Building,7,10/06/2022
Actual,Player 10,Strength Building,4,13/06/2022
Actual,Player 10,Strength Building,5,14/06/2022
Actual,Player 10,Strength Building,7,15/06/2022
Actual,Player 10,Strength Building,7,16/06/2022
Actual,Player 10,Strength Building,9,17/06/2022
Actual,Player 10,Strength Building,7,20/06/2022
Actual,Player 10,Strength Building,10,21/06/2022
Actual,Player 10,Strength Building,6,22/06/2022
Actual,Player 10,Strength Building,6,23/06/2022
Actual,Player 10,Strength Building,3,24/06/2022
Actual,Player 10,Strength Building,6,27/06/2022
Carried over,Player 10,Strength Building,3,30/06/2022
Carried over,Player 10,Strength Building,3,29/06/2022
Actual,Player 10,Strength Building,3,28/06/2022
Actual,Player 10,Strength Building,5,01/07/2022
Actual,Player 10,Strength Building,6,04/07/2022
Actual,Player 10,Strength Building,7,05/07/2022
Carried over,Player 10,Strength Building,10,12/07/2022
Carried over,Player 10,Strength Building,10,11/07/2022
Carried over,Player 10,Strength Building,10,08/07/2022
Carried over,Player 10,Strength Building,10,07/07/2022
Actual,Player 10,Strength Building,10,06/07/2022
Carried over,Player 10,Strength Building,6,14/07/2022
Actual,Player 10,Strength Building,6,13/07/2022
Actual,Player 10,Strength Building,10,15/07/2022
Actual,Player 10,Strength Building,10,18/07/2022
Actual,Player 10,Strength Building,10,19/07/2022
Carried over,Player 10,Strength Building,10,21/07/2022
Actual,Player 10,Strength Building,10,20/07/2022
Actual,Player 10,Strength Building,8,22/07/2022
Carried over,Player 10,Strength Building,4,26/07/2022
Actual,Player 10,Strength Building,4,25/07/2022
Actual,Player 10,Strength Building,6,27/07/2022
Actual,Player 10,Strength Building,9,28/07/2022
Carried over,Player 3,Agility,10,04/01/2022
Actual,Player 3,Agility,10,03/01/2022
Carried over,Player 3,Agility,6,06/01/2022
Actual,Player 3,Agility,6,05/01/2022
Actual,Player 3,Agility,7,07/01/2022
Carried over,Player 3,Agility,6,11/01/2022
Actual,Player 3,Agility,6,10/01/2022
Carried over,Player 3,Agility,4,13/01/2022
Actual,Player 3,Agility,4,12/01/2022
Actual,Player 3,Agility,4,14/01/2022
Actual,Player 3,Agility,9,17/01/2022
Carried over,Player 3,Agility,10,20/01/2022
Carried over,Player 3,Agility,10,19/01/2022
Actual,Player 3,Agility,10,18/01/2022
Carried over,Player 3,Agility,3,24/01/2022
Actual,Player 3,Agility,3,21/01/2022
Actual,Player 3,Agility,9,25/01/2022
Actual,Player 3,Agility,3,26/01/2022
Carried over,Player 3,Agility,3,28/01/2022
Actual,Player 3,Agility,3,27/01/2022
Actual,Player 3,Agility,7,31/01/2022
Carried over,Player 3,Agility,9,02/02/2022
Actual,Player 3,Agility,9,01/02/2022
Actual,Player 3,Agility,9,03/02/2022
Actual,Player 3,Agility,3,04/02/2022
Carried over,Player 3,Agility,9,08/02/2022
Actual,Player 3,Agility,9,07/02/2022
Carried over,Player 3,Agility,4,10/02/2022
Actual,Player 3,Agility,4,09/02/2022
Carried over,Player 3,Agility,3,14/02/2022
Actual,Player 3,Agility,3,11/02/2022
Actual,Player 3,Agility,3,15/02/2022
Actual,Player 3,Agility,6,16/02/2022
Actual,Player 3,Agility,6,17/02/2022
Actual,Player 3,Agility,8,18/02/2022
Actual,Player 3,Agility,7,21/02/2022
Carried over,Player 3,Agility,6,25/02/2022
Carried over,Player 3,Agility,6,24/02/2022
Carried over,Player 3,Agility,6,23/02/2022
Actual,Player 3,Agility,6,22/02/2022
Actual,Player 3,Agility,5,28/02/2022
Actual,Player 3,Agility,3,01/03/2022
Actual,Player 3,Agility,4,02/03/2022
Actual,Player 3,Agility,5,03/03/2022
Actual,Player 3,Agility,7,04/03/2022
Actual,Player 3,Agility,6,07/03/2022
Carried over,Player 3,Agility,7,10/03/2022
Carried over,Player 3,Agility,7,09/03/2022
Actual,Player 3,Agility,7,08/03/2022
Actual,Player 3,Agility,9,11/03/2022
Actual,Player 3,Agility,9,14/03/2022
Carried over,Player 3,Agility,9,16/03/2022
Actual,Player 3,Agility,9,15/03/2022
Carried over,Player 3,Agility,9,21/03/2022
Carried over,Player 3,Agility,9,18/03/2022
Actual,Player 3,Agility,9,17/03/2022
Carried over,Player 3,Agility,5,23/03/2022
Actual,Player 3,Agility,5,22/03/2022
Actual,Player 3,Agility,9,24/03/2022
Carried over,Player 3,Agility,7,28/03/2022
Actual,Player 3,Agility,7,25/03/2022
Actual,Player 3,Agility,8,29/03/2022
Actual,Player 3,Agility,8,30/03/2022
Actual,Player 3,Agility,6,31/03/2022
Actual,Player 3,Agility,6,01/04/2022
Carried over,Player 3,Agility,5,05/04/2022
Actual,Player 3,Agility,5,04/04/2022
Carried over,Player 3,Agility,8,11/04/2022
Carried over,Player 3,Agility,8,08/04/2022
Carried over,Player 3,Agility,8,07/04/2022
Actual,Player 3,Agility,8,06/04/2022
Carried over,Player 3,Agility,8,13/04/2022
Actual,Player 3,Agility,8,12/04/2022
Actual,Player 3,Agility,4,14/04/2022
Carried over,Player 3,Agility,5,18/04/2022
Actual,Player 3,Agility,5,15/04/2022
Carried over,Player 3,Agility,8,20/04/2022
Actual,Player 3,Agility,8,19/04/2022
Actual,Player 3,Agility,3,21/04/2022
Actual,Player 3,Agility,8,22/04/2022
Actual,Player 3,Agility,5,25/04/2022
Actual,Player 3,Agility,5,26/04/2022
Actual,Player 3,Agility,7,27/04/2022
Actual,Player 3,Agility,9,28/04/2022
Carried over,Player 3,Agility,7,02/05/2022
Actual,Player 3,Agility,7,29/04/2022
Actual,Player 3,Agility,10,03/05/2022
Actual,Player 3,Agility,4,04/05/2022
Actual,Player 3,Agility,8,05/05/2022
Actual,Player 3,Agility,5,06/05/2022
Carried over,Player 3,Agility,4,11/05/2022
Carried over,Player 3,Agility,4,10/05/2022
Actual,Player 3,Agility,4,09/05/2022
Actual,Player 3,Agility,9,12/05/2022
Actual,Player 3,Agility,8,13/05/2022
Actual,Player 3,Agility,9,16/05/2022
Actual,Player 3,Agility,8,17/05/2022
Actual,Player 3,Agility,10,18/05/2022
Actual,Player 3,Agility,5,19/05/2022
Actual,Player 3,Agility,4,20/05/2022
Carried over,Player 3,Agility,5,25/05/2022
Carried over,Player 3,Agility,5,24/05/2022
Actual,Player 3,Agility,5,23/05/2022
Carried over,Player 3,Agility,3,31/05/2022
Carried over,Player 3,Agility,3,30/05/2022
Carried over,Player 3,Agility,3,27/05/2022
Actual,Player 3,Agility,3,26/05/2022
Actual,Player 3,Agility,7,01/06/2022
Carried over,Player 3,Agility,3,06/06/2022
Carried over,Player 3,Agility,3,03/06/2022
Actual,Player 3,Agility,3,02/06/2022
Carried over,Player 3,Agility,7,13/06/2022
Carried over,Player 3,Agility,7,10/06/2022
Carried over,Player 3,Agility,7,09/06/2022
Carried over,Player 3,Agility,7,08/06/2022
Actual,Player 3,Agility,7,07/06/2022
Actual,Player 3,Agility,10,14/06/2022
Actual,Player 3,Agility,9,15/06/2022
Actual,Player 3,Agility,10,16/06/2022
Actual,Player 3,Agility,3,17/06/2022
Carried over,Player 3,Agility,9,22/06/2022
Carried over,Player 3,Agility,9,21/06/2022
Actual,Player 3,Agility,9,20/06/2022
Actual,Player 3,Agility,5,23/06/2022
Carried over,Player 3,Agility,8,28/06/2022
Carried over,Player 3,Agility,8,27/06/2022
Actual,Player 3,Agility,8,24/06/2022
Actual,Player 3,Agility,4,29/06/2022
Actual,Player 3,Agility,6,30/06/2022
Carried over,Player 3,Agility,3,04/07/2022
Actual,Player 3,Agility,3,01/07/2022
Carried over,Player 3,Agility,7,06/07/2022
Actual,Player 3,Agility,7,05/07/2022
Actual,Player 3,Agility,6,07/07/2022
Actual,Player 3,Agility,7,08/07/2022
Carried over,Player 3,Agility,6,12/07/2022
Actual,Player 3,Agility,6,11/07/2022
Actual,Player 3,Agility,9,13/07/2022
Actual,Player 3,Agility,5,14/07/2022
Actual,Player 3,Agility,9,15/07/2022
Actual,Player 3,Agility,7,18/07/2022
Actual,Player 3,Agility,8,19/07/2022
Carried over,Player 3,Agility,10,21/07/2022
Actual,Player 3,Agility,10,20/07/2022
Carried over,Player 3,Agility,7,25/07/2022
Actual,Player 3,Agility,7,22/07/2022
Carried over,Player 3,Agility,8,27/07/2022
Actual,Player 3,Agility,8,26/07/2022
Actual,Player 12,Strength Building,3,03/01/2022
Actual,Player 12,Strength Building,6,04/01/2022
Carried over,Player 12,Strength Building,7,07/01/2022
Carried over,Player 12,Strength Building,7,06/01/2022
Actual,Player 12,Strength Building,7,05/01/2022
Actual,Player 12,Strength Building,9,10/01/2022
Actual,Player 12,Strength Building,9,11/01/2022
Actual,Player 12,Strength Building,7,12/01/2022
Actual,Player 12,Strength Building,7,13/01/2022
Carried over,Player 12,Strength Building,6,17/01/2022
Actual,Player 12,Strength Building,6,14/01/2022
Actual,Player 12,Strength Building,7,18/01/2022
Actual,Player 12,Strength Building,8,19/01/2022
Actual,Player 12,Strength Building,6,20/01/2022
Actual,Player 12,Strength Building,4,21/01/2022
Carried over,Player 12,Strength Building,8,26/01/2022
Carried over,Player 12,Strength Building,8,25/01/2022
Actual,Player 12,Strength Building,8,24/01/2022
Actual,Player 12,Strength Building,6,27/01/2022
