Player,Session,Date,Score
Player 5,Cardio,2022-05-13,9
Player 5,Cardio,2022-05-18,7
Player 5,Cardio,2022-05-19,9
Player 5,Cardio,2022-05-20,8
Player 5,Cardio,2022-05-24,5
Player 5,Cardio,2022-05-26,5
Player 5,Cardio,2022-05-27,4
Player 5,Cardio,2022-05-30,6
Player 5,Cardio,2022-06-01,10
Player 5,Cardio,2022-06-02,7
Player 5,Cardio,2022-06-03,3
Player 5,Cardio,2022-06-07,9
Player 5,Cardio,2022-06-08,3
Player 5,Cardio,2022-06-09,3
Player 5,Cardio,2022-06-10,6
Player 5,Cardio,2022-06-14,3
Player 5,Cardio,2022-06-16,5
Player 5,Cardio,2022-06-17,6
Player 5,Cardio,2022-06-21,10
Player 5,Cardio,2022-06-22,6
Player 5,Cardio,2022-06-23,4
Player 5,Cardio,2022-06-27,6
Player 5,Cardio,2022-06-28,8
Player 5,Cardio,2022-07-01,8
Player 5,Cardio,2022-07-04,4
Player 5,Cardio,2022-07-05,10
Player 5,Cardio,2022-07-07,5
Player 5,Cardio,2022-07-08,7
Player 5,Cardio,2022-07-11,4
Player 5,Cardio,2022-07-12,5
Player 5,Cardio,2022-07-13,10
Player 5,Cardio,2022-07-14,8
Player 5,Cardio,2022-07-15,3
Player 5,Cardio,2022-07-18,4
Player 5,Cardio,2022-07-20,10
Player 5,Cardio,2022-07-22,9
Player 5,Cardio,2022-07-28,3
Player 6,Strength Building,2022-01-04,9
Player 6,Strength Building,2022-01-05,7
Player 6,Strength Building,2022-01-07,10
Player 6,Strength Building,2022-01-10,3
Player 6,Strength Building,2022-01-11,5
Player 6,Strength Building,2022-01-12,6
Player 6,Strength Building,2022-01-13,5
Player 6,Strength Building,2022-01-17,4
Player 6,Strength Building,2022-01-19,6
Player 6,Strength Building,2022-01-21,3
Player 6,Strength Building,2022-01-26,10
Player 6,Strength Building,2022-01-27,4
Player 6,Strength Building,2022-02-01,3
Player 6,Strength Building,2022-02-02,7
Player 6,Strength Building,2022-02-03,4
Player 6,Strength Building,2022-02-07,6
Player 6,Strength Building,2022-02-09,3
Player 6,Strength Building,2022-02-11,10
Player 6,Strength Building,2022-02-15,4
Player 6,Strength Building,2022-02-17,8
Player 6,Strength Building,2022-02-18,8
Player 6,Strength Building,2022-02-21,8
Player 6,Strength Building,2022-02-22,7
Player 6,Strength Building,2022-02-23,3
Player 6,Strength Building,2022-02-24,10
Player 6,Strength Building,2022-02-28,5
Player 6,Strength Building,2022-03-01,3
Player 6,Strength Building,2022-03-02,10
Player 6,Strength Building,2022-03-04,5
Player 6,Strength Building,2022-03-07,8
Player 6,Strength Building,2022-03-09,3
Player 6,Strength Building,2022-03-10,8
Player 6,Strength Building,2022-03-14,3
Player 6,Strength Building,2022-03-15,3
Player 6,Strength Building,2022-03-16,5
Player 6,Strength Building,2022-03-21,3
Player 6,Strength Building,2022-03-22,6
Player 6,Strength Building,2022-03-23,9
Player 6,Strength Building,2022-03-25,8
Player 6,Strength Building,2022-03-30,5
Player 6,Strength Building,2022-03-31,7
Player 6,Strength Building,2022-04-01,10
Player 6,Strength Building,2022-04-05,3
Player 6,Strength Building,2022-04-06,4
Player 6,Strength Building,2022-04-07,3
Player 6,Strength Building,2022-04-11,10
Player 6,Strength Building,2022-04-12,3
Player 6,Strength Building,2022-04-14,10
Player 6,Strength Building,2022-04-15,10
Player 6,Strength Building,2022-04-18,9
Player 6,Strength Building,2022-04-19,8
Player 6,Strength Building,2022-04-20,6
Player 6,Strength Building,2022-04-21,3
Player 6,Strength Building,2022-04-22,10
Player 6,Strength Building,2022-04-25,10
Player 6,Strength Building,2022-04-28,5
Player 6,Strength Building,2022-04-29,10
Player 6,Strength Building,2022-05-02,4
Player 6,Strength Building,2022-05-04,5
Player 6,Strength Building,2022-05-06,6
Player 6,Strength Building,2022-05-09,10
Player 6,Strength Building,2022-05-10,7
Player 6,Strength Building,2022-05-11,6
Player 6,Strength Building,2022-05-12,3
Player 6,Strength Building,2022-05-13,7
Player 6,Strength Building,2022-05-16,6
Player 6,Strength Building,2022-05-17,6
Player 6,Strength Building,2022-05-18,10
Player 6,Strength Building,2022-05-19,5
Player 6,Strength Building,2022-05-26,5
Player 6,Strength Building,2022-05-27,8
Player 6,Strength Building,2022-05-30,3
Player 6,Strength Building,2022-05-31,10
Player 6,Strength Building,2022-06-02,7
Player 6,Strength Building,2022-06-03,8
Player 6,Strength Building,2022-06-08,8
Player 6,Strength Building,2022-06-10,4
Player 6,Strength Building,2022-06-13,6
Player 6,Strength Building,2022-06-14,7
Player 6,Strength Building,2022-06-15,8
Player 6,Strength Building,2022-06-16,3
Player 6,Strength Building,2022-06-17,4
Player 6,Strength Building,2022-06-20,10
Player 6,Strength Building,2022-06-21,4
Player 6,Strength Building,2022-06-22,4
Player 6,Strength Building,2022-06-23,8
Player 6,Strength Building,2022-06-24,5
Player 6,Strength Building,2022-06-27,4
Player 6,Strength Building,2022-06-30,5
Player 6,Strength Building,2022-07-01,10
Player 6,Strength Building,2022-07-04,10
Player 6,Strength Building,2022-07-05,9
Player 6,Strength Building,2022-07-06,4
Player 6,Strength Building,2022-07-07,6
Player 6,Strength Building,2022-07-12,10
Player 6,Strength Building,2022-07-13,10
Player 6,Strength Building,2022-07-14,5
Player 6,Strength Building,2022-07-18,7
Player 6,Strength Building,2022-07-19,8
Player 6,Strength Building,2022-07-21,6
Player 6,Strength Building,2022-07-22,4
Player 6,Strength Building,2022-07-25,5
Player 6,Strength Building,2022-07-26,8
Player 6,Strength Building,2022-07-29,6
Player 6,Agility,2022-01-06,5
Player 6,Agility,2022-01-07,7
Player 6,Agility,2022-01-10,8
Player 6,Agility,2022-01-11,3
Player 6,Agility,2022-01-12,6
Player 6,Agility,2022-01-13,6
Player 6,Agility,2022-01-14,10
Player 6,Agility,2022-01-17,7
Player 6,Agility,2022-01-19,5
Player 6,Agility,2022-01-20,3
Player 6,Agility,2022-01-25,3
Player 6,Agility,2022-01-26,7
Player 6,Agility,2022-01-28,3
Player 6,Agility,2022-01-31,6
Player 6,Agility,2022-02-01,7
Player 6,Agility,2022-02-02,8
Player 6,Agility,2022-02-07,3
Player 6,Agility,2022-02-09,5
Player 6,Agility,2022-02-10,6
Player 6,Agility,2022-02-15,5
Player 6,Agility,2022-02-21,8
Player 6,Agility,2022-02-25,10
Player 6,Agility,2022-02-28,4
Player 6,Agility,2022-03-03,10
Player 6,Agility,2022-03-04,9
Player 6,Agility,2022-03-07,10
Player 6,Agility,2022-03-09,6
Player 6,Agility,2022-03-10,8
Player 6,Agility,2022-03-14,8
Player 6,Agility,2022-03-15,7
Player 6,Agility,2022-03-16,5
Player 6,Agility,2022-03-17,7
Player 6,Agility,2022-03-18,9
Player 6,Agility,2022-03-21,5
Player 6,Agility,2022-03-22,4
Player 6,Agility,2022-03-23,8
Player 6,Agility,2022-03-29,4
Player 6,Agility,2022-03-30,6
Player 6,Agility,2022-04-01,9
Player 6,Agility,2022-04-04,5
Player 6,Agility,2022-04-06,6
Player 6,Agility,2022-04-07,4
Player 6,Agility,2022-04-11,4
Player 6,Agility,2022-04-12,3
Player 6,Agility,2022-04-13,3
Player 6,Agility,2022-04-15,7
Player 6,Agility,2022-04-19,4
Player 6,Agility,2022-04-20,6
Player 6,Agility,2022-04-25,7
Player 6,Agility,2022-04-26,10
Player 6,Agility,2022-04-27,9
Player 6,Agility,2022-04-28,5
Player 6,Agility,2022-04-29,5
Player 6,Agility,2022-05-02,5
Player 6,Agility,2022-05-06,7
Player 6,Agility,2022-05-09,7
Player 6,Agility,2022-05-10,9
Player 6,Agility,2022-05-11,10
Player 6,Agility,2022-05-12,4
Player 6,Agility,2022-05-19,9
Player 6,Agility,2022-05-20,3
Player 6,Agility,2022-05-24,5
Player 6,Agility,2022-05-25,9
Player 6,Agility,2022-05-26,10
Player 6,Agility,2022-05-27,3
Player 6,Agility,2022-05-31,9
Player 6,Agility,2022-06-03,5
Player 6,Agility,2022-06-06,3
Player 6,Agility,2022-06-07,5
Player 6,Agility,2022-06-09,7
Player 6,Agility,2022-06-10,7
Player 6,Agility,2022-06-14,4
Player 6,Agility,2022-06-15,8
Player 6,Agility,2022-06-16,4
Player 6,Agility,2022-06-17,5
Player 6,Agility,2022-06-20,4
Player 6,Agility,2022-06-21,4
Player 6,Agility,2022-06-22,4
Player 6,Agility,2022-06-27,4
Player 6,Agility,2022-06-28,5
Player 6,Agility,2022-06-29,9
Player 6,Agility,2022-07-01,7
Player 6,Agility,2022-07-05,4
Player 6,Agility,2022-07-06,10
Player 6,Agility,2022-07-08,6
Player 6,Agility,2022-07-11,4
Player 6,Agility,2022-07-12,9
Player 6,Agility,2022-07-13,7
Player 6,Agility,2022-07-14,3
Player 6,Agility,2022-07-18,5
Player 6,Agility,2022-07-19,9
Player 6,Agility,2022-07-20,3
Player 6,Agility,2022-07-21,8
Player 6,Agility,2022-07-25,6
Player 6,Agility,2022-07-26,5
Player 6,Agility,2022-07-27,4
Player 6,Agility,2022-07-28,10
Player 6,Agility,2022-07-29,7
Player 6,Cardio,2022-01-05,8
Player 6,Cardio,2022-01-06,7
Player 6,Cardio,2022-01-10,6
Player 6,Cardio,2022-01-11,8
Player 6,Cardio,2022-01-12,10
Player 6,Cardio,2022-01-13,7
Player 6,Cardio,2022-01-14,3
Player 6,Cardio,2022-01-17,5
Player 6,Cardio,2022-01-19,7
Player 6,Cardio,2022-01-20,8
Player 6,Cardio,2022-01-25,5
Player 6,Cardio,2022-01-26,6
Player 6,Cardio,2022-01-27,3
Player 6,Cardio,2022-01-28,5
Player 6,Cardio,2022-01-31,5
Player 6,Cardio,2022-02-01,8
Player 6,Cardio,2022-02-03,3
Player 6,Cardio,2022-02-07,5
Player 6,Cardio,2022-02-10,7
Player 6,Cardio,2022-02-11,10
Player 6,Cardio,2022-02-15,6
Player 6,Cardio,2022-02-18,9
Player 6,Cardio,2022-02-21,9
Player 6,Cardio,2022-02-23,6
Player 6,Cardio,2022-02-25,9
Player 6,Cardio,2022-03-03,9
Player 6,Cardio,2022-03-04,7
Player 6,Cardio,2022-03-08,4
Player 6,Cardio,2022-03-10,5
Player 6,Cardio,2022-03-11,4
Player 6,Cardio,2022-03-15,4
Player 6,Cardio,2022-03-16,5
Player 6,Cardio,2022-03-17,8
Player 6,Cardio,2022-03-18,3
Player 6,Cardio,2022-03-21,4
Player 6,Cardio,2022-03-23,8
Player 6,Cardio,2022-03-24,3
Player 6,Cardio,2022-03-29,3
Player 6,Cardio,2022-03-30,9
Player 6,Cardio,2022-03-31,4
Player 6,Cardio,2022-04-01,3
Player 6,Cardio,2022-04-04,8
Player 6,Cardio,2022-04-05,9
Player 6,Cardio,2022-04-06,6
Player 6,Cardio,2022-04-07,7
Player 6,Cardio,2022-04-08,8
Player 6,Cardio,2022-04-12,4
Player 6,Cardio,2022-04-13,7
Player 6,Cardio,2022-04-14,5
Player 6,Cardio,2022-04-18,8
Player 6,Cardio,2022-04-19,6
Player 6,Cardio,2022-04-21,4
Player 6,Cardio,2022-04-22,9
Player 6,Cardio,2022-04-25,3
Player 6,Cardio,2022-04-28,9
Player 6,Cardio,2022-05-02,3
Player 6,Cardio,2022-05-03,9
Player 6,Cardio,2022-05-04,5
Player 6,Cardio,2022-05-05,4
Player 6,Cardio,2022-05-06,8
Player 6,Cardio,2022-05-09,9
Player 6,Cardio,2022-05-10,5
Player 6,Cardio,2022-05-11,8
Player 6,Cardio,2022-05-12,7
Player 6,Cardio,2022-05-20,5
Player 6,Cardio,2022-05-23,6
Player 6,Cardio,2022-05-24,5
Player 6,Cardio,2022-05-25,3
Player 6,Cardio,2022-05-26,4
Player 6,Cardio,2022-05-27,9
Player 6,Cardio,2022-05-30,5
Player 6,Cardio,2022-05-31,5
Player 6,Cardio,2022-06-01,10
Player 6,Cardio,2022-06-08,9
Player 6,Cardio,2022-06-10,8
Player 6,Cardio,2022-06-14,7
Player 6,Cardio,2022-06-15,8
Player 6,Cardio,2022-06-17,8
Player 6,Cardio,2022-06-20,3
Player 6,Cardio,2022-06-21,3
Player 6,Cardio,2022-06-22,8
Player 6,Cardio,2022-06-23,7
Player 6,Cardio,2022-06-24,10
Player 6,Cardio,2022-06-27,5
Player 6,Cardio,2022-06-28,6
Player 6,Cardio,2022-07-01,7
Player 6,Cardio,2022-07-06,7
Player 6,Cardio,2022-07-08,9
Player 6,Cardio,2022-07-11,10
Player 6,Cardio,2022-07-13,10
Player 6,Cardio,2022-07-14,7
Player 6,Cardio,2022-07-15,5
Player 6,Cardio,2022-07-18,6
Player 6,Cardio,2022-07-20,3
Player 6,Cardio,2022-07-22,8
Player 6,Cardio,2022-07-25,5
Player 6,Cardio,2022-07-26,9
Player 6,Cardio,2022-07-28,4
Player 6,Cardio,2022-07-29,6
Player 7,Strength Building,2022-01-05,3
Player 7,Strength Building,2022-01-06,4
Player 7,Strength Building,2022-01-11,9
Player 7,Strength Building,2022-01-13,5
Player 7,Strength Building,2022-01-14,6
Player 7,Strength Building,2022-01-17,8
Player 7,Strength Building,2022-01-18,10
Player 7,Strength Building,2022-01-24,10
Player 7,Strength Building,2022-01-25,5
Player 7,Strength Building,2022-01-26,7
Player 7,Strength Building,2022-01-27,9
Player 7,Strength Building,2022-01-28,3
Player 7,Strength Building,2022-01-31,6
Player 7,Strength Building,2022-02-01,10
Player 7,Strength Building,2022-02-02,4
Player 7,Strength Building,2022-02-07,9
Player 7,Strength Building,2022-02-08,3
Player 7,Strength Building,2022-02-09,3
Player 7,Strength Building,2022-02-10,4
Player 7,Strength Building,2022-02-14,6
Player 7,Strength Building,2022-02-15,5
Player 7,Strength Building,2022-02-16,10
Player 7,Strength Building,2022-02-21,5
Player 7,Strength Building,2022-02-23,4
Player 7,Strength Building,2022-02-25,3
Player 7,Strength Building,2022-02-28,6
Player 7,Strength Building,2022-03-01,6
Player 7,Strength Building,2022-03-03,3
Player 7,Strength Building,2022-03-10,4
Player 7,Strength Building,2022-03-15,10
Player 7,Strength Building,2022-03-17,5
Player 7,Strength Building,2022-03-18,6
Player 7,Strength Building,2022-03-21,4
Player 7,Strength Building,2022-03-23,7
Player 7,Strength Building,2022-03-25,3
Player 7,Strength Building,2022-03-28,6
Player 7,Strength Building,2022-03-29,10
Player 7,Strength Building,2022-03-30,8
Player 7,Strength Building,2022-03-31,10
Player 7,Strength Building,2022-04-01,6
Player 7,Strength Building,2022-04-04,6
Player 7,Strength Building,2022-04-06,7
Player 7,Strength Building,2022-04-07,10
Player 7,Strength Building,2022-04-08,5
Player 7,Strength Building,2022-04-12,10
Player 7,Strength Building,2022-04-18,4
Player 7,Strength Building,2022-04-19,5
Player 7,Strength Building,2022-04-21,8
Player 7,Strength Building,2022-04-22,6
Player 7,Strength Building,2022-04-25,4
Player 7,Strength Building,2022-04-26,4
Player 7,Strength Building,2022-04-28,7
Player 7,Strength Building,2022-04-29,3
Player 7,Strength Building,2022-05-03,6
Player 7,Strength Building,2022-05-04,10
Player 7,Strength Building,2022-05-05,8
Player 7,Strength Building,2022-05-06,8
Player 7,Strength Building,2022-05-09,5
Player 7,Strength Building,2022-05-10,4
Player 7,Strength Building,2022-05-11,10
Player 7,Strength Building,2022-05-12,9
Player 7,Strength Building,2022-05-13,5
Player 7,Strength Building,2022-05-17,5
Player 7,Strength Building,2022-05-18,9
Player 7,Strength Building,2022-05-19,7
Player 7,Strength Building,2022-05-20,6
Player 7,Strength Building,2022-05-23,5
Player 7,Strength Building,2022-05-24,4
Player 7,Strength Building,2022-05-26,3
Player 7,Strength Building,2022-05-27,8
Player 7,Strength Building,2022-05-31,10
Player 7,Strength Building,2022-06-02,3
Player 7,Strength Building,2022-06-06,5
Player 7,Strength Building,2022-06-07,10
Player 7,Strength Building,2022-06-08,5
Player 7,Strength Building,2022-06-09,4
Player 7,Strength Building,2022-06-10,5
Player 7,Strength Building,2022-06-13,3
Player 7,Strength Building,2022-06-14,3
Player 7,Strength Building,2022-06-16,5
Player 7,Strength Building,2022-06-20,4
Player 7,Strength Building,2022-06-21,10
Player 7,Strength Building,2022-06-27,6
Player 7,Strength Building,2022-06-28,8
Player 7,Strength Building,2022-06-29,9
Player 7,Strength Building,2022-07-04,5
Player 7,Strength Building,2022-07-05,8
Player 7,Strength Building,2022-07-06,5
Player 7,Strength Building,2022-07-07,6
Player 7,Strength Building,2022-07-08,10
Player 7,Strength Building,2022-07-12,7
Player 7,Strength Building,2022-07-14,3
Player 7,Strength Building,2022-07-19,6
Player 7,Strength Building,2022-07-20,3
Player 7,Strength Building,2022-07-25,6
Player 7,Strength Building,2022-07-26,10
Player 7,Strength Building,2022-07-27,10
Player 7,Strength Building,2022-07-29,6
Player 7,Agility,2022-01-05,5
Player 7,Agility,2022-01-06,3
Player 7,Agility,2022-01-07,6
Player 7,Agility,2022-01-11,9
Player 7,Agility,2022-01-12,8
Player 7,Agility,2022-01-18,5
Player 7,Agility,2022-01-20,10
Player 7,Agility,2022-01-21,9
Player 7,Agility,2022-01-24,3
Player 7,Agility,2022-01-25,8
Player 7,Agility,2022-01-28,5
Player 7,Agility,2022-02-01,10
Player 7,Agility,2022-02-02,4
Player 7,Agility,2022-02-03,9
Player 7,Agility,2022-02-07,10
Player 7,Agility,2022-02-08,10
Player 7,Agility,2022-02-10,3
Player 7,Agility,2022-02-11,8
Player 7,Agility,2022-02-14,6
Player 7,Agility,2022-02-15,4
Player 7,Agility,2022-02-16,10
Player 7,Agility,2022-02-18,5
Player 7,Agility,2022-02-21,8
Player 7,Agility,2022-02-23,7
Player 7,Agility,2022-02-24,3
Player 7,Agility,2022-02-28,6
Player 7,Agility,2022-03-01,5
Player 7,Agility,2022-03-02,10
Player 7,Agility,2022-03-04,5
Player 7,Agility,2022-03-07,6
Player 7,Agility,2022-03-08,10
Player 7,Agility,2022-03-09,6
Player 7,Agility,2022-03-10,10
Player 7,Agility,2022-03-11,9
Player 7,Agility,2022-03-14,3
Player 7,Agility,2022-03-17,5
Player 7,Agility,2022-03-21,4
Player 7,Agility,2022-03-22,7
Player 7,Agility,2022-03-24,3
Player 7,Agility,2022-03-25,6
Player 7,Agility,2022-03-28,5
Player 7,Agility,2022-03-29,9
Player 7,Agility,2022-03-30,10
Player 7,Agility,2022-03-31,7
Player 7,Agility,2022-04-04,7
Player 7,Agility,2022-04-07,9
Player 7,Agility,2022-04-18,5
Player 7,Agility,2022-04-20,7
Player 7,Agility,2022-04-21,10
Player 7,Agility,2022-04-22,10
Player 7,Agility,2022-04-25,6
Player 7,Agility,2022-04-26,7
Player 7,Agility,2022-04-27,4
Player 7,Agility,2022-05-02,4
Player 7,Agility,2022-05-03,5
Player 7,Agility,2022-05-04,10
Player 7,Agility,2022-05-05,3
Player 7,Agility,2022-05-09,9
Player 7,Agility,2022-05-10,5
Player 7,Agility,2022-05-12,4
Player 7,Agility,2022-05-13,3
Player 7,Agility,2022-05-17,8
Player 7,Agility,2022-05-18,5
Player 7,Agility,2022-05-20,7
Player 7,Agility,2022-05-26,7
Player 7,Agility,2022-05-27,5
Player 7,Agility,2022-05-30,7
Player 7,Agility,2022-06-03,5
Player 7,Agility,2022-06-07,7
Player 7,Agility,2022-06-08,9
Player 7,Agility,2022-06-09,8
Player 7,Agility,2022-06-14,9
Player 7,Agility,2022-06-15,3
Player 7,Agility,2022-06-16,6
Player 7,Agility,2022-06-17,8
Player 7,Agility,2022-06-20,5
Player 7,Agility,2022-06-23,7
Player 7,Agility,2022-06-28,6
Player 7,Agility,2022-06-29,8
Player 7,Agility,2022-07-01,9
Player 7,Agility,2022-07-04,8
Player 7,Agility,2022-07-06,10
Player 7,Agility,2022-07-07,10
Player 7,Agility,2022-07-12,4
Player 7,Agility,2022-07-13,5
Player 7,Agility,2022-07-15,7
Player 7,Agility,2022-07-18,9
Player 7,Agility,2022-07-19,5
Player 7,Agility,2022-07-21,9
Player 7,Agility,2022-07-22,9
Player 7,Agility,2022-07-25,10
Player 7,Agility,2022-07-26,5
Player 7,Agility,2022-07-28,8
Player 7,Cardio,2022-01-06,4
Player 7,Cardio,2022-01-11,4
Player 7,Cardio,2022-01-12,6
Player 7,Cardio,2022-01-13,7
Player 7,Cardio,2022-01-14,10
Player 7,Cardio,2022-01-17,6
Player 7,Cardio,2022-01-18,7
Player 7,Cardio,2022-01-20,7
Player 7,Cardio,2022-01-24,7
Player 7,Cardio,2022-01-25,9
Player 7,Cardio,2022-01-31,7
Player 7,Cardio,2022-02-01,7
Player 7,Cardio,2022-02-02,3
Player 7,Cardio,2022-02-03,9
Player 7,Cardio,2022-02-04,7
Player 7,Cardio,2022-02-07,4
Player 7,Cardio,2022-02-09,4
Player 7,Cardio,2022-02-10,8
Player 7,Cardio,2022-02-11,6
Player 7,Cardio,2022-02-15,5
Player 7,Cardio,2022-02-17,4
Player 7,Cardio,2022-02-18,7
Player 7,Cardio,2022-02-23,9
Player 7,Cardio,2022-02-24,10
Player 7,Cardio,2022-02-25,10
Player 7,Cardio,2022-02-28,7
Player 7,Cardio,2022-03-02,6
Player 7,Cardio,2022-03-04,8
Player 7,Cardio,2022-03-07,8
Player 7,Cardio,2022-03-08,3
Player 7,Cardio,2022-03-09,6
Player 7,Cardio,2022-03-10,5
Player 7,Cardio,2022-03-11,4
Player 7,Cardio,2022-03-15,8
Player 7,Cardio,2022-03-17,5
Player 7,Cardio,2022-03-18,4
Player 7,Cardio,2022-03-21,5
Player 7,Cardio,2022-03-22,5
Player 7,Cardio,2022-03-24,7
Player 7,Cardio,2022-03-25,9
Player 7,Cardio,2022-03-29,10
Player 7,Cardio,2022-03-30,4
Player 7,Cardio,2022-03-31,8
Player 7,Cardio,2022-04-04,8
Player 7,Cardio,2022-04-07,8
Player 7,Cardio,2022-04-11,4
Player 7,Cardio,2022-04-13,3
Player 7,Cardio,2022-04-14,4
Player 7,Cardio,2022-04-18,6
Player 7,Cardio,2022-04-21,6
Player 7,Cardio,2022-04-25,9
Player 7,Cardio,2022-04-27,9
Player 7,Cardio,2022-05-02,8
Player 7,Cardio,2022-05-04,8
Player 7,Cardio,2022-05-05,9
Player 7,Cardio,2022-05-06,5
Player 7,Cardio,2022-05-10,5
Player 7,Cardio,2022-05-12,7
Player 7,Cardio,2022-05-13,7
Player 7,Cardio,2022-05-16,9
Player 7,Cardio,2022-05-19,4
Player 7,Cardio,2022-05-23,4
Player 7,Cardio,2022-05-25,10
Player 7,Cardio,2022-05-26,10
Player 7,Cardio,2022-05-27,3
Player 7,Cardio,2022-05-30,6
Player 7,Cardio,2022-05-31,3
Player 7,Cardio,2022-06-06,9
Player 7,Cardio,2022-06-07,4
Player 7,Cardio,2022-06-08,6
Player 7,Cardio,2022-06-09,7
Player 7,Cardio,2022-06-10,9
Player 7,Cardio,2022-06-14,6
Player 7,Cardio,2022-06-15,3
Player 7,Cardio,2022-06-17,3
Player 7,Cardio,2022-06-20,3
Player 7,Cardio,2022-06-22,4
Player 7,Cardio,2022-06-24,5
Player 7,Cardio,2022-06-27,7
Player 7,Cardio,2022-06-29,8
Player 7,Cardio,2022-07-04,7
Player 7,Cardio,2022-07-05,5
Player 7,Cardio,2022-07-12,10
Player 7,Cardio,2022-07-13,5
Player 7,Cardio,2022-07-14,7
Player 7,Cardio,2022-07-15,4
Player 7,Cardio,2022-07-18,3
Player 7,Cardio,2022-07-19,6
Player 7,Cardio,2022-07-20,6
Player 7,Cardio,2022-07-21,5
Player 7,Cardio,2022-07-22,8
Player 7,Cardio,2022-07-27,10
Player 7,Cardio,2022-07-29,8
Player 8,Strength Building,2022-01-04,8
Player 8,Strength Building,2022-01-05,8
Player 8,Strength Building,2022-01-07,4
Player 8,Strength Building,2022-01-10,3
Player 8,Strength Building,2022-01-14,6
Player 8,Strength Building,2022-01-17,9
Player 8,Strength Building,2022-01-19,10
Player 8,Strength Building,2022-01-20,7
Player 8,Strength Building,2022-01-21,7
Player 8,Strength Building,2022-01-24,10
Player 8,Strength Building,2022-01-25,4
Player 8,Strength Building,2022-01-27,3
Player 8,Strength Building,2022-01-28,5
Player 8,Strength Building,2022-02-01,3
Player 8,Strength Building,2022-02-02,3
Player 8,Strength Building,2022-02-04,5
Player 8,Strength Building,2022-02-07,4
Player 8,Strength Building,2022-02-09,3
Player 8,Strength Building,2022-02-10,7
Player 8,Strength Building,2022-02-16,4
Player 8,Strength Building,2022-02-17,6
Player 8,Strength Building,2022-02-18,5
Player 8,Strength Building,2022-02-21,7
Player 8,Strength Building,2022-02-22,6
Player 8,Strength Building,2022-02-24,5
Player 8,Strength Building,2022-02-25,10
Player 8,Strength Building,2022-02-28,6
Player 8,Strength Building,2022-03-03,6
Player 8,Strength Building,2022-03-04,4
Player 8,Strength Building,2022-03-07,4
Player 8,Strength Building,2022-03-08,9
Player 8,Strength Building,2022-03-09,4
Player 8,Strength Building,2022-03-10,4
Player 8,Strength Building,2022-03-11,8
Player 8,Strength Building,2022-03-14,7
Player 8,Strength Building,2022-03-15,7
Player 8,Strength Building,2022-03-16,7
Player 8,Strength Building,2022-03-18,5
Player 8,Strength Building,2022-03-21,10
Player 8,Strength Building,2022-03-24,7
Player 8,Strength Building,2022-03-25,4
Player 8,Strength Building,2022-03-28,4
Player 8,Strength Building,2022-03-29,8
Player 8,Strength Building,2022-03-31,4
Player 8,Strength Building,2022-04-05,7
Player 8,Strength Building,2022-04-07,8
Player 8,Strength Building,2022-04-08,9
Player 8,Strength Building,2022-04-11,9
Player 8,Strength Building,2022-04-13,6
Player 8,Strength Building,2022-04-20,7
Player 8,Strength Building,2022-04-22,10
Player 8,Strength Building,2022-04-27,9
Player 8,Strength Building,2022-04-28,3
Player 8,Strength Building,2022-04-29,10
Player 8,Strength Building,2022-05-02,10
Player 8,Strength Building,2022-05-05,4
Player 8,Strength Building,2022-05-06,5
Player 8,Strength Building,2022-05-09,7
Player 8,Strength Building,2022-05-10,10
Player 8,Strength Building,2022-05-11,5
Player 8,Strength Building,2022-05-12,3
Player 8,Strength Building,2022-05-16,10
Player 8,Strength Building,2022-05-17,7
Player 8,Strength Building,2022-05-19,5
Player 8,Strength Building,2022-05-23,8
Player 8,Strength Building,2022-05-26,3
Player 8,Strength Building,2022-05-30,6
Player 8,Strength Building,2022-05-31,8
Player 8,Strength Building,2022-06-01,4
Player 8,Strength Building,2022-06-02,4
Player 8,Strength Building,2022-06-08,6
Player 8,Strength Building,2022-06-10,8
Player 8,Strength Building,2022-06-13,5
Player 8,Strength Building,2022-06-15,4
Player 8,Strength Building,2022-06-17,10
Player 8,Strength Building,2022-06-20,5
Player 8,Strength Building,2022-06-22,6
Player 8,Strength Building,2022-06-23,3
Player 8,Strength Building,2022-06-27,5
Player 8,Strength Building,2022-06-28,5
Player 8,Strength Building,2022-07-01,4
Player 8,Strength Building,2022-07-04,6
Player 8,Strength Building,2022-07-06,8
Player 8,Strength Building,2022-07-07,8
Player 8,Strength Building,2022-07-08,9
Player 8,Strength Building,2022-07-12,9
Player 8,Strength Building,2022-07-13,10
Player 8,Strength Building,2022-07-14,4
Player 8,Strength Building,2022-07-15,6
Player 8,Strength Building,2022-07-18,9
Player 8,Strength Building,2022-07-20,8
Player 8,Strength Building,2022-07-21,10
Player 8,Strength Building,2022-07-25,4
Player 8,Strength Building,2022-07-26,5
Player 8,Strength Building,2022-07-27,6
Player 8,Strength Building,2022-07-28,8
Player 8,Strength Building,2022-07-29,8
Player 8,Agility,2022-01-05,5
Player 8,Agility,2022-01-06,8
Player 8,Agility,2022-01-07,10
Player 8,Agility,2022-01-10,7
Player 8,Agility,2022-01-11,8
Player 8,Agility,2022-01-12,9
Player 8,Agility,2022-01-13,10
Player 8,Agility,2022-01-19,4
Player 8,Agility,2022-01-20,3
Player 8,Agility,2022-01-21,5
Player 8,Agility,2022-01-24,3
Player 8,Agility,2022-01-25,9
