Breakdown,Number of Tourists,Month,Country
Oceania,3057,01/07/2017,Unknown
Oceania,3957,01/07/2018,Unknown
Oceania,4075,01/07/2019,Unknown
Oceania,12,01/07/2020,Unknown
Oceania,880,01/08/2010,Unknown
Oceania,1224,01/08/2011,Unknown
Oceania,1446,01/08/2012,Unknown
Oceania,1575,01/08/2013,Unknown
Oceania,1542,01/08/2014,Unknown
Oceania,1659,01/08/2015,Unknown
Oceania,1969,01/08/2016,Unknown
Oceania,2199,01/08/2017,Unknown
Oceania,3017,01/08/2018,Unknown
Oceania,3191,01/08/2019,Unknown
Oceania,13,01/08/2020,Unknown
Oceania,1169,01/09/2010,Unknown
Oceania,1522,01/09/2011,Unknown
Oceania,1805,01/09/2012,Unknown
Oceania,1979,01/09/2013,Unknown
Oceania,2224,01/09/2014,Unknown
Oceania,2141,01/09/2015,Unknown
Oceania,2658,01/09/2016,Unknown
Oceania,3153,01/09/2017,Unknown
Oceania,4200,01/09/2018,Unknown
Oceania,3952,01/09/2019,Unknown
Oceania,5,01/09/2020,Unknown
Oceania,958,01/10/2010,Unknown
Oceania,1337,01/10/2011,Unknown
Oceania,1524,01/10/2012,Unknown
Oceania,1580,01/10/2013,Unknown
Oceania,1671,01/10/2014,Unknown
Oceania,1609,01/10/2015,Unknown
Oceania,2078,01/10/2016,Unknown
Oceania,2684,01/10/2017,Unknown
Oceania,4068,01/10/2018,Unknown
Oceania,4146,01/10/2019,Unknown
Oceania,29,01/10/2020,Unknown
Oceania,821,01/11/2010,Unknown
Oceania,1015,01/11/2011,Unknown
Oceania,1202,01/11/2012,Unknown
Oceania,1266,01/11/2013,Unknown
Oceania,1373,01/11/2014,Unknown
Oceania,1311,01/11/2015,Unknown
Oceania,1890,01/11/2016,Unknown
Oceania,2703,01/11/2017,Unknown
Oceania,3215,01/11/2018,Unknown
Oceania,3621,01/11/2019,Unknown
Oceania,27,01/11/2020,Unknown
Oceania,804,01/12/2010,Unknown
Oceania,1174,01/12/2011,Unknown
Oceania,1334,01/12/2012,Unknown
Oceania,1619,01/12/2013,Unknown
Oceania,1685,01/12/2014,Unknown
Oceania,2144,01/12/2015,Unknown
Oceania,2092,01/12/2016,Unknown
Oceania,2821,01/12/2017,Unknown
Oceania,2971,01/12/2018,Unknown
Oceania,3110,01/12/2019,Unknown
Oceania,121,01/12/2020,Unknown
UN passport holders and others,32,01/01/2014,Unknown
UN passport holders and others,38,01/01/2015,Unknown
UN passport holders and others,30,01/01/2016,Unknown
UN passport holders and others,36,01/01/2017,Unknown
UN passport holders and others,18,01/01/2018,Unknown
UN passport holders and others,16,01/01/2019,Unknown
UN passport holders and others,23,01/01/2020,Unknown
UN passport holders and others,20,01/02/2014,Unknown
UN passport holders and others,28,01/02/2015,Unknown
UN passport holders and others,49,01/02/2016,Unknown
UN passport holders and others,15,01/02/2017,Unknown
UN passport holders and others,17,01/02/2018,Unknown
UN passport holders and others,17,01/02/2019,Unknown
UN passport holders and others,21,01/02/2020,Unknown
UN passport holders and others,42,01/03/2014,Unknown
UN passport holders and others,23,01/03/2015,Unknown
UN passport holders and others,28,01/03/2016,Unknown
UN passport holders and others,19,01/03/2017,Unknown
UN passport holders and others,21,01/03/2018,Unknown
UN passport holders and others,22,01/03/2019,Unknown
UN passport holders and others,7,01/03/2020,Unknown
UN passport holders and others,23,01/04/2014,Unknown
UN passport holders and others,32,01/04/2015,Unknown
UN passport holders and others,32,01/04/2016,Unknown
UN passport holders and others,23,01/04/2017,Unknown
UN passport holders and others,15,01/04/2018,Unknown
UN passport holders and others,24,01/04/2019,Unknown
UN passport holders and others,0,01/04/2020,Unknown
UN passport holders and others,44,01/05/2014,Unknown
UN passport holders and others,31,01/05/2015,Unknown
UN passport holders and others,35,01/05/2016,Unknown
UN passport holders and others,8,01/05/2017,Unknown
UN passport holders and others,10,01/05/2018,Unknown
UN passport holders and others,18,01/05/2019,Unknown
UN passport holders and others,0,01/05/2020,Unknown
UN passport holders and others,21,01/06/2014,Unknown
UN passport holders and others,15,01/06/2015,Unknown
UN passport holders and others,9,01/06/2016,Unknown
UN passport holders and others,4,01/06/2017,Unknown
UN passport holders and others,13,01/06/2018,Unknown
UN passport holders and others,35,01/06/2019,Unknown
UN passport holders and others,0,01/06/2020,Unknown
UN passport holders and others,6,01/07/2014,Unknown
UN passport holders and others,16,01/07/2015,Unknown
UN passport holders and others,29,01/07/2016,Unknown
UN passport holders and others,20,01/07/2017,Unknown
UN passport holders and others,15,01/07/2018,Unknown
UN passport holders and others,35,01/07/2019,Unknown
UN passport holders and others,0,01/07/2020,Unknown
UN passport holders and others,24,01/08/2014,Unknown
UN passport holders and others,38,01/08/2015,Unknown
UN passport holders and others,31,01/08/2016,Unknown
UN passport holders and others,28,01/08/2017,Unknown
UN passport holders and others,17,01/08/2018,Unknown
UN passport holders and others,23,01/08/2019,Unknown
UN passport holders and others,0,01/08/2020,Unknown
UN passport holders and others,23,01/09/2013,Unknown
UN passport holders and others,27,01/09/2014,Unknown
UN passport holders and others,22,01/09/2015,Unknown
UN passport holders and others,34,01/09/2016,Unknown
UN passport holders and others,30,01/09/2017,Unknown
UN passport holders and others,12,01/09/2018,Unknown
UN passport holders and others,32,01/09/2019,Unknown
UN passport holders and others,3,01/09/2020,Unknown
UN passport holders and others,35,01/10/2013,Unknown
UN passport holders and others,30,01/10/2014,Unknown
UN passport holders and others,29,01/10/2015,Unknown
UN passport holders and others,24,01/10/2016,Unknown
UN passport holders and others,16,01/10/2017,Unknown
UN passport holders and others,8,01/10/2018,Unknown
UN passport holders and others,23,01/10/2019,Unknown
UN passport holders and others,8,01/10/2020,Unknown
UN passport holders and others,22,01/11/2013,Unknown
UN passport holders and others,34,01/11/2014,Unknown
UN passport holders and others,27,01/11/2015,Unknown
UN passport holders and others,32,01/11/2016,Unknown
UN passport holders and others,17,01/11/2017,Unknown
UN passport holders and others,20,01/11/2018,Unknown
UN passport holders and others,42,01/11/2019,Unknown
UN passport holders and others,18,01/11/2020,Unknown
UN passport holders and others,43,01/12/2013,Unknown
UN passport holders and others,24,01/12/2014,Unknown
UN passport holders and others,34,01/12/2015,Unknown
UN passport holders and others,42,01/12/2016,Unknown
UN passport holders and others,21,01/12/2017,Unknown
UN passport holders and others,18,01/12/2018,Unknown
UN passport holders and others,29,01/12/2019,Unknown
UN passport holders and others,16,01/12/2020,Unknown
the Middle East,559,01/01/2010,Unknown
the Middle East,669,01/01/2011,Unknown
the Middle East,1303,01/01/2012,Unknown
the Middle East,2312,01/01/2013,Unknown
the Middle East,2809,01/01/2014,Unknown
the Middle East,3885,01/01/2015,Unknown
the Middle East,4339,01/01/2016,Unknown
the Middle East,3969,01/01/2017,Unknown
the Middle East,5567,01/01/2018,Unknown
the Middle East,4200,01/01/2019,Unknown
the Middle East,7297,01/01/2020,Unknown
the Middle East,1038,01/02/2010,Unknown
the Middle East,1139,01/02/2011,Unknown
the Middle East,1242,01/02/2012,Unknown
the Middle East,1949,01/02/2013,Unknown
the Middle East,2767,01/02/2014,Unknown
the Middle East,2510,01/02/2015,Unknown
the Middle East,2734,01/02/2016,Unknown
the Middle East,3381,01/02/2017,Unknown
the Middle East,2723,01/02/2018,Unknown
the Middle East,3651,01/02/2019,Unknown
the Middle East,4793,01/02/2020,Unknown
the Middle East,601,01/03/2010,Unknown
the Middle East,635,01/03/2011,Unknown
the Middle East,1799,01/03/2012,Unknown
the Middle East,2404,01/03/2013,Unknown
the Middle East,2809,01/03/2014,Unknown
the Middle East,4120,01/03/2015,Unknown
the Middle East,4338,01/03/2016,Unknown
the Middle East,3976,01/03/2017,Unknown
the Middle East,3608,01/03/2018,Unknown
the Middle East,4959,01/03/2019,Unknown
the Middle East,1346,01/03/2020,Unknown
the Middle East,1226,01/04/2010,Unknown
the Middle East,1073,01/04/2011,Unknown
the Middle East,1602,01/04/2012,Unknown
the Middle East,2434,01/04/2013,Unknown
the Middle East,2918,01/04/2014,Unknown
the Middle East,3408,01/04/2015,Unknown
the Middle East,4415,01/04/2016,Unknown
the Middle East,4231,01/04/2017,Unknown
the Middle East,4599,01/04/2018,Unknown
the Middle East,6443,01/04/2019,Unknown
the Middle East,1,01/04/2020,Unknown
the Middle East,593,01/05/2010,Unknown
the Middle East,836,01/05/2011,Unknown
the Middle East,1233,01/05/2012,Unknown
the Middle East,1772,01/05/2013,Unknown
the Middle East,2707,01/05/2014,Unknown
the Middle East,2740,01/05/2015,Unknown
the Middle East,4608,01/05/2016,Unknown
the Middle East,2725,01/05/2017,Unknown
the Middle East,2067,01/05/2018,Unknown
the Middle East,741,01/05/2019,Unknown
the Middle East,0,01/05/2020,Unknown
the Middle East,685,01/06/2010,Unknown
the Middle East,1208,01/06/2011,Unknown
the Middle East,2533,01/06/2012,Unknown
the Middle East,4500,01/06/2013,Unknown
the Middle East,3776,01/06/2014,Unknown
the Middle East,2341,01/06/2015,Unknown
the Middle East,725,01/06/2016,Unknown
the Middle East,2603,01/06/2017,Unknown
the Middle East,4566,01/06/2018,Unknown
the Middle East,7685,01/06/2019,Unknown
the Middle East,0,01/06/2020,Unknown
the Middle East,1879,01/07/2010,Unknown
the Middle East,2383,01/07/2011,Unknown
the Middle East,2107,01/07/2012,Unknown
the Middle East,1220,01/07/2013,Unknown
the Middle East,2240,01/07/2014,Unknown
the Middle East,4782,01/07/2015,Unknown
the Middle East,7242,01/07/2016,Unknown
the Middle East,6593,01/07/2017,Unknown
the Middle East,6693,01/07/2018,Unknown
the Middle East,7105,01/07/2019,Unknown
the Middle East,247,01/07/2020,Unknown
the Middle East,421,01/08/2010,Unknown
the Middle East,809,01/08/2011,Unknown
the Middle East,2712,01/08/2012,Unknown
the Middle East,5573,01/08/2013,Unknown
the Middle East,5803,01/08/2014,Unknown
the Middle East,5215,01/08/2015,Unknown
the Middle East,6532,01/08/2016,Unknown
the Middle East,7547,01/08/2017,Unknown
the Middle East,7417,01/08/2018,Unknown
the Middle East,7990,01/08/2019,Unknown
the Middle East,2068,01/08/2020,Unknown
the Middle East,1450,01/09/2010,Unknown
the Middle East,1737,01/09/2011,Unknown
the Middle East,1680,01/09/2012,Unknown
the Middle East,2333,01/09/2013,Unknown
the Middle East,2812,01/09/2014,Unknown
the Middle East,4674,01/09/2015,Unknown
the Middle East,6804,01/09/2016,Unknown
the Middle East,5429,01/09/2017,Unknown
the Middle East,3946,01/09/2018,Unknown
the Middle East,4613,01/09/2019,Unknown
the Middle East,1627,01/09/2020,Unknown
the Middle East,641,01/10/2010,Unknown
the Middle East,826,01/10/2011,Unknown
the Middle East,2640,01/10/2012,Unknown
the Middle East,3826,01/10/2013,Unknown
the Middle East,3926,01/10/2014,Unknown
the Middle East,2152,01/10/2015,Unknown
the Middle East,2398,01/10/2016,Unknown
the Middle East,2286,01/10/2017,Unknown
the Middle East,2982,01/10/2018,Unknown
the Middle East,3477,01/10/2019,Unknown
the Middle East,1822,01/10/2020,Unknown
the Middle East,1620,01/11/2010,Unknown
the Middle East,2102,01/11/2011,Unknown
the Middle East,1399,01/11/2012,Unknown
the Middle East,1569,01/11/2013,Unknown
the Middle East,1754,01/11/2014,Unknown
the Middle East,2180,01/11/2015,Unknown
the Middle East,3930,01/11/2016,Unknown
the Middle East,3055,01/11/2017,Unknown
the Middle East,3429,01/11/2018,Unknown
the Middle East,4255,01/11/2019,Unknown
the Middle East,2530,01/11/2020,Unknown
the Middle East,916,01/12/2010,Unknown
the Middle East,1153,01/12/2011,Unknown
the Middle East,1593,01/12/2012,Unknown
the Middle East,2158,01/12/2013,Unknown
the Middle East,2880,01/12/2014,Unknown
the Middle East,3969,01/12/2015,Unknown
the Middle East,3265,01/12/2016,Unknown
the Middle East,3398,01/12/2017,Unknown
the Middle East,4517,01/12/2018,Unknown
the Middle East,4884,01/12/2019,Unknown
the Middle East,4557,01/12/2020,Unknown
