Document Index (generated),conn_country,Album Name,Artist Name,Track Name,ms_played,reason_end,reason_start,shuffle,skipped,spotify_track_uri,ts
4539,GB,War Stories,UNKLE,Keys to the Kingdom,285400,trackdone,trackdone,False,,spotify:track:2sQj856oLPlgHNofzCATsO,2020-06-18T14:40:58Z
10634,GB,Fallout,UNSECRET,Fallout,213770,trackdone,trackdone,False,,spotify:track:4YNySWl0EeDoibxoS7Wubo,2020-09-01T12:44:53Z
12953,GB,No Sanctuary,UNSECRET,No Sanctuary,244877,trackdone,trackdone,False,,spotify:track:2ywXf8Fq7XzsNXwnvytIJ4,2021-05-03T15:06:43Z
9634,GB,Sic Transit Gloria Mundi EP,Ulver,Bring out Your Dead,296720,trackdone,trackdone,False,,spotify:track:2n4G7JTNbwWDpoiJ8LkNOa,2021-06-21T20:23:37Z
15719,GB,The Assassination of Julius Caesar,Ulver,So Falls the World,357397,trackdone,trackdone,False,,spotify:track:4qpIOuAJ2MjYTOnrFSQti8,2021-06-21T18:51:47Z
7512,GB,Erase Me,Underoath,On My Teeth,190840,trackdone,trackdone,False,,spotify:track:11kXjnwkLFOCGZJoRmlBHe,2019-08-14T21:36:23Z
14687,GB,Explorers,Unleash The Archers,Northwest Passage,275648,trackdone,trackdone,False,,spotify:track:3Fiz4tFoVBosOUm2uMgdlL,2021-02-25T19:17:07Z
13521,GB,Explorers,Unleash The Archers,Northwest Passage,275648,trackdone,trackdone,False,,spotify:track:3Fiz4tFoVBosOUm2uMgdlL,2021-02-26T13:24:08Z
4112,GB,Belladonna,Unlike Pluto,Belladonna,193767,trackdone,trackdone,False,,spotify:track:2aT0ElqFQvm41WO7rlmUtK,2021-12-11T19:39:15Z
1954,GB,Messy Mind,Unlike Pluto,Broken String,186843,trackdone,trackdone,False,,spotify:track:0ddFKzTLDwqRS5ywp8aABb,2020-09-05T20:55:33Z
13122,GB,Worst in Me,Unlike Pluto,Worst in Me,197769,trackdone,trackdone,False,,spotify:track:5fxTqRkibJsbCD1FSz8U8X,2021-12-17T21:36:13Z
10246,GB,Confessions (Expanded Edition),Usher,Bad Girl,261800,trackdone,trackdone,False,,spotify:track:5rPzPAaOUceS8HiAculegz,2016-04-30T18:30:38Z
1749,GB,Good Kisser,Usher,Good Kisser,249626,trackdone,trackdone,False,,spotify:track:3CX3WMBg6lzWk72bYL29vP,2016-04-30T19:03:55Z
4848,GB,freeform jazz,Uyama Hiroto,South Side feat. Shing02,284880,trackdone,trackdone,False,,spotify:track:5Q5fHbxcdunPoUsVKpWATg,2019-03-12T16:09:34Z
7451,GB,freeform jazz,Uyama Hiroto,Unconscious,226360,trackdone,trackdone,False,,spotify:track:4Dea75nFEvsioTJACS6YXo,2019-02-22T08:03:05Z
13693,GB,Underworld,VAMPS,In This Hell,240466,trackdone,trackdone,False,,spotify:track:44jVnk3oaWuYCACxVe1y9s,2021-02-02T10:49:15Z
10281,GB,Underworld,VAMPS,Underworld,202680,trackdone,trackdone,False,,spotify:track:4Y6PLpvamof6i5TqPdML8K,2021-02-02T10:18:11Z
6467,GB,Underworld,VAMPS,Underworld,202680,trackdone,trackdone,False,,spotify:track:4Y6PLpvamof6i5TqPdML8K,2021-02-13T13:06:16Z
13425,GB,Conceived in the Sky,VANT,Exoskeleton,237292,trackdone,trackdone,False,,spotify:track:6fR5llf7UUUD1940rSGAQp,2021-12-27T18:20:33Z
6113,GB,Trans AM,VHS Dreams,Vice Point,221466,trackdone,trackdone,False,,spotify:track:6seImZ5iToNAHCC7lniUBx,2020-07-21T20:53:25Z
12425,GB,Inmazes,VOLA,Stray The Skies,253346,trackdone,trackdone,False,,spotify:track:1TRnYoD4ICAX6FRxcRQ2sM,2021-10-23T09:32:36Z
8217,GB,VUKOVI,VUKOVI,La Di Da,180903,trackdone,trackdone,False,,spotify:track:3uRr07EDEbxDeUlTAcJ6hw,2021-08-15T09:28:09Z
1582,GB,VUKOVI,VUKOVI,La Di Da,180903,trackdone,trackdone,False,,spotify:track:3uRr07EDEbxDeUlTAcJ6hw,2022-03-20T15:27:07Z
5165,GB,Kunigunda,Vaidas Baumila,Kunigunda,179782,trackdone,trackdone,False,,spotify:track:4y8aCoEUWXCHAgKo0cDcNy,2021-10-03T15:14:20Z
10630,GB,Часть чего-то большего,Valentin Strykalo,Кладбище самолетов,352191,trackdone,trackdone,False,,spotify:track:2x41NYjqXQJjgkGSr4q95h,2021-11-21T23:32:17Z
9896,GB,Vampyros Lesbos,Vampire Sound Inc.,The Lions and the Cucumber,312306,trackdone,trackdone,False,,spotify:track:5h2hbrDGY1rlCvcI4o33Uo,2019-10-14T16:39:59Z
12771,GB,1984,Van Halen,Hot for Teacher - 2015 Remaster,282746,trackdone,trackdone,False,,spotify:track:6QDbGdbJ57Mtkflsg42WV5,2018-01-31T11:24:38Z
6434,GB,Dream Your Life Away,Vance Joy,Riptide,204280,trackdone,trackdone,False,,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,2018-11-19T15:20:34Z
9297,GB,Nation of Two,Vance Joy,Like Gold,224400,trackdone,trackdone,False,,spotify:track:6Od2OWvoT4embWAgIGeFRd,2018-11-19T16:07:03Z
15912,GB,Blood Hunter,Varien,Blood Hunter,240044,trackdone,trackdone,False,,spotify:track:7FWV0SaFxRg7TLjo163VgN,2020-12-22T02:31:14Z
2774,GB,Can You Feel My Heart,Varien,Can You Feel My Heart,232200,trackdone,trackdone,False,,spotify:track:4cuBQhxCjoXW9EX2UqeQwo,2020-12-22T01:54:57Z
14794,GB,Can You Feel My Heart,Varien,Can You Feel My Heart,232200,trackdone,trackdone,False,,spotify:track:4cuBQhxCjoXW9EX2UqeQwo,2020-12-24T19:19:23Z
7115,GB,Me and You,Vast,You Should Have Know I Would Leave,181786,trackdone,trackdone,False,,spotify:track:6VLF84iLHntXvegPYeMvjs,2020-05-17T20:01:28Z
10611,GB,She Is Murder,Vast,She Is Murder,223043,trackdone,trackdone,False,,spotify:track:5Uo40Rzfd0YnjJDFZdYPLO,2021-03-05T02:51:01Z
15049,GB,Step Into Liquid Soundtrack,Vast,Touched,238066,trackdone,trackdone,False,,spotify:track:6hfGLM67CObcwG4AWVlsSz,2020-06-15T23:34:43Z
6316,GB,Turquoise & Crimson,Vast,That's My Boy,234480,trackdone,trackdone,False,,spotify:track:64O0Tk7DldPJMx9hqZp81B,2020-06-08T18:33:38Z
3761,GB,Now and Then,Vegetables,Feeling Sorry for Us,213192,trackdone,trackdone,False,,spotify:track:3SE468U4Ij8Ene4y8kzKZW,2021-06-07T19:32:40Z
9748,GB,Now and Then,Vegetables,Feeling Sorry for Us,213192,trackdone,trackdone,False,,spotify:track:3SE468U4Ij8Ene4y8kzKZW,2021-06-08T20:10:34Z
1114,GB,Gold: 100 Songs From A Life In Music,Vera Lynn,We'll Meet Again,178666,trackdone,trackdone,False,,spotify:track:3qXpbtghezZZJJu77upfkv,2021-05-05T14:15:23Z
9209,GB,Behold the Machine,Vernian Process,The Last Express,334250,trackdone,trackdone,False,,spotify:track:1sIQkXlM57YsS41WVBIDuA,2021-11-08T09:50:33Z
9987,GB,Hiccup,Verzache,Hiccup,240000,trackdone,trackdone,False,,spotify:track:0u256fkohocCZSCJ8J79TX,2019-12-07T22:59:44Z
6165,GB,Mountain,Vibrolux,My Thing,157666,trackdone,trackdone,False,,spotify:track:7g1YqCZblmFepoevFFVP7t,2016-11-23T09:43:53Z
4327,GB,Entre Luca Y Juan Mejía,Vicente Garcia,Entre Luca Y Juan Mejía,227013,trackdone,trackdone,False,,spotify:track:1FFwPJxL60iQPSmXK81t6q,2022-01-13T12:15:04Z
10814,GB,Aš esu vėliava,Vidas Bareikis,Aš esu vėliava,190000,trackdone,trackdone,False,,spotify:track:25c43i8jq8vWjsjBbAxyjm,2021-06-26T08:29:11Z
13638,GB,KATUKAVAKARE?,Vidas Bareikis,Pusvalanduko,308796,trackdone,trackdone,False,,spotify:track:6867uIOqZ5tw8b5EgNYZRw,2019-11-26T14:02:04Z
15424,GB,KATUKAVAKARE?,Vidas Bareikis,Pusvalanduko,308796,trackdone,trackdone,False,,spotify:track:6867uIOqZ5tw8b5EgNYZRw,2019-11-28T15:56:12Z
1243,GB,Klausimai,Vidas Bareikis,Bradas Pitas,222626,trackdone,trackdone,False,,spotify:track:7CC0o9PqpXw52wsiChlkbZ,2019-11-12T07:10:00Z
14882,GB,Klausimai,Vidas Bareikis,Bradas Pitas,222626,trackdone,trackdone,False,,spotify:track:7CC0o9PqpXw52wsiChlkbZ,2019-11-22T09:32:57Z
9847,GB,Klausimai,Vidas Bareikis,Bradas Pitas,222626,trackdone,trackdone,False,,spotify:track:7CC0o9PqpXw52wsiChlkbZ,2019-11-30T17:05:51Z
3239,GB,Klausimai,Vidas Bareikis,Bradas Pitas,222626,trackdone,trackdone,False,,spotify:track:7CC0o9PqpXw52wsiChlkbZ,2020-08-13T23:03:09Z
10069,GB,Klausimai,Vidas Bareikis,Bradas Pitas,222626,trackdone,trackdone,False,,spotify:track:7CC0o9PqpXw52wsiChlkbZ,2021-02-18T20:28:26Z
14674,GB,Klausimai,Vidas Bareikis,Bradas Pitas,222626,trackdone,trackdone,False,,spotify:track:7CC0o9PqpXw52wsiChlkbZ,2021-02-27T12:59:15Z
14431,GB,"Pažiūrėk į mane, Mama",Vidas Bareikis,"Pažiūrėk į mane, Mama",203921,trackdone,trackdone,False,,spotify:track:6662FfgCf9nOuArMUM8qVN,2021-02-22T19:59:19Z
12652,GB,"Žmogus, Bet Šuo",Vidas Bareikis,Trys Kanados,268285,trackdone,trackdone,False,,spotify:track:2M0mwkR7HhoGnyKse75o4T,2019-11-22T15:24:51Z
9697,GB,Pop Therapy,Video Age,Hold On (I Was Wrong),223226,trackdone,trackdone,False,,spotify:track:1lh13cQN0IwZDtjyXxrXFH,2022-03-24T20:45:14Z
7657,GB,Level 1,Video Games Live,Kingdom Hearts,219746,trackdone,trackdone,False,,spotify:track:3ZRth7zCVepYVlgngczm7g,2016-07-10T11:54:05Z
12270,GB,Level 1,Video Games Live,Kingdom Hearts,219746,trackdone,trackdone,False,,spotify:track:3ZRth7zCVepYVlgngczm7g,2016-07-10T18:27:46Z
14337,GB,Level 3,Video Games Live,"Final Fantasy® VIII - ""Liberi Fatali”",190151,trackdone,trackdone,False,,spotify:track:08dM9riBaHiaMdp9Hr43La,2016-07-17T17:45:43Z
6280,GB,Level 3,Video Games Live,Shadow of the Colossus®,182855,trackdone,trackdone,False,,spotify:track:7azgc6j5E6XhEDAfwW3Zrr,2016-09-07T13:20:41Z
7260,GB,Level 3,Video Games Live,"Skyrim - ""Dragonborn Theme”",234243,trackdone,trackdone,False,,spotify:track:0iyglTS5t81u4SFDZOGIQx,2016-09-04T20:30:25Z
2930,GB,Level 3,Video Games Live,Street Fighter II,250281,trackdone,trackdone,False,,spotify:track:4H13RR31HIUsQxMAyt6aZq,2017-06-02T15:07:14Z
6135,GB,Level 3,Video Games Live,Zelda 25th Anniversary Overture,334482,trackdone,trackdone,False,,spotify:track:7duEsCj7QbHyjNFmntqM0J,2016-07-17T21:52:01Z
9349,GB,Level 3,Video Games Live,Zelda 25th Anniversary Overture,334482,trackdone,trackdone,False,,spotify:track:7duEsCj7QbHyjNFmntqM0J,2016-09-04T19:44:15Z
2786,GB,Level 4,Video Games Live,Donkey Kong Country (Live),247466,trackdone,trackdone,False,,spotify:track:34hdaGp3UMng34XcfT4Vxe,2017-05-18T13:16:35Z
9709,GB,Level 4,Video Games Live,Final Fantasy VI (Opera Aria Remix) [Live],194013,trackdone,trackdone,False,,spotify:track:4MpJXrWgYxiksw7zpMkua0,2017-05-13T14:18:31Z
10306,GB,Level 4,Video Games Live,Final Fantasy VI (Opera Aria Remix) [Live],194013,trackdone,trackdone,False,,spotify:track:4MpJXrWgYxiksw7zpMkua0,2019-10-15T12:07:10Z
15634,GB,Level 4,Video Games Live,League of Legends - The Challengers (Live),175053,trackdone,trackdone,False,,spotify:track:3zxi6CrZIzzE1bxAfYI474,2017-05-13T20:42:07Z
3538,GB,Level 4,Video Games Live,League of Legends - The Challengers (Live),175053,trackdone,trackdone,False,,spotify:track:3zxi6CrZIzzE1bxAfYI474,2017-05-19T15:03:06Z
11236,GB,Level 5,Video Games Live,Metroid,235000,trackdone,trackdone,False,,spotify:track:1PNJ1WmOY952XZO59Z4MmF,2017-05-19T15:22:58Z
3453,GB,Level 5,Video Games Live,The Legend of Zelda - A Celtic Link,336773,trackdone,trackdone,False,,spotify:track:1zfDT77F2oPxn1WdtA5Wy9,2017-05-18T14:41:54Z
7785,GB,Level 5,Video Games Live,Xenoblade - Gaur Plains,239933,trackdone,trackdone,False,,spotify:track:3WqERK8gQC8vmWLBqW55Hc,2017-06-02T15:32:14Z
4542,GB,The Art Of Pretending To Swim,Villagers,A Trick of the Light,248253,trackdone,trackdone,False,,spotify:track:1rCPg5GOtes0FIo1BzgvUi,2020-07-02T11:52:52Z
12267,GB,Kosmik,Violet Cold,Contact,214250,trackdone,trackdone,False,,spotify:track:0B1ap0Sx8m2oIp6QA4yoSj,2020-05-18T18:55:13Z
9743,GB,The Deep & The Dark,Visions of Atlantis,Return to Lemuria,249463,trackdone,trackdone,False,,spotify:track:3x3T2Z60gOf3495VzYOkVr,2019-04-17T17:26:29Z
3341,GB,The Deep & The Dark,Visions of Atlantis,The Deep & The Dark,247398,trackdone,trackdone,False,,spotify:track:1bGs0xiAlMdKBpNSOq7Z9F,2019-04-18T10:25:44Z
9120,GB,Wanderers,Visions of Atlantis,in & Out of Love,173011,trackdone,trackdone,False,,spotify:track:6cSrTpqmLEFxQ4E1TQpY9t,2021-10-23T20:53:13Z
4021,GB,Aria,Viza,Midnight Hour (Dingle Rock),189760,trackdone,trackdone,False,,spotify:track:2DAbS06IDbob0rtTnDdVEb,2021-04-05T17:40:16Z
8849,GB,Resist (feat. Celldweller),Void Chapter,Resist,240600,trackdone,trackdone,False,,spotify:track:2hD5yci9O6rQKQBFX0ZMyO,2021-12-10T22:19:48Z
4163,GB,Beyond Hell / Above Heaven,Volbeat,Heaven Nor Hell,322613,trackdone,trackdone,False,,spotify:track:1lKJsw6RYMRPCCdbhlrBfd,2016-04-12T18:08:32Z
4159,GB,Beyond Hell / Above Heaven,Volbeat,Heaven Nor Hell,322613,trackdone,trackdone,False,,spotify:track:1lKJsw6RYMRPCCdbhlrBfd,2016-04-13T21:37:39Z
3154,GB,Guitar Gangsters & Cadillac Blood,Volbeat,Guitar Gangsters & Cadillac Blood,188853,trackdone,trackdone,False,,spotify:track:4KEdXMwdTAjsELGfjWNUKe,2017-04-14T19:55:24Z
5424,GB,Guitar Gangsters & Cadillac Blood,Volbeat,I'm So Lonesome I Could Cry,201786,trackdone,trackdone,False,,spotify:track:3lLiVH7t1BejplPpeJLzz8,2019-06-29T19:13:08Z
4100,GB,Guitar Gangsters & Cadillac Blood,Volbeat,Maybellene i Hofteholder,200826,trackdone,trackdone,False,,spotify:track:1WbsiwkBbjP9w7T8fBUoiz,2016-04-16T12:25:13Z
11916,GB,Guitar Gangsters & Cadillac Blood,Volbeat,Maybellene i Hofteholder,200826,trackdone,trackdone,False,,spotify:track:1WbsiwkBbjP9w7T8fBUoiz,2017-01-04T10:06:15Z
5168,GB,Guitar Gangsters & Cadillac Blood,Volbeat,Still Counting,261813,trackdone,trackdone,False,,spotify:track:1znGxpojJSjxZZEWA5zWva,2016-04-10T17:38:05Z
8781,GB,Guitar Gangsters & Cadillac Blood,Volbeat,Still Counting,261813,trackdone,trackdone,False,,spotify:track:1znGxpojJSjxZZEWA5zWva,2016-12-05T16:11:07Z
11800,GB,Guitar Gangsters & Cadillac Blood,Volbeat,Still Counting,261813,trackdone,trackdone,False,,spotify:track:1znGxpojJSjxZZEWA5zWva,2016-12-13T10:07:38Z
13224,GB,Guitar Gangsters & Cadillac Blood,Volbeat,Still Counting,261813,trackdone,trackdone,False,,spotify:track:1znGxpojJSjxZZEWA5zWva,2016-12-20T15:52:33Z
13648,GB,Guitar Gangsters & Cadillac Blood,Volbeat,Still Counting,261813,trackdone,trackdone,False,,spotify:track:1znGxpojJSjxZZEWA5zWva,2017-03-15T10:05:06Z
13560,GB,Outlaw Gentlemen & Shady Ladies,Volbeat,Lola Montez,267680,trackdone,trackdone,False,,spotify:track:34rCwPVIy1OZKfIbXC9KmN,2016-04-10T19:57:51Z
7503,GB,Outlaw Gentlemen & Shady Ladies,Volbeat,The Hangman's Body Count,315280,trackdone,trackdone,False,,spotify:track:3Kx9gD6qg0MbgQmBVtXTZz,2019-06-30T15:33:09Z
14191,GB,Outlaw Gentlemen & Shady Ladies,Volbeat,The Nameless One,232506,trackdone,trackdone,False,,spotify:track:7mlvzhveIBuqFUWaTIrkbW,2019-06-29T18:52:58Z
3881,GB,Seal The Deal & Let's Boogie,Volbeat,For Evigt,283366,trackdone,trackdone,False,,spotify:track:59fQzvSv0wPQorW2Bh0pns,2016-12-09T13:41:49Z
13111,GB,Seal The Deal & Let's Boogie,Volbeat,For Evigt,283366,trackdone,trackdone,False,,spotify:track:59fQzvSv0wPQorW2Bh0pns,2016-12-17T11:52:22Z
13934,GB,Seal The Deal & Let's Boogie,Volbeat,For Evigt,283366,trackdone,trackdone,False,,spotify:track:59fQzvSv0wPQorW2Bh0pns,2017-02-04T12:40:21Z
2595,GB,Seal The Deal & Let's Boogie,Volbeat,Let It Burn,219426,trackdone,trackdone,False,,spotify:track:5dteehIiJIbnsZZnfG4u62,2017-02-04T15:08:05Z
15036,GB,Seal The Deal & Let's Boogie,Volbeat,Seal The Deal,249306,trackdone,trackdone,False,,spotify:track:0khGENsYIkglYAWBYVIELI,2017-01-04T15:57:56Z
5379,GB,Seal The Deal & Let's Boogie,Volbeat,Seal The Deal,249306,trackdone,trackdone,False,,spotify:track:0khGENsYIkglYAWBYVIELI,2017-08-21T09:06:10Z
6981,GB,Seal The Deal & Let's Boogie,Volbeat,The Devil's Bleeding Crown,238653,trackdone,trackdone,False,,spotify:track:3TjQAc2PzWzlSDrnq61J1y,2019-06-29T21:24:43Z
13771,GB,The Everlasting,Volbeat,The Everlasting - Live from Telia Parken,437735,trackdone,trackdone,False,,spotify:track:42DF4fBoaHjRa9VAztSr1f,2019-06-28T13:09:42Z
10568,GB,The Strength / The Sound / The Songs,Volbeat,I Only Wanna Be With You,164093,trackdone,trackdone,False,,spotify:track:0JRab5KK5TKRiUuLiRw0WD,2018-07-22T19:08:32Z
4780,GB,Different Animals,Volumes,On Her Mind,223866,trackdone,trackdone,False,,spotify:track:43ozsR0VR6m5VkQFGannGc,2019-08-09T08:47:31Z
2685,GB,Grande,Von Wegen Lisbeth,Chérie,178146,trackdone,trackdone,False,,spotify:track:13FlxJxlFrtgphJb94sFAM,2018-11-12T20:58:07Z
1026,GB,Grande,Von Wegen Lisbeth,Der Untergang des Abendlandes,249133,trackdone,trackdone,False,,spotify:track:6Yg5Tb3q7U7Y8nOpPmsI2O,2018-04-24T14:51:02Z
3256,GB,Grande,Von Wegen Lisbeth,Drüben bei Penny,274253,trackdone,trackdone,False,,spotify:track:4jCMZnEih7avF93RufztfJ,2018-04-26T09:10:57Z
9542,GB,Grande,Von Wegen Lisbeth,Komm mal rüber bitte,246453,trackdone,trackdone,False,,spotify:track:5zu9rnfThQpAMNRpOlA5R4,2018-04-20T08:39:16Z
7134,GB,Grande,Von Wegen Lisbeth,Meine Kneipe,184240,trackdone,trackdone,False,,spotify:track:5NBCRuSpMGY5ckTP6TfWDQ,2018-11-14T18:16:13Z
4566,GB,Grande,Von Wegen Lisbeth,Meine Kneipe,184240,trackdone,trackdone,False,,spotify:track:5NBCRuSpMGY5ckTP6TfWDQ,2018-11-18T00:22:44Z
9046,GB,Opti,Von Wegen Lisbeth,Opti,190653,trackdone,trackdone,False,,spotify:track:1zJjZhM9v5MuoX35y1D5nG,2021-10-01T20:57:41Z
4024,GB,Opti,Von Wegen Lisbeth,Opti,190653,trackdone,trackdone,False,,spotify:track:1zJjZhM9v5MuoX35y1D5nG,2021-10-02T17:08:38Z
7911,GB,Und plötzlich der Lachs,Von Wegen Lisbeth,Lang lebe die Störung im Betriebsablauf,166160,trackdone,trackdone,False,,spotify:track:7wtogUN04dWGQLLmrRRzDQ,2018-04-23T14:53:06Z
15138,GB,Und plötzlich der Lachs,Von Wegen Lisbeth,Lang lebe die Störung im Betriebsablauf,166160,trackdone,trackdone,False,,spotify:track:7wtogUN04dWGQLLmrRRzDQ,2018-04-24T21:11:12Z
7217,GB,Und plötzlich der Lachs,Von Wegen Lisbeth,US-Studie,170240,trackdone,trackdone,False,,spotify:track:0pPj8kGUV0Ie7WXcZW4BKn,2018-04-21T23:58:16Z
7603,GB,Und plötzlich der Lachs,Von Wegen Lisbeth,US-Studie,170240,trackdone,trackdone,False,,spotify:track:0pPj8kGUV0Ie7WXcZW4BKn,2018-04-22T16:08:30Z
5154,GB,Ansa Woar,Voodoo Jürgens,Heite grob ma Tote aus,243000,trackdone,trackdone,False,,spotify:track:4WZXN6o7Od3Yzgh2ZkGrIk,2020-08-01T10:03:46Z
11453,GB,Избранное,Vyacheslav Butusov,Песня идущего домой,173221,trackdone,trackdone,False,,spotify:track:1H5K7Xdd4zcqFDuXlDuzd1,2021-11-21T21:15:28Z
8138,GB,Akustinis,Vytautas Kernagis,Išeinu,134333,trackdone,trackdone,False,,spotify:track:6HudNU5t2HKbIQSg2cK67z,2021-03-18T16:00:49Z
10886,GB,Teisingos dainos 1,Vytautas Kernagis,Kai sirpsta vyšnios Suvalkijoj,153320,trackdone,trackdone,False,,spotify:track:2s3mgd7fsWYz2KDFS3HefJ,2020-05-28T12:22:16Z
6662,GB,Teisingos dainos 1,Vytautas Kernagis,Kai sirpsta vyšnios Suvalkijoj,153320,trackdone,trackdone,False,,spotify:track:2s3mgd7fsWYz2KDFS3HefJ,2020-06-28T20:04:03Z
15058,GB,TALKING IS HARD (Expanded Edition),WALK THE MOON,Shut Up and Dance,199080,trackdone,trackdone,False,,spotify:track:0kzw2tRyuL9rzipi5ntlIy,2017-02-07T15:54:50Z
2823,GB,Are You Coming?,WANIMA,TRACE,249453,trackdone,trackdone,False,,spotify:track:4QOvGRftygwrUNiedMJLwF,2018-07-05T14:02:10Z
3004,GB,Are You Coming?,WANIMA,Trace,249453,trackdone,trackdone,False,,spotify:track:0vzqbNSTgeR660xLYMUmCU,2017-11-11T12:42:04Z
9482,GB,Are You Coming?,WANIMA,いつもの流れ,163320,trackdone,trackdone,False,,spotify:track:5Y74pnIquiFoTBdpd6o1mD,2018-06-26T10:09:33Z
4395,GB,Fresh Cheese Delivery,WANIMA,Brand New Day,108403,trackdone,trackdone,False,,spotify:track:0b2j6FUGUgMgrdMEDmu0RC,2021-10-17T14:12:44Z
9378,GB,We are all,WONDERFUL BOYS,We are all,212533,trackdone,trackdone,False,,spotify:track:1jR3uIZ4zsL0KK9d1A1dVW,2021-03-23T16:03:09Z
8580,GB,We are all,WONDERFUL BOYS,We are all,212533,trackdone,trackdone,False,,spotify:track:1jR3uIZ4zsL0KK9d1A1dVW,2021-03-25T23:14:09Z
7268,GB,"WWE: The Music - A New Day, Vol. 10",WWE,Just Close Your Eyes (Christian),271353,trackdone,trackdone,False,,spotify:track:76RksvwSv7RUYM16AAtbFu,2016-06-24T22:55:00Z
11509,GB,"WWE: The Music - A New Day, Vol. 10",WWE,Just Close Your Eyes (Christian),271353,trackdone,trackdone,False,,spotify:track:76RksvwSv7RUYM16AAtbFu,2016-06-25T09:51:50Z
14702,GB,"WWE: The Music - A New Day, Vol. 10",WWE,Just Close Your Eyes (Christian),271353,trackdone,trackdone,False,,spotify:track:76RksvwSv7RUYM16AAtbFu,2016-07-03T21:16:19Z
3483,GB,"WWE: The Music - A New Day, Vol. 10",WWE,Just Close Your Eyes (Christian),271353,trackdone,trackdone,False,,spotify:track:76RksvwSv7RUYM16AAtbFu,2016-07-16T11:07:55Z
15542,GB,"WWE: The Music - A New Day, Vol. 10",WWE,Just Close Your Eyes (Christian),271353,trackdone,trackdone,False,,spotify:track:76RksvwSv7RUYM16AAtbFu,2016-07-18T21:32:24Z
14692,GB,"WWE: The Music - A New Day, Vol. 10",WWE,Just Close Your Eyes (Christian),271353,trackdone,trackdone,False,,spotify:track:76RksvwSv7RUYM16AAtbFu,2016-07-21T21:17:58Z
13679,GB,WWE: Wreckless Intent,WWE,With Legs Like That (Maria),187360,trackdone,trackdone,False,,spotify:track:37WKcLIJyGNQKBwaYAKVkx,2016-06-24T19:06:49Z
10336,GB,「双星の陰陽師」オープニング&エンディングテーマ〜Valkyrie-戦乙女- / アイズ〜,WagakkiBand,Valkyrie-戦乙女-,262640,trackdone,trackdone,False,,spotify:track:7ydjzkY9iUItQ4LWT7FfMH,2017-11-11T22:28:38Z
10515,GB,「双星の陰陽師」オープニング&エンディングテーマ〜Valkyrie-戦乙女- / アイズ〜,WagakkiBand,Valkyrie-戦乙女-,262640,trackdone,trackdone,False,,spotify:track:7ydjzkY9iUItQ4LWT7FfMH,2017-11-27T16:36:45Z
2458,GB,ボカロ三昧,WagakkiBand,六兆年と一夜物語,235413,trackdone,trackdone,False,,spotify:track:1L2CbnBS9C8uNMbS6GSHer,2017-11-15T14:07:52Z
9102,GB,ボカロ三昧,WagakkiBand,六兆年と一夜物語,235413,trackdone,trackdone,False,,spotify:track:1L2CbnBS9C8uNMbS6GSHer,2017-11-16T19:21:26Z
2688,GB,ボカロ三昧,WagakkiBand,六兆年と一夜物語,235413,trackdone,trackdone,False,,spotify:track:1L2CbnBS9C8uNMbS6GSHer,2017-11-23T18:57:53Z
9881,GB,ボカロ三昧,WagakkiBand,天樂,307200,trackdone,trackdone,False,,spotify:track:7lxmd7qBFxb1gbd4AXs5nf,2017-07-24T09:04:49Z
10098,GB,ボカロ三昧,WagakkiBand,天樂,307200,trackdone,trackdone,False,,spotify:track:7lxmd7qBFxb1gbd4AXs5nf,2017-07-26T14:59:50Z
4867,GB,ボカロ三昧,WagakkiBand,天樂,307200,trackdone,trackdone,False,,spotify:track:7lxmd7qBFxb1gbd4AXs5nf,2017-11-15T17:40:07Z
2476,GB,ボカロ三昧,WagakkiBand,天樂,307200,trackdone,trackdone,False,,spotify:track:7lxmd7qBFxb1gbd4AXs5nf,2017-12-19T15:52:16Z
9882,GB,ボカロ三昧,WagakkiBand,天樂,307200,trackdone,trackdone,False,,spotify:track:7lxmd7qBFxb1gbd4AXs5nf,2017-12-28T15:44:49Z
3281,GB,ボカロ三昧,WagakkiBand,天樂,307200,trackdone,trackdone,False,,spotify:track:7lxmd7qBFxb1gbd4AXs5nf,2018-01-08T13:56:46Z
10099,GB,ボカロ三昧,WagakkiBand,天樂,307200,trackdone,trackdone,False,,spotify:track:7lxmd7qBFxb1gbd4AXs5nf,2018-03-15T11:00:00Z
1640,GB,ボカロ三昧,WagakkiBand,天樂,307200,trackdone,trackdone,False,,spotify:track:7lxmd7qBFxb1gbd4AXs5nf,2018-07-02T14:07:05Z
1445,GB,八奏絵巻,WagakkiBand,千本桜 - 八奏絵巻ver.,268413,trackdone,trackdone,False,,spotify:track:7CoHfAmqnUaU2qa9SGrMrx,2017-09-20T09:09:37Z
12900,GB,八奏絵巻,WagakkiBand,千本桜 - 八奏絵巻ver.,268413,trackdone,trackdone,False,,spotify:track:7CoHfAmqnUaU2qa9SGrMrx,2017-11-11T15:30:49Z
5872,GB,八奏絵巻,WagakkiBand,千本桜 - 八奏絵巻ver.,268413,trackdone,trackdone,False,,spotify:track:7CoHfAmqnUaU2qa9SGrMrx,2017-11-13T19:08:07Z
15766,GB,八奏絵巻,WagakkiBand,千本桜 - 八奏絵巻ver.,268413,trackdone,trackdone,False,,spotify:track:7CoHfAmqnUaU2qa9SGrMrx,2017-11-27T18:07:44Z
