Cumulative Monthly Cost,ID,Country,City,Address,Company,Office Size,Contract Start,Contract End,Contract Length,Months Until Expiry,People,Per Person,Rent per Month,Month Divider
580500,17,United Kingdom,Manchester,18 Hudson Street,Stokes-Auer,Medium,22/07/2021,21/07/2024,36,27,50,430,21500,22/09/2023
602000,17,United Kingdom,Manchester,18 Hudson Street,Stokes-Auer,Medium,22/07/2021,21/07/2024,36,27,50,430,21500,22/10/2023
623500,17,United Kingdom,Manchester,18 Hudson Street,Stokes-Auer,Medium,22/07/2021,21/07/2024,36,27,50,430,21500,22/11/2023
645000,17,United Kingdom,Manchester,18 Hudson Street,Stokes-Auer,Medium,22/07/2021,21/07/2024,36,27,50,430,21500,22/12/2023
666500,17,United Kingdom,Manchester,18 Hudson Street,Stokes-Auer,Medium,22/07/2021,21/07/2024,36,27,50,430,21500,22/01/2024
688000,17,United Kingdom,Manchester,18 Hudson Street,Stokes-Auer,Medium,22/07/2021,21/07/2024,36,27,50,430,21500,22/02/2024
709500,17,United Kingdom,Manchester,18 Hudson Street,Stokes-Auer,Medium,22/07/2021,21/07/2024,36,27,50,430,21500,22/03/2024
731000,17,United Kingdom,Manchester,18 Hudson Street,Stokes-Auer,Medium,22/07/2021,21/07/2024,36,27,50,430,21500,22/04/2024
752500,17,United Kingdom,Manchester,18 Hudson Street,Stokes-Auer,Medium,22/07/2021,21/07/2024,36,27,50,430,21500,22/05/2024
774000,17,United Kingdom,Manchester,18 Hudson Street,Stokes-Auer,Medium,22/07/2021,21/07/2024,36,27,50,430,21500,22/06/2024
795500,17,United Kingdom,Manchester,18 Hudson Street,Stokes-Auer,Medium,22/07/2021,21/07/2024,36,27,50,430,21500,21/07/2024
52000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/06/2021
104000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/07/2021
156000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/08/2021
208000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/09/2021
260000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/10/2021
312000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/11/2021
364000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/12/2021
416000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/01/2022
468000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/02/2022
520000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/03/2022
572000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/04/2022
624000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/05/2022
676000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/06/2022
728000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/07/2022
780000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/08/2022
832000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/09/2022
884000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/10/2022
936000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/11/2022
988000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/12/2022
1040000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/01/2023
1092000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/02/2023
1144000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/03/2023
1196000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/04/2023
1248000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,05/05/2023
1300000,18,United Kingdom,London,7 Delaware Drive,Corwin Group,Large,05/06/2021,04/06/2023,24,14,100,520,52000,04/06/2023
38000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/03/2021
76000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/04/2021
114000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/05/2021
152000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/06/2021
190000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/07/2021
228000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/08/2021
266000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/09/2021
304000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/10/2021
342000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/11/2021
380000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/12/2021
418000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/01/2022
456000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/02/2022
494000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/03/2022
532000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/04/2022
570000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/05/2022
608000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/06/2022
646000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/07/2022
684000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/08/2022
722000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/09/2022
760000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/10/2022
798000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/11/2022
836000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/12/2022
874000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/01/2023
912000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/02/2023
950000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/03/2023
988000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/04/2023
1026000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/05/2023
1064000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/06/2023
1102000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/07/2023
1140000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/08/2023
1178000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/09/2023
1216000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/10/2023
1254000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/11/2023
1292000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/12/2023
1330000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/01/2024
1368000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,18/02/2024
1406000,19,United Kingdom,Newcastle,5468 Canary Park,Franecki LLC,Large,18/03/2021,17/03/2024,36,23,100,380,38000,17/03/2024
8600,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/02/2021
17200,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/03/2021
25800,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/04/2021
34400,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/05/2021
43000,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/06/2021
51600,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/07/2021
60200,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/08/2021
68800,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/09/2021
77400,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/10/2021
86000,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/11/2021
94600,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/12/2021
103200,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/01/2022
111800,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/02/2022
120400,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/03/2022
129000,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/04/2022
137600,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/05/2022
146200,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/06/2022
154800,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/07/2022
163400,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/08/2022
172000,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/09/2022
180600,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/10/2022
189200,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/11/2022
197800,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/12/2022
206400,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,06/01/2023
215000,2,United Kingdom,Manchester,3 Graceland Lane,Nolan-Oberbrunner,Small,06/02/2021,05/02/2023,24,10,20,430,8600,05/02/2023
19000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/05/2021
38000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/06/2021
57000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/07/2021
76000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/08/2021
95000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/09/2021
114000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/10/2021
133000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/11/2021
152000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/12/2021
171000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/01/2022
190000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/02/2022
209000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/03/2022
228000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/04/2022
247000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/05/2022
266000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/06/2022
285000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/07/2022
304000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/08/2022
323000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/09/2022
342000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/10/2022
361000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/11/2022
380000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/12/2022
399000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/01/2023
418000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/02/2023
437000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/03/2023
456000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/04/2023
475000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/05/2023
494000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/06/2023
513000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/07/2023
532000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/08/2023
551000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/09/2023
570000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/10/2023
589000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/11/2023
608000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/12/2023
627000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/01/2024
646000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/02/2024
665000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/03/2024
684000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,21/04/2024
703000,20,United Kingdom,Newcastle,277 Orin Lane,Dietrich-Hagenes,Medium,21/05/2021,20/05/2024,36,25,50,380,19000,20/05/2024
38000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/07/2021
76000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/08/2021
114000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/09/2021
152000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/10/2021
190000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/11/2021
228000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/12/2021
266000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/01/2022
304000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/02/2022
342000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/03/2022
380000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/04/2022
418000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/05/2022
456000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/06/2022
494000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/07/2022
532000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/08/2022
570000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/09/2022
608000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/10/2022
646000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/11/2022
684000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/12/2022
722000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/01/2023
760000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/02/2023
798000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/03/2023
836000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/04/2023
874000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/05/2023
912000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/06/2023
950000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/07/2023
988000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/08/2023
1026000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/09/2023
1064000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/10/2023
1102000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/11/2023
1140000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/12/2023
1178000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/01/2024
1216000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/02/2024
1254000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/03/2024
1292000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/04/2024
1330000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/05/2024
1368000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/06/2024
1406000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/07/2024
1444000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/08/2024
1482000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/09/2024
1520000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/10/2024
1558000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/11/2024
1596000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/12/2024
1634000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/01/2025
1672000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/02/2025
1710000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/03/2025
1748000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/04/2025
1786000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/05/2025
1824000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/06/2025
1862000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/07/2025
1900000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/08/2025
1938000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/09/2025
1976000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/10/2025
2014000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/11/2025
2052000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/12/2025
2090000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/01/2026
2128000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/02/2026
2166000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/03/2026
2204000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/04/2026
2242000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/05/2026
