Series,Week,Couple,Scores,Dance,Music,Result,Film,Broadway musical,Musical,Country,CelebratingBBC
12,Week 7,Judy & Anton,"18 (3, 5, 5, 5)",Paso doble,"""I Fought the Law"" —The Clash",Safe,,,,,
12,Week 7,Sunetra & Brendan,"31 (7, 8, 8, 8)",Foxtrot,"""All of Me"" —John Legend",Safe,,,,,
12,Week 7,Alison & Aljaž,"27 (6, 7, 7, 7)",Charleston,"""Friend Like Me"" —fromAladdin",Eliminated,,,,,
12,Week 7,Mark & Karen,"31 (7, 8, 8, 8)",Waltz,"""Weekend in New England"" —Barry Manilow",Safe,,,,,
12,Week 7,Frankie & Kevin,"32 (7, 8, 9, 8)",Samba,"""La Bamba"" —Connie Francis",Safe,,,,,
12,Week 7,Pixie & Trent,"36 (9, 10, 8, 9)",Foxtrot,"""When I'm Sixty-Four"" —The Beatles",Safe,,,,,
12,Week 7,Steve & Ola,"28 (6, 8, 7, 7)",Paso doble,"""Use Somebody"" —Kings of Leon",Safe,,,,,
12,Week 8: Blackpool Week,Couple,Scores[43],Dance,Music[44],Result[45],,,,,
12,Week 8: Blackpool Week,Frankie & Kevin,"37 (8, 9, 10, 10)",Quickstep,"""Town Called Malice"" —The Jam",Safe,,,,,
12,Week 8: Blackpool Week,Jake & Janette,"36 (9, 9, 9, 9)",American Smooth,"""Feeling Good"" —Michael Bublé",Safe,,,,,
12,Week 8: Blackpool Week,Sunetra & Brendan,"30 (6, 8, 8, 8)",Samba,"""I Don't Feel Like Dancin'"" —Scissor Sisters",Bottom two,,,,,
12,Week 8: Blackpool Week,Simon & Kristina,"38 (8, 10, 10, 10)",Argentine tango,"""El Tango de Roxanne"" —fromMoulin Rouge!",Safe,,,,,
12,Week 8: Blackpool Week,Judy & Anton,"24 (4, 6, 7, 7)",Viennese waltz,"""Let's Go Fly a Kite"" —fromMary Poppins",Eliminated,,,,,
12,Week 8: Blackpool Week,Mark & Karen,"36 (9, 9, 9, 9)",Charleston,"""We No Speak Americano"" —Yolanda Be Cool&DCUP",Safe,,,,,
12,Week 8: Blackpool Week,Pixie & Trent,"38 (9, 9, 10, 10)",Paso doble,"""The Eve of the War"" —Jeff Wayne",Safe,,,,,
12,Week 8: Blackpool Week,Steve & Ola,"31 (7, 8, 8, 8)",American Smooth,"""Rolling in the Deep"" —Adele",Safe,,,,,
12,Week 8: Blackpool Week,Caroline & Pasha,"37 (9, 9, 9, 10)",Jive,"""Crocodile Rock"" —Elton John",Safe,,,,,
12,Week 9,Couple,Scores,Dance,Music,Result,,,,,
12,Week 9,Steve & Ola,"23 (4, 7, 6, 6)",Jive,"""Little Bitty Pretty One"" —Frankie Lymon",Eliminated,,,,,
12,Week 9,Caroline & Pasha,"33 (7, 8, 9, 9)",American Smooth,"""Mack the Knife"" —Robbie Williams",Safe,,,,,
12,Week 9,Pixie & Trent,"37 (9, 9, 9, 10)",Charleston,"""Sparkling Diamonds"" —fromMoulin Rouge!",Safe,,,,,
12,Week 9,Mark & Karen,"32 (8, 8, 8, 8)",Tango,"""Love Runs Out"" —OneRepublic",Safe,,,,,
12,Week 9,Frankie & Kevin,"38 (9, 9, 10, 10)",Viennese waltz,"""What's New Pussycat?"" —Tom Jones",Safe,,,,,
12,Week 9,Jake & Janette,"38 (9, 10, 10, 9)",Samba,"""Macarena"" —Los del Río",Safe,,,,,
12,Week 9,Sunetra & Brendan,"30 (7, 7, 8, 8)",Waltz,"""Last Request"" —Paolo Nutini",Bottom two,,,,,
12,Week 9,Simon & Kristina,"36 (9, 9, 9, 9)",Salsa,"""Let's Hear It for the Boy"" —Deniece Williams",Safe,,,,,
12,"Week 10: ""Around the World"" Week",Couple,Scores,Dance,Music,Result,,,,Country,
12,"Week 10: ""Around the World"" Week",Pixie & Trent,"38 (9, 9, 10, 10)",Viennese waltz,"""Tulips from Amsterdam"" —Max Bygraves",Safe,,,,Netherlands,
12,"Week 10: ""Around the World"" Week",Mark & Karen,"32 (7, 8, 9, 8)",Salsa,"""Viva Las Vegas"" —Elvis Presley",Bottom two,,,,United States,
12,"Week 10: ""Around the World"" Week",Sunetra & Brendan,"27 (5, 7, 8, 7)",Rumba,"""The Girl from Ipanema"" —Michael Bolton",Eliminated,,,,Brazil,
12,"Week 10: ""Around the World"" Week",Caroline & Pasha,"39 (9, 10, 10, 10)",Charleston,"""Istanbul (Not Constantinople)"" —They Might Be Giants",Safe,,,,Turkey,
12,"Week 10: ""Around the World"" Week",Simon & Kristina,"38 (9, 10, 10, 9)",Waltz,"""Edelweiss"" —fromThe Sound of Music",Safe,,,,Austria,
12,"Week 10: ""Around the World"" Week",Frankie & Kevin,"36 (9, 9, 9, 9)",Jive,"""Surfin' U.S.A."" —The Beach Boys",Safe,,,,United States,
12,"Week 10: ""Around the World"" Week",Jake & Janette,"29 (5, 8, 8, 8)",Argentine tango,"""Zorbas"" —Mikis Theodorakis",Safe,,,,Greece,
12,Week 11: Quarter-final,Couple,Scores,Dance,Music,Result,,,,,
12,Week 11: Quarter-final,Simon & Kristina,"35 (8, 9, 9, 9)",American Smooth,"""Heartache Tonight"" —Michael Bublé",Bottom two,,,,,
12,Week 11: Quarter-final,Caroline & Pasha,"39 (9, 10, 10, 10)",Argentine tango,"""La cumparsita"" —Gerardo Matos Rodríguez",Safe,,,,,
12,Week 11: Quarter-final,Pixie & Trent,"35 (9, 9, 8, 9)",Cha-cha-cha,"""Love Shack"" —The B-52's",Eliminated,,,,,
12,Week 11: Quarter-final,Mark & Karen,"35 (8, 9, 9, 9)",Foxtrot,"""L-O-V-E"" —Nat King Cole",Safe,,,,,
12,Week 11: Quarter-final,Jake & Janette,"38 (9, 9, 10, 10)",Charleston,"""Entrance of the Gladiators"" —Julius Fučík",Safe,,,,,
12,Week 11: Quarter-final,Frankie & Kevin,"34 (8, 9, 8, 9)",Salsa,"""Work(FreemasonsRemix)"" —Kelly Rowland",Safe,,,,,
12,Week 11: Quarter-final,Jake & Janette,1,Waltz-a-thon(Waltz Marathon),"""The Last Waltz"" —Engelbert Humperdinck",,,,,,
12,Week 11: Quarter-final,Mark & Karen,2,Waltz-a-thon(Waltz Marathon),"""The Last Waltz"" —Engelbert Humperdinck",,,,,,
12,Week 11: Quarter-final,Caroline & Pasha,3,Waltz-a-thon(Waltz Marathon),"""The Last Waltz"" —Engelbert Humperdinck",,,,,,
12,Week 11: Quarter-final,Simon & Kristina,4,Waltz-a-thon(Waltz Marathon),"""The Last Waltz"" —Engelbert Humperdinck",,,,,,
12,Week 11: Quarter-final,Frankie & Kevin,5,Waltz-a-thon(Waltz Marathon),"""The Last Waltz"" —Engelbert Humperdinck",,,,,,
12,Week 11: Quarter-final,Pixie & Trent,6,Waltz-a-thon(Waltz Marathon),"""The Last Waltz"" —Engelbert Humperdinck",,,,,,
12,Week 12: Semi-final,Couple,Scores,Dance,Music,Result,,,,,
12,Week 12: Semi-final,Jake & Janette,"30 (6, 8, 8, 8)",Cha-cha-cha,"""Boogie Shoes"" —KC and the Sunshine Band",Eliminated,,,,,
12,Week 12: Semi-final,Jake & Janette,"31 (7, 8, 8, 8)",Viennese waltz,"""When a Man Loves a Woman"" —Percy Sledge",Eliminated,,,,,
12,Week 12: Semi-final,Frankie & Kevin,"34 (7, 8, 9, 10)",Rumba,"""Somewhere Only We Know"" —Lily Allen",Safe,,,,,
12,Week 12: Semi-final,Frankie & Kevin,"38 (9, 9, 10, 10)",Argentine tango,"""The 5th"" —David Garrett",Safe,,,,,
12,Week 12: Semi-final,Mark & Karen,"33 (8, 8, 9, 8)",Viennese waltz,"""I Got You Babe"" —Sonny & Cher",Bottom two,,,,,
12,Week 12: Semi-final,Mark & Karen,"33 (9, 8, 8, 8)",Rumba,"""Fields of Gold"" —Eva Cassidy",Bottom two,,,,,
12,Week 12: Semi-final,Simon & Kristina,"30 (6, 9, 8, 7)",Samba,"""I Like to Move It"" —Reel 2 Real",Safe,,,,,
12,Week 12: Semi-final,Simon & Kristina,"38 (9, 10, 10, 9)",Foxtrot,"""My Guy"" —Mary Wells",Safe,,,,,
12,Week 12: Semi-final,Caroline & Pasha,"35 (8, 9, 9, 9)",Foxtrot,"""Diamonds"" —Josef Salvat",Safe,,,,,
12,Week 12: Semi-final,Caroline & Pasha,"40 (10, 10, 10, 10)",Salsa,"""María"" —Ricky Martin",Safe,,,,,
12,Week 13: Final,Couple,Scores,Dance,Music,Result,,,,,
12,Week 13: Final,Frankie & Kevin,"39 (9, 10, 10, 10)",Samba,"""La Bamba"" —Connie Francis",Safe,,,,,
12,Week 13: Final,Frankie & Kevin,"38 (9, 9, 10, 10)",Showdance,"""Get Happy"" —Judy Garland",Safe,,,,,
12,Week 13: Final,Mark & Karen,"35 (8, 9, 9, 9)",Cha-cha-cha,"""I'm Your Man"" —Wham!",Eliminated,,,,,
12,Week 13: Final,Mark & Karen,"35 (8, 9, 9, 9)",Showdance,"""Don't Stop Me Now"" —Queen",Eliminated,,,,,
12,Week 13: Final,Caroline & Pasha,"40 (10, 10, 10, 10)",Cha-cha-cha,"""Can You Feel It"" —The Jacksons",Safe,,,,,
12,Week 13: Final,Caroline & Pasha,"40 (10, 10, 10, 10)",Showdance,"""Angels"" —Beverley Knight",Safe,,,,,
12,Week 13: Final,Simon & Kristina,"39 (9, 10, 10, 10)",Charleston,"""My Old Man (Said Follow the Van)"" —Kenny Ball",Safe,,,,,
12,Week 13: Final,Simon & Kristina,"39 (9, 10, 10, 10)",Showdance,"""A Little Less Conversation"" —Elvis Presley",Safe,,,,,
12,Week 13: Final,Couple,Scores,Dance,Music,Result,,,,,
12,Week 13: Final,Frankie & Kevin,"39 (9, 10, 10, 10)",Paso doble,"""America"" —fromWest Side Story",Runners-up,,,,,
12,Week 13: Final,Caroline & Pasha,"40 (10, 10, 10, 10)",Charleston,"""Istanbul (Not Constantinople)"" —They Might Be Giants",Winners,,,,,
12,Week 13: Final,Simon & Kristina,"40 (10, 10, 10, 10)",Argentine tango,"""El Tango de Roxanne"" —fromMoulin Rouge!",Runners-up,,,,,
13,Week 1,Couple,Scores[6],Dance,Music[7],,,,,,
13,Week 1,Kellie & Kevin,"27 (6, 7, 7, 7)",Tango,"""You Really Got Me"" —The Kinks",,,,,,
13,Week 1,Anthony & Oti,"21 (4, 5, 6, 6)",Jive,"""Wake Me Up Before You Go-Go"" —Wham!",,,,,,
13,Week 1,Helen & Aljaž,"29 (7, 7, 7, 8)",Waltz,"""With You I'm Born Again"" —Billy Preston&Syreeta Wright",,,,,,
13,Week 1,Carol & Pasha,"16 (2, 5, 5, 4)",Cha-cha-cha,"""Thunder in My Heart"" —Leo Sayer",,,,,,
13,Week 1,Daniel & Kristina,"24 (4, 6, 7, 7)",Waltz,"""When Irish Eyes Are Smiling"" —Bing Crosby",,,,,,
13,Week 1,Anita & Gleb,"27 (6, 7, 7, 7)",Cha-cha-cha,"""Rather Be"" —Clean Bandit, feat.Jess Glynne",,,,,,
13,Week 1,Couple,Scores[8],Dance,Music[7],,,,,,
13,Week 1,Jay & Aliona,"27 (5, 8, 7, 7)",Cha-cha-cha,"""Reach Out, I'll Be There"" —Human Nature",,,,,,
13,Week 1,Kirsty & Brendan,"20 (4, 5, 6, 5)",Waltz,"""Vincent"" —Don McLean",,,,,,
13,Week 1,Jeremy & Karen,"19 (2, 6, 6, 5)",Cha-cha-cha,"""September"" —Earth, Wind & Fire",,,,,,
13,Week 1,Georgia & Giovanni,"27 (6, 7, 7, 7)",Jive,"""Dear Future Husband"" —Meghan Trainor",,,,,,
13,Week 1,Ainsley & Natalie,"20 (4, 5, 6, 5)",Tango,"""Voulez-Vous"" —ABBA",,,,,,
13,Week 1,Katie & Anton,"26 (6, 6, 7, 7)",Jive,"""Roll Over Beethoven"" —Chuck Berry",,,,,,
13,Week 1,Iwan & Ola,"17 (3, 5, 5, 4)",Tango,"""Keep on Running"" —The Spencer Davis Group",,,,,,
13,Week 1,Jamelia & Tristan,"21 (4, 6, 6, 5)",Waltz,"""Do Right Woman, Do Right Man"" —Aretha Franklin",,,,,,
13,Week 1,Peter & Janette,"30 (7, 8, 8, 7)",Cha-cha-cha,"""Ain't No Other Man"" —Christina Aguilera",,,,,,
13,Week 2,Couple,Scores[9],Dance,Music[10],Result[11],,,,,
13,Week 2,Jamelia & Tristan,"21 (4, 6, 5, 6)",Cha-cha-cha,"""Don't Cha"" —The Pussycat Dolls",Bottom two,,,,,
13,Week 2,Daniel & Kristina,"23 (5, 6, 6, 6)",Charleston,"""Let's Misbehave"" —Cole Porter",Safe,,,,,
13,Week 2,Kirsty & Brendan,"20 (5, 5, 5, 5)",Salsa,"""Can't Touch It"" —Ricki-Lee",Safe,,,,,
13,Week 2,Jay & Aliona,"31 (7, 8, 8, 8)",Waltz,"""See the Day"" —Dee C. Lee",Safe,,,,,
13,Week 2,Iwan & Ola,"13 (2, 4, 4, 3)",Cha-cha-cha,"""Sexy and I Know It"" —LMFAO",Eliminated,,,,,
13,Week 2,Georgia & Giovanni,"25 (6, 6, 6, 7)",Waltz,"""Georgia on My Mind"" —Ray Charles",Safe,,,,,
13,Week 2,Ainsley & Natalie,"26 (6, 7, 7, 6)",Salsa,"""Don't Touch My Tomatoes"" —Josephine Baker",Safe,,,,,
13,Week 2,Carol & Pasha,"20 (4, 6, 5, 5)",Foxtrot,"""It's a Lovely Day Today"" —Irving Berlin",Safe,,,,,
13,Week 2,Kellie & Kevin,"27 (6, 7, 7, 7)",Cha-cha-cha,"""Don't Go Breaking My Heart"" —Elton John&Kiki Dee",Safe,,,,,
13,Week 2,Anthony & Oti,"19 (4, 5, 5, 5)",Waltz,"""If You Don't Know Me by Now"" —Simply Red",Safe,,,,,
13,Week 2,Anita & Gleb,"27 (7, 8, 6, 6)",Charleston,"""Pencil Full of Lead"" —Paolo Nutini",Safe,,,,,
13,Week 2,Jeremy & Karen,"17 (3, 5, 5, 4)",American Smooth,"""Happy Together"" —The Turtles",Safe,,,,,
13,Week 2,Katie & Anton,"28 (7, 7, 7, 7)",Tango,"""Telephone"" — Martynas Levickis",Safe,,,,,
13,Week 2,Peter & Janette,"30 (7, 8, 7, 8)",Quickstep,"""Valerie"" —Mark Ronson, feat.Amy Winehouse",Safe,,,,,
13,Week 2,Helen & Aljaž,"29 (7, 7, 7, 8)",Cha-cha-cha,"""Uptown Girl"" —Billy Joel",Safe,,,,,
13,Week 3: Movie Week,Couple,Scores,Dance,Music[12],Result[13],Film,,,,
13,Week 3: Movie Week,Carol & Pasha,"17 (3, 5, 5, 4)",Quickstep,"""I'm Gonna Wash That Man Right Outa My Hair""",Safe,South Pacific,,,,
13,Week 3: Movie Week,Anthony & Oti,"19 (4, 6, 5, 4)",Paso doble,"""Eye of the Tiger""",Eliminated,Rocky III,,,,
13,Week 3: Movie Week,Katie & Anton,"20 (4, 6, 5, 5)",Cha-cha-cha,"""Oh, Pretty Woman""",Safe,Pretty Woman,,,,
13,Week 3: Movie Week,Kellie & Kevin,"32 (8, 8, 8, 8)",Charleston,"""Cantina Band""",Safe,Star Wars,,,,
13,Week 3: Movie Week,Ainsley & Natalie,"20 (3, 6, 6, 5)",Cha-cha-cha,"""Boogie Wonderland""",Bottom two,Happy Feet,,,,
13,Week 3: Movie Week,Georgia & Giovanni,"27 (7, 7, 6, 7)",Rumba,"""Writing's on the Wall""",Safe,Spectre,,,,
13,Week 3: Movie Week,Helen & Aljaž,"32 (8, 8, 8, 8)",Foxtrot,"""I Wanna Be Loved by You""",Safe,Some Like It Hot,,,,
13,Week 3: Movie Week,Daniel & Kristina,"21 (4, 6, 6, 5)",Cha-cha-cha,"""Summer Nights""",Safe,Grease,,,,
13,Week 3: Movie Week,Kirsty & Brendan,"23 (5, 6, 6, 6)",American Smooth,"""He's a Tramp""",Safe,Lady and the Tramp,,,,
13,Week 3: Movie Week,Peter & Janette,"28 (7, 7, 7, 7)",Paso doble,"""He's a Pirate""",Safe,Pirates of the Caribbean:The Curse of the Black Pearl,,,,
13,Week 3: Movie Week,Jamelia & Tristan,"25 (6, 7, 6, 6)",Salsa,"""Heaven Must Be Missing an Angel""",Safe,Charlie's Angels,,,,
13,Week 3: Movie Week,Jeremy & Karen,"24 (3, 7, 7, 7)",Charleston,"""Top Hat, White Tie and Tails""",Safe,Top Hat,,,,
13,Week 3: Movie Week,Anita & Gleb,"29 (6, 8, 8, 7)",American Smooth,"""Unchained Melody""",Safe,Ghost,,,,
13,Week 3: Movie Week,Jay & Aliona,"37 (9, 9, 9, 10)",Jive,"""You Never Can Tell"" & ""Misirlou""",Safe,Pulp Fiction,,,,
13,Week 4,Couple,Scores,Dance,Music[15],Result,,,,,
13,Week 4,Anita & Gleb,"27 (6, 7, 7, 7)",Samba,"""Hips Don't Lie"" —Shakira",Safe,,,,,
13,Week 4,Daniel & Kristina,"23 (5, 6, 6, 6)",American Smooth,"""Fly Me to the Moon"" —Frank Sinatra",Eliminated,,,,,
13,Week 4,Kirsty & Brendan,"21 (4, 6, 6, 5)",Paso doble,"""Beautiful Day"" —U2",Bottom two,,,,,
13,Week 4,Georgia & Giovanni,"31 (7, 7, 9, 8)",Quickstep,"""Reach"" —S Club 7",Safe,,,,,
13,Week 4,Jeremy & Karen,"20 (3, 6, 6, 5)",Jive,"""Splish Splash"" —Bobby Darin",Safe,,,,,
13,Week 4,Kellie & Kevin,"32 (8, 8, 8, 8)",Foxtrot,"""Dream a Little Dream of Me"" —Mama Cass",Safe,,,,,
13,Week 4,Jamelia & Tristan,"32 (8, 8, 8, 8)",Charleston,"""Straight Up"" —Scott Bradlee's Postmodern Jukebox",Safe,,,,,
13,Week 4,Jay & Aliona,"25 (5, 7, 6, 7)",Quickstep,"""My Generation"" —The Who",Safe,,,,,
13,Week 4,Carol & Pasha,"22 (5, 6, 6, 5)",Paso doble,"""España cañí"" —Pascual Marquina Narro",Safe,,,,,
13,Week 4,Ainsley & Natalie,"26 (6, 7, 7, 6)",Waltz,"""What a Wonderful World"" —Louis Armstrong",Safe,,,,,
13,Week 4,Helen & Aljaž,"32 (8, 8, 8, 8)",Salsa,"""Dr. Beat"" —Miami Sound Machine",Safe,,,,,
13,Week 4,Peter & Janette,"32 (8, 8, 8, 8)",Tango,"""Blue Monday"" —New Order",Safe,,,,,
13,Week 4,Katie & Anton,"33 (8, 9, 8, 8)",Viennese waltz,"""If I Can Dream"" —Elvis Presley",Safe,,,,,
13,Week 5,Couple,Scores,Dance,Music[17],Result,,,,,
13,Week 5,Georgia & Giovanni,"31 (7, 8, 8, 8)",Salsa,"""You Make Me Feel (Mighty Real)"" —Sylvester",Safe,,,,,
13,Week 5,Carol & Pasha,"21 (4, 6, 6, 5)",Viennese waltz,"""I've Been Loving You Too Long"" —Seal",Safe,,,,,
13,Week 5,Anita & Gleb,"32 (8, 8, 8, 8)",Tango,"""Sweet Disposition"" —The Temper Trap",Safe,,,,,
13,Week 5,Peter & Janette,"29 (7, 7, 8, 7)",Rumba,"""Thinking Out Loud"" —Ed Sheeran",Safe,,,,,
13,Week 5,Kirsty & Brendan,"29 (7, 7, 8, 7)",Viennese waltz,"""This Year's Love"" —David Gray",Safe,,,,,
13,Week 5,Ainsley & Natalie,"21 (4, 6, 6, 5)",Jive,"""Shake, Rattle and Roll"" —Bill Haley & His Comets",Eliminated,,,,,
13,Week 5,Jamelia & Tristan,"26 (5, 7, 7, 7)",Foxtrot,"""Because You Loved Me"" —Celine Dion",Bottom two,,,,,
13,Week 5,Katie & Anton,"21 (4, 6, 6, 5)",Salsa,"""It Had Better Be Tonight"" —Michael Bublé",Safe,,,,,
13,Week 5,Jeremy & Karen,"18 (3, 5, 6, 4)",Waltz,"""She"" —Elvis Costello",Safe,,,,,
13,Week 5,Helen & Aljaž,"35 (9, 9, 8, 9)",Quickstep,"""You Can't Hurry Love"" —The Supremes",Safe,,,,,
13,Week 5,Jay & Aliona,"33 (8, 9, 8, 8)",Paso doble,"""It's My Life"" —Bon Jovi",Safe,,,,,
13,Week 5,Kellie & Kevin,"35 (8, 9, 9, 9)",Jive,"""One Way or Another (Teenage Kicks)"" —One Direction",Safe,,,,,
13,Week 6: Halloween Week,Couple,Scores,Dance,Music[19],Result,,,,,
13,Week 6: Halloween Week,Katie & Anton,"21 (4, 6, 6, 5)",Paso doble,"""The Phantom of the Opera"" —fromThe Phantom of the Opera",Safe,,,,,
13,Week 6: Halloween Week,Kirsty & Brendan,"17 (3, 5, 5, 4)",Charleston,"""Bad Romance"" —Scott Bradlee's Postmodern Jukebox",Eliminated,,,,,
13,Week 6: Halloween Week,Jeremy & Karen,"22 (4, 6, 6, 6)",Salsa,"""Thriller"" —Michael Jackson",Safe,,,,,
13,Week 6: Halloween Week,Anita & Gleb,"29 (6, 8, 8, 7)",Waltz,"""Once Upon a Dream"" —Lana Del Rey",Safe,,,,,
13,Week 6: Halloween Week,Jamelia & Tristan,"26 (6, 6, 7, 7)",Jive,"""Time Warp"" —fromThe Rocky Horror Picture Show",Bottom two,,,,,
13,Week 6: Halloween Week,Jay & Aliona,"34 (8, 9, 8, 9)",American Smooth,"""Li'l Red Riding Hood"" —Sam the Sham & The Pharaohs",Safe,,,,,
13,Week 6: Halloween Week,Kellie & Kevin,"28 (7, 7, 7, 7)",Paso doble,"""Hedwig's Theme"" —John Williams& ""School's Out"" —Alice Cooper",Safe,,,,,
13,Week 6: Halloween Week,Carol & Pasha,"13 (2, 4, 4, 3)",Rumba,"""I Think I Love You"" —The Partridge Family",Safe,,,,,
13,Week 6: Halloween Week,Georgia & Giovanni,"35 (8, 9, 9, 9)",Tango,"""Ghostbusters"" —Ray Parker Jr.",Safe,,,,,
13,Week 6: Halloween Week,Peter & Janette,"28 (7, 7, 7, 7)",Foxtrot,"""Ghost"" —Ella Henderson",Safe,,,,,
13,Week 6: Halloween Week,Helen & Aljaž,"34 (8, 9, 8, 9)",Samba,"""Take Your Mama"" —Scissor Sisters",Safe,,,,,
13,Week 7,Couple,Scores,Dance,Music[21],Result,,,,,
13,Week 7,Peter & Janette,"38 (9, 10, 10, 9)",Charleston,"""Do Your Thing"" —Basement Jaxx",Safe,,,,,
13,Week 7,Jamelia & Tristan,"28 (7, 7, 7, 7)",Viennese waltz,"""Trouble"" —Ray LaMontagne",Safe,,,,,
13,Week 7,Carol & Pasha,"17 (3, 5, 5, 4)",American Smooth,"""Man! I Feel Like a Woman!"" —Shania Twain",Eliminated,,,,,
13,Week 7,Helen & Aljaž,"31 (8, 8, 7, 8)",Rumba,"""Hello"" —Adele",Safe,,,,,
13,Week 7,Jay & Aliona,"34 (8, 9, 8, 9)",Argentine tango,"""Diferente"" —Gotan Project",Safe,,,,,
13,Week 7,Katie & Anton,"26 (6, 7, 7, 6)",Quickstep,"""42nd Street"" —from42nd Street",Safe,,,,,
13,Week 7,Anita & Gleb,"34 (8, 8, 9, 9)",Jive,"""The Boy Does Nothing"" —Alesha Dixon",Safe,,,,,
13,Week 7,Kellie & Kevin,"32 (8, 8, 8, 8)",Waltz,"""Love Ain't Here Anymore"" —Take That",Bottom two,,,,,
13,Week 7,Jeremy & Karen,"21 (4, 6, 6, 5)",Tango,"""Go West"" —Village People",Safe,,,,,
13,Week 7,Georgia & Giovanni,"35 (8, 9, 9, 9)",Samba,"""Volare"" —Gipsy Kings",Safe,,,,,
13,Week 8,Couple,Scores,Dance,Music[23],Result,,,,,
13,Week 8,Anita & Gleb,"32 (8, 8, 8, 8)",Quickstep,"""Don't Get Me Wrong"" —The Pretenders",Safe,,,,,
13,Week 8,Jay & Aliona,"30 (6, 8, 8, 8)",Foxtrot,"""Lay Me Down"" —Sam Smith",Safe,,,,,
13,Week 8,Jamelia & Tristan,"26 (5, 7, 7, 7)",Samba,"""A Little Respect"" —Erasure",Bottom two,,,,,
13,Week 8,Helen & Aljaž,"34 (8, 9, 8, 9)",Tango,"""Hold Back the River"" —James Bay",Safe,,,,,
13,Week 8,Katie & Anton,"31 (7, 8, 8, 8)",Rumba,"""Never, Never, Never"" —Shirley Bassey",Safe,,,,,
13,Week 8,Kellie & Kevin,"33 (9, 8, 7, 9)",Samba,"""Boom! Shake the Room"" —DJ Jazzy Jeff & The Fresh Prince",Safe,,,,,
13,Week 8,Peter & Janette,"34 (8, 9, 8, 9)",Viennese waltz,"""You're My World"" —Cilla Black",Safe,,,,,
13,Week 8,Georgia & Giovanni,"39 (9, 10, 10, 10)",Charleston,"""Hot Honey Rag"" —fromChicago",Safe,,,,,
13,Week 8,Jeremy & Karen,"21 (4, 6, 6, 5)",Quickstep,"""Going Underground"" —The Jam",Eliminated,,,,,
13,Week 9: Blackpool Week,Couple,Scores,Dance,Music,Result,,,,,
13,Week 9: Blackpool Week,Jay & Aliona,"36 (9, 9, 9, 9)",Salsa,"""Cuba"" —Gibson Brothers",Safe,,,,,
13,Week 9: Blackpool Week,Jamelia & Tristan,"31 (7, 8, 8, 8)",Quickstep,"""I'm a Believer"" —The Monkees",Eliminated,,,,,
13,Week 9: Blackpool Week,Anita & Gleb,"37 (9, 10, 9, 9)",Paso doble,"""Malagueña"" —Connie Francis",Safe,,,,,
13,Week 9: Blackpool Week,Katie & Anton,"35 (8, 9, 9, 9)",American Smooth,"""Ain't That a Kick in the Head?"" —Dean Martin",Safe,,,,,
13,Week 9: Blackpool Week,Peter & Janette,"29 (6, 7, 8, 8)",Jive,"""River Deep, Mountain High"" —Ike & Tina Turner",Bottom two,,,,,
13,Week 9: Blackpool Week,Georgia & Giovanni,"38 (9, 9, 10, 10)",American Smooth,"""I Have Nothing"" —Whitney Houston",Safe,,,,,
13,Week 9: Blackpool Week,Helen & Aljaž,"34 (8, 9, 8, 9)",Charleston,"""Anything Goes"" —fromAnything Goes",Safe,,,,,
13,Week 9: Blackpool Week,Kellie & Kevin,"37 (9, 9, 9, 10)",Quickstep,"""9 to 5"" —Dolly Parton",Safe,,,,,
13,Week 10,Couple,Scores,Dance,Music,Result,,,,,
13,Week 10,Kellie & Kevin,"34 (8, 8, 9, 9)",Salsa,"""I Want You Back"" —The Jackson 5",Bottom two,,,,,
13,Week 10,Katie & Anton,"32 (7, 8, 8, 9)",Argentine tango,"""Libertango"" —Bond",Safe,,,,,
13,Week 10,Helen & Aljaž,"39 (9, 10, 10, 10)",Viennese waltz,"""At Last"" —Etta James",Safe,,,,,
13,Week 10,Jay & Aliona,"38 (9, 10, 9, 10)",Tango,"""When Doves Cry"" —Prince",Safe,,,,,
13,Week 10,Peter & Janette,"31 (7, 8, 8, 8)",American Smooth,"""I Get the Sweetest Feeling"" —Jackie Wilson",Eliminated,,,,,
13,Week 10,Anita & Gleb,"31 (7, 8, 7, 9)",Rumba,"""Read All About It, Pt. III"" —Emeli Sandé",Safe,,,,,
13,Week 10,Georgia & Giovanni,"33 (8, 8, 8, 9)",Paso doble,"""The Final Countdown"" —Europe",Safe,,,,,
13,Week 10,Peter & Janette,1,Quickstep-a-thon(Quickstep Marathon),"""Sing Sing Sing""—The Andrews Sisters",,,,,,
13,Week 10,Kellie & Kevin,2,Quickstep-a-thon(Quickstep Marathon),"""Sing Sing Sing""—The Andrews Sisters",,,,,,
13,Week 10,Jay & Aliona,3,Quickstep-a-thon(Quickstep Marathon),"""Sing Sing Sing""—The Andrews Sisters",,,,,,
13,Week 10,Anita & Gleb,4,Quickstep-a-thon(Quickstep Marathon),"""Sing Sing Sing""—The Andrews Sisters",,,,,,
13,Week 10,Katie & Anton,5,Quickstep-a-thon(Quickstep Marathon),"""Sing Sing Sing""—The Andrews Sisters",,,,,,
13,Week 10,Georgia & Giovanni,6,Quickstep-a-thon(Quickstep Marathon),"""Sing Sing Sing""—The Andrews Sisters",,,,,,
13,Week 10,Helen & Aljaž,7,Quickstep-a-thon(Quickstep Marathon),"""Sing Sing Sing""—The Andrews Sisters",,,,,,
