Session #,Customer ID,Song Order,Date,Artist,Song
280,509ec8,14,28/01/2021 14:36:00,The Weather Girls,It’s Raining Men
77,a18ee9,1,02/01/2021 03:00:00,A-Ha,Take On Me
287,9e17fe,1,30/01/2021 05:00:00,Queen,Don’t Stop Me Now
287,9e17fe,2,30/01/2021 05:03:00,Queen,We Will Rock You
287,9e17fe,3,30/01/2021 05:06:00,Beyonce,Single Ladies (Put A Ring On It)
287,9e17fe,4,30/01/2021 05:09:00,Will Smith,The Fresh Prince Of Bel Air
287,9e17fe,5,30/01/2021 05:11:00,Wheatus,Teenage Dirtbag
287,9e17fe,6,30/01/2021 05:14:00,Kesha,This Is Me (Greatest Showman)
287,9e17fe,7,30/01/2021 05:17:00,The Greatest Showman,A Million Dreams
287,9e17fe,8,30/01/2021 05:20:00,Little Mix,Shout Out To My Ex
287,9e17fe,9,30/01/2021 05:23:00,Anne-Marie,2002
287,9e17fe,10,30/01/2021 05:26:00,Dirty Dancing,The Time Of My Life
287,9e17fe,11,30/01/2021 05:29:00,The Little Mermaid,Under The Sea
287,9e17fe,12,30/01/2021 05:31:00,The Pogues,Fairytale Of New York
287,9e17fe,13,30/01/2021 05:33:00,Britney Spears,Baby One More Time
287,9e17fe,14,30/01/2021 05:35:00,Destiny’s Child,Say My Name
13,cdda70,1,24/12/2020 04:00:00,Shania Twain,Man! I Feel Like A Woman
13,cdda70,2,24/12/2020 04:03:00,Mariah Carey,All I Want For Christmas Is You
13,cdda70,3,24/12/2020 04:05:00,Loren Allred,Never Enough (The Greatest Showman)
13,cdda70,4,24/12/2020 04:07:00,Bonnie Tyler,Total Eclipse Of The Heart
41,f0549d,1,28/12/2020 14:00:00,ABBA,Dancing Queen
41,f0549d,2,28/12/2020 14:02:00,Grease,You’re The One That I Want
4,316313,1,22/12/2020 19:00:00,Alexandra Burke,Hallelujah
4,316313,2,22/12/2020 19:03:00,Luis Fonsi & Daddy Yankee,Despacito
4,316313,3,22/12/2020 19:05:00,The Lion King,Can You Feel The Love Tonight
4,316313,4,22/12/2020 19:07:00,Billie Eilish,Bad Guy
96,01fc7c,1,04/01/2021 14:00:00,Wham!,Last Christmas
96,01fc7c,2,04/01/2021 14:02:00,Ariana Grande,7 Rings
185,a59dd7,1,15/01/2021 07:00:00,Bon Jovi,Livin’ On A Prayer
185,a59dd7,2,15/01/2021 07:02:00,Shania Twain,Man! I Feel Like A Woman
185,a59dd7,3,15/01/2021 07:05:00,Ed Sheeran,Perfect
185,a59dd7,4,15/01/2021 07:07:00,ABBA,Waterloo
185,a59dd7,5,15/01/2021 07:10:00,TLC,No Scrubs
190,6.99E+67,1,15/01/2021 20:00:00,The Weather Girls,It’s Raining Men
190,6.99E+67,2,15/01/2021 20:02:00,Guns N’ Roses,Sweet Child O’ Mine
190,6.99E+67,3,15/01/2021 20:04:00,Loren Allred,Never Enough (The Greatest Showman)
190,6.99E+67,4,15/01/2021 20:06:00,TLC,No Scrubs
190,6.99E+67,5,15/01/2021 20:09:00,The Greatest Showman,A Million Dreams
190,6.99E+67,6,15/01/2021 20:12:00,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
189,793a1c,1,15/01/2021 19:00:00,Whitney Houston,I Wanna Dance With Somebody
162,74015b,1,11/01/2021 21:00:00,Shawn Mendes & Camila Cabello,Senorita
24,cda151,1,25/12/2020 20:00:00,The Proclaimers,I’m Gonna Be (500 Miles)
24,cda151,2,25/12/2020 20:03:00,Alexandra Burke,Hallelujah
101,a59dd7,1,04/01/2021 21:00:00,John Denver,"Take Me Home, Country Roads"
210,ddd7ca,1,18/01/2021 21:00:00,Kesha,This Is Me (Greatest Showman)
93,90980,1,04/01/2021 08:00:00,The Pogues,Fairytale Of New York
93,90980,2,04/01/2021 08:02:00,Dirty Dancing,The Time Of My Life
93,90980,3,04/01/2021 08:05:00,The Lion King,I Just Can’t Wait To Be King
271,b5f816,1,26/01/2021 17:00:00,Ava Max,Sweet But Psycho
271,b5f816,2,26/01/2021 17:03:00,Outkast,Hey Ya
271,b5f816,3,26/01/2021 17:06:00,Backstreet Boys,Everybody
271,b5f816,4,26/01/2021 17:08:00,Guns N’ Roses,Sweet Child O’ Mine
36,b0b55f,1,27/12/2020 13:00:00,The Pogues,Fairytale Of New York
36,b0b55f,2,27/12/2020 13:02:00,Moana,How Far I’ll Go
36,b0b55f,3,27/12/2020 13:05:00,A-Ha,Take On Me
9,abae4d,1,23/12/2020 16:00:00,Moana,How Far I’ll Go
45,62f99c,1,29/12/2020 00:00:00,George Ezra,Shotgun
45,62f99c,2,29/12/2020 00:02:00,Britney Spears,Baby One More Time
45,62f99c,3,29/12/2020 00:04:00,The Greatest Showman,A Million Dreams
45,62f99c,4,29/12/2020 00:07:00,Anne-Marie,2002
45,62f99c,5,29/12/2020 00:10:00,Oasis,Wonderwall
54,40b63a,1,30/12/2020 12:00:00,Outkast,Hey Ya
208,86b70e,1,18/01/2021 13:00:00,ABBA,Waterloo
208,86b70e,2,18/01/2021 13:03:00,Queen,Don’t Stop Me Now
208,86b70e,3,18/01/2021 13:06:00,Cher,Believe
208,86b70e,4,18/01/2021 13:09:00,The Proclaimers,I’m Gonna Be (500 Miles)
75,6eb0e1,1,02/01/2021 01:00:00,Oasis,Wonderwall
281,1a641f,1,29/01/2021 04:00:00,Wham!,Last Christmas
253,6.99E+67,1,24/01/2021 16:00:00,Bryan Adams,Summer Of ’69
253,6.99E+67,2,24/01/2021 16:03:00,Outkast,Hey Ya
253,6.99E+67,3,24/01/2021 16:06:00,Kesha,This Is Me (Greatest Showman)
253,6.99E+67,4,24/01/2021 16:09:00,Britney Spears,Toxic
200,498a45,1,17/01/2021 16:00:00,George Ezra,Shotgun
30,ccee6c,1,26/12/2020 20:00:00,The Proclaimers,I’m Gonna Be (500 Miles)
222,19c2ae,1,20/01/2021 13:00:00,The Lion King,Can You Feel The Love Tonight
222,19c2ae,2,20/01/2021 13:02:00,Pinkfong,Baby Shark
222,19c2ae,3,20/01/2021 13:05:00,Lewis Capaldi,Someone You Loved
160,56f7a2,1,11/01/2021 14:00:00,Destiny’s Child,Say My Name
160,56f7a2,2,11/01/2021 14:02:00,Neil Diamond,Sweet Caroline
160,56f7a2,3,11/01/2021 14:05:00,Mark Ronson Ft. Amy Winehouse,Valerie
160,56f7a2,4,11/01/2021 14:08:00,Tones And I,Dance Monkey
160,56f7a2,5,11/01/2021 14:11:00,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
160,56f7a2,6,11/01/2021 14:13:00,Oasis,Wonderwall
188,ccee6c,1,15/01/2021 17:00:00,Estelle Ft. Kanye West,American Boy
188,ccee6c,2,15/01/2021 17:03:00,Frank Sinatra,New York New York
87,732ed3,1,03/01/2021 07:00:00,Ed Sheeran,Perfect
261,56f7a2,1,25/01/2021 14:00:00,Dua Lipa,New Rules
182,23d93f,1,14/01/2021 20:00:00,Taylor Swift,Shake It Off
196,41c5b3,1,16/01/2021 21:00:00,Ed Sheeran & Justin Bieber,I Don’t Care
196,41c5b3,2,16/01/2021 21:03:00,Queen,I Want To Break Free
146,a9f512,1,10/01/2021 14:00:00,Kings Of Leon,Sex Is On Fire
71,f17170,1,01/01/2021 12:00:00,Lady Gaga & Bradley Cooper,Shallow
277,316313,1,27/01/2021 19:00:00,Frank Sinatra,New York New York
277,316313,2,27/01/2021 19:03:00,Shawn Mendes & Camila Cabello,Senorita
277,316313,3,27/01/2021 19:06:00,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
277,316313,4,27/01/2021 19:09:00,The Lion King,I Just Can’t Wait To Be King
277,316313,5,27/01/2021 19:11:00,Elton John & Kiki Dee,Don’t Go Breaking My Heart
152,9d36bb,1,11/01/2021 05:00:00,ABBA,Dancing Queen
106,f17170,1,05/01/2021 03:00:00,Frozen,Let It Go
106,f17170,2,05/01/2021 03:02:00,Lewis Capaldi,Someone You Loved
106,f17170,3,05/01/2021 03:05:00,High School Musical,Breaking Free
106,f17170,4,05/01/2021 03:08:00,Pinkfong,Baby Shark
106,f17170,5,05/01/2021 03:11:00,Camilla Cabello Ft. Young Thug,Havana
106,f17170,6,05/01/2021 03:13:00,The Little Mermaid,Part Of Your World
106,f17170,7,05/01/2021 03:16:00,Frank Sinatra,New York New York
166,74e4cd,1,12/01/2021 13:00:00,Backstreet Boys,I Want It That Way
166,74e4cd,2,12/01/2021 13:02:00,High School Musical,Breaking Free
166,74e4cd,3,12/01/2021 13:05:00,The Human League,Don’t You Want Me Baby
166,74e4cd,4,12/01/2021 13:08:00,Bon Jovi,Livin’ On A Prayer
166,74e4cd,5,12/01/2021 13:10:00,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
166,74e4cd,6,12/01/2021 13:12:00,The Human League,Don’t You Want Me Baby
161,a2b2d8,1,11/01/2021 20:00:00,The Human League,Don’t You Want Me Baby
226,0bf30d,1,21/01/2021 01:00:00,ABBA,Dancing Queen
226,0bf30d,2,21/01/2021 01:02:00,Guns N’ Roses,Sweet Child O’ Mine
226,0bf30d,3,21/01/2021 01:04:00,ABBA,Dancing Queen
226,0bf30d,4,21/01/2021 01:06:00,Estelle Ft. Kanye West,American Boy
226,0bf30d,5,21/01/2021 01:09:00,Dirty Dancing,The Time Of My Life
154,a0a25c,1,11/01/2021 08:00:00,Elton John,Your Song
3,6.99E+67,1,22/12/2020 18:00:00,Backstreet Boys,I Want It That Way
44,0b032a,1,28/12/2020 20:00:00,The Lion King,I Just Can’t Wait To Be King
44,0b032a,2,28/12/2020 20:02:00,Grease,Summer Nights
44,0b032a,3,28/12/2020 20:04:00,Taylor Swift,Shake It Off
44,0b032a,4,28/12/2020 20:06:00,Luis Fonsi & Daddy Yankee,Despacito
184,dfeeea,1,14/01/2021 23:00:00,Robbie Williams,Angels
184,dfeeea,2,14/01/2021 23:03:00,Dolly Parton,9 To 5
184,dfeeea,3,14/01/2021 23:05:00,Backstreet Boys,I Want It That Way
184,dfeeea,4,14/01/2021 23:07:00,A-Ha,Take On Me
184,dfeeea,5,14/01/2021 23:09:00,Kesha,This Is Me (Greatest Showman)
184,dfeeea,6,14/01/2021 23:12:00,Lewis Capaldi,Someone You Loved
184,dfeeea,7,14/01/2021 23:15:00,Will Smith,The Fresh Prince Of Bel Air
246,4ec76d,1,23/01/2021 17:00:00,Mariah Carey,All I Want For Christmas Is You
56,b0c352,1,30/12/2020 19:00:00,Ed Sheeran,Shape Of You
56,b0c352,2,30/12/2020 19:03:00,The Human League,Don’t You Want Me Baby
231,9e17fe,1,21/01/2021 17:00:00,Spice Girls,Wannabe
231,9e17fe,2,21/01/2021 17:02:00,Alexandra Burke,Hallelujah
231,9e17fe,3,21/01/2021 17:05:00,Dua Lipa,New Rules
231,9e17fe,4,21/01/2021 17:08:00,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
231,9e17fe,5,21/01/2021 17:10:00,ABBA,Mamma Mia
231,9e17fe,6,21/01/2021 17:12:00,Journey,Don’t Stop Believin’
231,9e17fe,7,21/01/2021 17:15:00,Oasis,Wonderwall
231,9e17fe,8,21/01/2021 17:17:00,Frank Sinatra,My Way
175,1d80ad,1,14/01/2021 00:00:00,Ed Sheeran & Justin Bieber,I Don’t Care
175,1d80ad,2,14/01/2021 00:03:00,Elvis Presley,Suspicious Minds
175,1d80ad,3,14/01/2021 00:06:00,Wham!,Last Christmas
175,1d80ad,4,14/01/2021 00:08:00,Aladdin,A Whole New World
175,1d80ad,5,14/01/2021 00:11:00,Lady Gaga & Bradley Cooper,Shallow
110,8c876d,1,05/01/2021 17:00:00,Elvis Presley,Suspicious Minds
110,8c876d,2,05/01/2021 17:03:00,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
110,8c876d,3,05/01/2021 17:06:00,Whitney Houston,I Wanna Dance With Somebody
110,8c876d,4,05/01/2021 17:09:00,TLC,No Scrubs
110,8c876d,5,05/01/2021 17:12:00,TLC,No Scrubs
19,adea16,1,25/12/2020 02:00:00,ABBA,Mamma Mia
73,,1,01/01/2021 20:00:00,Bonnie Tyler,Total Eclipse Of The Heart
283,6eb0e1,1,29/01/2021 14:00:00,Destiny’s Child,Say My Name
191,793a1c,1,16/01/2021 02:00:00,The Little Mermaid,Part Of Your World
191,793a1c,2,16/01/2021 02:03:00,The Proclaimers,I’m Gonna Be (500 Miles)
191,793a1c,3,16/01/2021 02:06:00,Queen,We Will Rock You
191,793a1c,4,16/01/2021 02:09:00,Will Smith,The Fresh Prince Of Bel Air
191,793a1c,5,16/01/2021 02:11:00,Britney Spears,Toxic
191,793a1c,6,16/01/2021 02:14:00,Aladdin,A Whole New World
191,793a1c,7,16/01/2021 02:17:00,Robbie Williams,Angels
137,,1,09/01/2021 17:00:00,Backstreet Boys,I Want It That Way
137,,2,09/01/2021 17:02:00,Ariana Grande,7 Rings
27,40581f,1,26/12/2020 09:00:00,Lady Gaga & Bradley Cooper,Shallow
27,40581f,2,26/12/2020 09:03:00,TLC,No Scrubs
27,40581f,3,26/12/2020 09:06:00,TLC,No Scrubs
138,0cf9e6,1,09/01/2021 19:00:00,The Pogues,Fairytale Of New York
138,0cf9e6,2,09/01/2021 19:02:00,John Denver,"Take Me Home, Country Roads"
125,d4f798,1,07/01/2021 23:00:00,The Little Mermaid,Under The Sea
125,d4f798,2,07/01/2021 23:02:00,Lil Nas X,Old Town Road
125,d4f798,3,07/01/2021 23:05:00,ABBA,Dancing Queen
205,6b550c,1,18/01/2021 02:00:00,George Ezra,Shotgun
205,6b550c,2,18/01/2021 02:02:00,Ed Sheeran,Perfect
205,6b550c,3,18/01/2021 02:04:00,Grease,You’re The One That I Want
113,758060,1,06/01/2021 04:00:00,Bonnie Tyler,Total Eclipse Of The Heart
113,758060,2,06/01/2021 04:03:00,Oasis,Wonderwall
113,758060,3,06/01/2021 04:05:00,Will Smith,The Fresh Prince Of Bel Air
113,758060,4,06/01/2021 04:07:00,Little Mix,Shout Out To My Ex
113,758060,5,06/01/2021 04:10:00,Little Mix,Shout Out To My Ex
113,758060,6,06/01/2021 04:13:00,ABBA,Waterloo
291,8bc93d,1,31/01/2021 14:00:00,Lady Gaga & Bradley Cooper,Shallow
291,8bc93d,2,31/01/2021 14:03:00,Dua Lipa,New Rules
291,8bc93d,3,31/01/2021 14:06:00,Frank Sinatra,New York New York
16,d5fcf7,1,24/12/2020 11:00:00,The Beatles,Hey Jude
16,d5fcf7,2,24/12/2020 11:03:00,Aladdin,A Whole New World
16,d5fcf7,3,24/12/2020 11:06:00,Mark Ronson Ft. Bruno Mars,Uptown Funk
16,d5fcf7,4,24/12/2020 11:09:00,High School Musical,Breaking Free
135,b33ec1,1,09/01/2021 09:00:00,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
135,b33ec1,2,09/01/2021 09:03:00,The Little Mermaid,Part Of Your World
135,b33ec1,3,09/01/2021 09:06:00,Anne-Marie,2002
76,ccee6c,1,02/01/2021 02:00:00,Ed Sheeran,Shape Of You
286,6.99E+67,1,30/01/2021 03:00:00,Billie Eilish,Bad Guy
286,6.99E+67,2,30/01/2021 03:02:00,Ed Sheeran,Castle On The Hill
232,ad5f75,1,22/01/2021 01:00:00,Tones And I,Dance Monkey
60,817c35,1,31/12/2020 03:00:00,Anne-Marie,2002
207,c01ecb,1,18/01/2021 09:00:00,Mark Ronson Ft. Amy Winehouse,Valerie
207,c01ecb,2,18/01/2021 09:03:00,George Ezra,Shotgun
207,c01ecb,3,18/01/2021 09:05:00,Bonnie Tyler,Total Eclipse Of The Heart
207,c01ecb,4,18/01/2021 09:08:00,Elton John & Kiki Dee,Don’t Go Breaking My Heart
177,f97dbd,1,14/01/2021 08:00:00,Elvis Presley,Suspicious Minds
177,f97dbd,2,14/01/2021 08:03:00,Oasis,Don’t Look Back In Anger
177,f97dbd,3,14/01/2021 08:06:00,TLC,No Scrubs
177,f97dbd,4,14/01/2021 08:09:00,Queen,We Will Rock You
177,f97dbd,5,14/01/2021 08:12:00,Whitney Houston,I Wanna Dance With Somebody
177,f97dbd,6,14/01/2021 08:15:00,Bryan Adams,Summer Of ’69
22,8bc93d,1,25/12/2020 16:00:00,Dua Lipa,New Rules
204,90980,1,17/01/2021 23:00:00,Lady Gaga & Bradley Cooper,Shallow
204,90980,2,17/01/2021 23:03:00,The Human League,Don’t You Want Me Baby
204,90980,3,17/01/2021 23:06:00,Guns N’ Roses,Sweet Child O’ Mine
117,301133,1,06/01/2021 18:00:00,Bonnie Tyler,Total Eclipse Of The Heart
295,a0a25c,1,01/02/2021 15:00:00,Journey,Don’t Stop Believin’
295,a0a25c,2,01/02/2021 15:03:00,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
55,2e5db7,1,30/12/2020 13:00:00,Wham!,Last Christmas
55,2e5db7,2,30/12/2020 13:02:00,Little Mix,Shout Out To My Ex
55,2e5db7,3,30/12/2020 13:05:00,Alexandra Burke,Hallelujah
55,2e5db7,4,30/12/2020 13:08:00,Grease,Summer Nights
55,2e5db7,5,30/12/2020 13:10:00,ABBA,Gimme Gimme Gimme
55,2e5db7,6,30/12/2020 13:12:00,Cher,Believe
133,98b4b4,1,09/01/2021 07:00:00,Shawn Mendes & Camila Cabello,Senorita
236,98b4b4,1,22/01/2021 13:00:00,Luis Fonsi & Daddy Yankee,Despacito
8,c02782,1,23/12/2020 12:00:00,Wham!,Last Christmas
8,c02782,2,23/12/2020 12:02:00,Ed Sheeran,Perfect
8,c02782,3,23/12/2020 12:04:00,Moana,How Far I’ll Go
8,c02782,4,23/12/2020 12:07:00,Lady Gaga & Bradley Cooper,Shallow
243,40b63a,1,23/01/2021 10:00:00,Bonnie Tyler,Total Eclipse Of The Heart
243,40b63a,2,23/01/2021 10:03:00,Destiny’s Child,Say My Name
243,40b63a,3,23/01/2021 10:05:00,Ed Sheeran,Perfect
127,98150b,1,08/01/2021 08:00:00,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
127,98150b,2,08/01/2021 08:02:00,John Denver,"Take Me Home, Country Roads"
127,98150b,3,08/01/2021 08:05:00,Britney Spears,Baby One More Time
127,98150b,4,08/01/2021 08:07:00,John Denver,"Take Me Home, Country Roads"
127,98150b,5,08/01/2021 08:10:00,Dolly Parton & Kenny Rogers,Islands In The Stream
127,98150b,6,08/01/2021 08:13:00,Alexandra Burke,Hallelujah
15,896f04,1,24/12/2020 10:00:00,Oasis,Don’t Look Back In Anger
107,5f56ac,1,05/01/2021 10:00:00,Camilla Cabello Ft. Young Thug,Havana
107,5f56ac,2,05/01/2021 10:02:00,Destiny’s Child,Say My Name
107,5f56ac,3,05/01/2021 10:04:00,Cher,Believe
122,580086,1,07/01/2021 08:00:00,Whitney Houston,I Wanna Dance With Somebody
296,80244a,1,01/02/2021 17:00:00,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
296,80244a,2,01/02/2021 17:03:00,Bonnie Tyler,Total Eclipse Of The Heart
296,80244a,3,01/02/2021 17:06:00,Aladdin,A Whole New World
296,80244a,4,01/02/2021 17:09:00,Queen,I Want To Break Free
249,b0c352,1,23/01/2021 20:00:00,TLC,No Scrubs
249,b0c352,2,23/01/2021 20:03:00,Mariah Carey,All I Want For Christmas Is You
249,b0c352,3,23/01/2021 20:05:00,The Beatles,Hey Jude
249,b0c352,4,23/01/2021 20:08:00,Gloria Gaynor,I Will Survive
249,b0c352,5,23/01/2021 20:10:00,Oasis,Wonderwall
249,b0c352,6,23/01/2021 20:12:00,Billie Eilish,Bad Guy
249,b0c352,7,23/01/2021 20:14:00,Dolly Parton,Jolene
249,b0c352,8,23/01/2021 20:16:00,Loren Allred,Never Enough (The Greatest Showman)
159,707b62,1,11/01/2021 13:00:00,The Human League,Don’t You Want Me Baby
97,9e17fe,1,04/01/2021 16:00:00,The Weather Girls,It’s Raining Men
121,cc86ee,1,07/01/2021 07:00:00,Eminem,Lose Yourself
119,15885d,1,07/01/2021 03:00:00,Elvis Presley,Suspicious Minds
293,3fdc46,1,01/02/2021 07:00:00,Little Mix,Shout Out To My Ex
293,3fdc46,2,01/02/2021 07:03:00,Aladdin,A Whole New World
293,3fdc46,3,01/02/2021 07:06:00,Ava Max,Sweet But Psycho
293,3fdc46,4,01/02/2021 07:09:00,The Human League,Don’t You Want Me Baby
293,3fdc46,5,01/02/2021 07:12:00,Kesha,This Is Me (Greatest Showman)
293,3fdc46,6,01/02/2021 07:15:00,The Lion King,Can You Feel The Love Tonight
100,ddd7ca,1,04/01/2021 20:00:00,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
155,cdda70,1,11/01/2021 09:00:00,Toto,Africa
98,758060,1,04/01/2021 17:00:00,Frank Sinatra,My Way
203,a5632d,1,17/01/2021 21:00:00,Aqua,Barbie Girl
203,a5632d,2,17/01/2021 21:02:00,Grease,Summer Nights
6,7da7c9,1,23/12/2020 07:00:00,Robbie Williams,Angels
79,19c2ae,1,02/01/2021 06:00:00,Estelle Ft. Kanye West,American Boy
79,19c2ae,2,02/01/2021 06:03:00,Bryan Adams,Summer Of ’69
79,19c2ae,3,02/01/2021 06:06:00,Dolly Parton & Kenny Rogers,Islands In The Stream
285,793a1c,1,29/01/2021 21:00:00,Aqua,Barbie Girl
285,793a1c,2,29/01/2021 21:02:00,Wham!,Last Christmas
285,793a1c,3,29/01/2021 21:04:00,Dolly Parton & Kenny Rogers,Islands In The Stream
285,793a1c,4,29/01/2021 21:07:00,Grease,Summer Nights
285,793a1c,5,29/01/2021 21:09:00,Elvis Presley,Suspicious Minds
285,793a1c,6,29/01/2021 21:12:00,Robbie Williams,Angels
