Flag,Session Date,Player,Session,Score
Actual,16/02/2022,Player 10,Strength Building,10
Actual,17/02/2022,Player 10,Strength Building,6
Carried over,21/02/2022,Player 10,Strength Building,6
Actual,18/02/2022,Player 10,Strength Building,6
Actual,22/02/2022,Player 10,Strength Building,3
Carried over,24/02/2022,Player 10,Strength Building,9
Actual,23/02/2022,Player 10,Strength Building,9
Actual,25/02/2022,Player 10,Strength Building,4
Actual,28/02/2022,Player 10,Strength Building,9
Actual,01/03/2022,Player 10,Strength Building,4
Carried over,03/03/2022,Player 10,Strength Building,6
Actual,02/03/2022,Player 10,Strength Building,6
Carried over,07/03/2022,Player 10,Strength Building,9
Actual,04/03/2022,Player 10,Strength Building,9
Actual,08/03/2022,Player 10,Strength Building,5
Actual,09/03/2022,Player 10,Strength Building,3
Actual,10/03/2022,Player 10,Strength Building,3
Actual,11/03/2022,Player 10,Strength Building,8
Actual,14/03/2022,Player 10,Strength Building,6
Actual,15/03/2022,Player 10,Strength Building,6
Actual,16/03/2022,Player 10,Strength Building,7
Actual,17/03/2022,Player 10,Strength Building,4
Actual,18/03/2022,Player 10,Strength Building,6
Carried over,22/03/2022,Player 10,Strength Building,8
Actual,21/03/2022,Player 10,Strength Building,8
Carried over,24/03/2022,Player 10,Strength Building,7
Actual,23/03/2022,Player 10,Strength Building,7
Actual,25/03/2022,Player 10,Strength Building,9
Carried over,30/03/2022,Player 10,Strength Building,3
Carried over,29/03/2022,Player 10,Strength Building,3
Actual,28/03/2022,Player 10,Strength Building,3
Actual,31/03/2022,Player 10,Strength Building,9
Carried over,04/04/2022,Player 10,Strength Building,8
Actual,01/04/2022,Player 10,Strength Building,8
Actual,05/04/2022,Player 10,Strength Building,6
Carried over,07/04/2022,Player 10,Strength Building,7
Actual,06/04/2022,Player 10,Strength Building,7
Actual,08/04/2022,Player 10,Strength Building,7
Actual,11/04/2022,Player 10,Strength Building,4
Actual,12/04/2022,Player 10,Strength Building,6
Actual,13/04/2022,Player 10,Strength Building,4
Actual,14/04/2022,Player 10,Strength Building,7
Actual,15/04/2022,Player 10,Strength Building,5
Actual,18/04/2022,Player 10,Strength Building,5
Actual,19/04/2022,Player 10,Strength Building,7
Actual,20/04/2022,Player 10,Strength Building,3
Actual,21/04/2022,Player 10,Strength Building,4
Carried over,26/04/2022,Player 10,Strength Building,3
Carried over,25/04/2022,Player 10,Strength Building,3
Actual,22/04/2022,Player 10,Strength Building,3
Actual,27/04/2022,Player 10,Strength Building,3
Actual,28/04/2022,Player 10,Strength Building,7
Carried over,04/05/2022,Player 10,Strength Building,6
Carried over,03/05/2022,Player 10,Strength Building,6
Carried over,02/05/2022,Player 10,Strength Building,6
Actual,29/04/2022,Player 10,Strength Building,6
Actual,05/05/2022,Player 10,Strength Building,7
Actual,06/05/2022,Player 10,Strength Building,9
Actual,09/05/2022,Player 10,Strength Building,10
Actual,10/05/2022,Player 10,Strength Building,4
Carried over,12/05/2022,Player 10,Strength Building,6
Actual,11/05/2022,Player 10,Strength Building,6
Carried over,16/05/2022,Player 10,Strength Building,3
Actual,13/05/2022,Player 10,Strength Building,3
Carried over,18/05/2022,Player 10,Strength Building,6
Actual,17/05/2022,Player 10,Strength Building,6
Carried over,20/05/2022,Player 10,Strength Building,8
Actual,19/05/2022,Player 10,Strength Building,8
Carried over,24/05/2022,Player 10,Strength Building,3
Actual,23/05/2022,Player 10,Strength Building,3
Carried over,26/05/2022,Player 10,Strength Building,3
Actual,25/05/2022,Player 10,Strength Building,3
Carried over,30/05/2022,Player 10,Strength Building,6
Actual,27/05/2022,Player 10,Strength Building,6
Carried over,03/06/2022,Player 10,Strength Building,7
Carried over,02/06/2022,Player 10,Strength Building,7
Carried over,01/06/2022,Player 10,Strength Building,7
Actual,31/05/2022,Player 10,Strength Building,7
Actual,06/06/2022,Player 10,Strength Building,8
Carried over,08/06/2022,Player 10,Strength Building,5
Actual,07/06/2022,Player 10,Strength Building,5
Actual,09/06/2022,Player 10,Strength Building,10
Actual,10/06/2022,Player 10,Strength Building,7
Actual,13/06/2022,Player 10,Strength Building,4
Actual,14/06/2022,Player 10,Strength Building,5
Actual,15/06/2022,Player 10,Strength Building,7
Actual,16/06/2022,Player 10,Strength Building,7
Actual,17/06/2022,Player 10,Strength Building,9
Actual,20/06/2022,Player 10,Strength Building,7
Actual,21/06/2022,Player 10,Strength Building,10
Actual,22/06/2022,Player 10,Strength Building,6
Actual,23/06/2022,Player 10,Strength Building,6
Actual,24/06/2022,Player 10,Strength Building,3
Actual,27/06/2022,Player 10,Strength Building,6
Carried over,30/06/2022,Player 10,Strength Building,3
Carried over,29/06/2022,Player 10,Strength Building,3
Actual,28/06/2022,Player 10,Strength Building,3
Actual,01/07/2022,Player 10,Strength Building,5
Actual,04/07/2022,Player 10,Strength Building,6
Actual,05/07/2022,Player 10,Strength Building,7
Carried over,12/07/2022,Player 10,Strength Building,10
Carried over,11/07/2022,Player 10,Strength Building,10
Carried over,08/07/2022,Player 10,Strength Building,10
Carried over,07/07/2022,Player 10,Strength Building,10
Actual,06/07/2022,Player 10,Strength Building,10
Carried over,14/07/2022,Player 10,Strength Building,6
Actual,13/07/2022,Player 10,Strength Building,6
Actual,15/07/2022,Player 10,Strength Building,10
Actual,18/07/2022,Player 10,Strength Building,10
Actual,19/07/2022,Player 10,Strength Building,10
Carried over,21/07/2022,Player 10,Strength Building,10
Actual,20/07/2022,Player 10,Strength Building,10
Actual,22/07/2022,Player 10,Strength Building,8
Carried over,26/07/2022,Player 10,Strength Building,4
Actual,25/07/2022,Player 10,Strength Building,4
Actual,27/07/2022,Player 10,Strength Building,6
Actual,28/07/2022,Player 10,Strength Building,9
Carried over,05/08/2021,Player 3,Agility,6
Actual,04/08/2021,Player 3,Agility,6
Actual,06/08/2021,Player 3,Agility,7
Carried over,10/08/2021,Player 3,Agility,6
Actual,09/08/2021,Player 3,Agility,6
Carried over,13/08/2021,Player 3,Agility,4
Carried over,12/08/2021,Player 3,Agility,4
Actual,11/08/2021,Player 3,Agility,4
Actual,16/08/2021,Player 3,Agility,9
Carried over,23/08/2021,Player 3,Agility,10
Carried over,20/08/2021,Player 3,Agility,10
Carried over,19/08/2021,Player 3,Agility,10
Carried over,18/08/2021,Player 3,Agility,10
Actual,17/08/2021,Player 3,Agility,10
Carried over,25/08/2021,Player 3,Agility,9
Actual,24/08/2021,Player 3,Agility,9
Carried over,30/08/2021,Player 3,Agility,3
Carried over,27/08/2021,Player 3,Agility,3
Actual,26/08/2021,Player 3,Agility,3
Carried over,01/09/2021,Player 3,Agility,9
Actual,31/08/2021,Player 3,Agility,9
Carried over,03/09/2021,Player 3,Agility,9
Actual,02/09/2021,Player 3,Agility,9
Carried over,07/09/2021,Player 3,Agility,9
Actual,06/09/2021,Player 3,Agility,9
Carried over,09/09/2021,Player 3,Agility,4
Actual,08/09/2021,Player 3,Agility,4
Carried over,13/09/2021,Player 3,Agility,3
Actual,10/09/2021,Player 3,Agility,3
Actual,14/09/2021,Player 3,Agility,3
Carried over,16/09/2021,Player 3,Agility,6
Actual,15/09/2021,Player 3,Agility,6
Actual,17/09/2021,Player 3,Agility,8
Actual,20/09/2021,Player 3,Agility,7
Carried over,24/09/2021,Player 3,Agility,6
Carried over,23/09/2021,Player 3,Agility,6
Carried over,22/09/2021,Player 3,Agility,6
Actual,21/09/2021,Player 3,Agility,6
Carried over,29/09/2021,Player 3,Agility,5
Carried over,28/09/2021,Player 3,Agility,5
Actual,27/09/2021,Player 3,Agility,5
Carried over,06/10/2021,Player 3,Agility,3
Carried over,05/10/2021,Player 3,Agility,3
Carried over,04/10/2021,Player 3,Agility,3
Carried over,01/10/2021,Player 3,Agility,3
Actual,30/09/2021,Player 3,Agility,3
Carried over,28/10/2021,Player 3,Agility,7
Carried over,27/10/2021,Player 3,Agility,7
Carried over,26/10/2021,Player 3,Agility,7
Carried over,25/10/2021,Player 3,Agility,7
Carried over,22/10/2021,Player 3,Agility,7
Carried over,21/10/2021,Player 3,Agility,7
Carried over,20/10/2021,Player 3,Agility,7
Carried over,19/10/2021,Player 3,Agility,7
Carried over,18/10/2021,Player 3,Agility,7
Carried over,15/10/2021,Player 3,Agility,7
Carried over,14/10/2021,Player 3,Agility,7
Carried over,13/10/2021,Player 3,Agility,7
Carried over,12/10/2021,Player 3,Agility,7
Carried over,11/10/2021,Player 3,Agility,7
Carried over,08/10/2021,Player 3,Agility,7
Actual,07/10/2021,Player 3,Agility,7
Carried over,02/11/2021,Player 3,Agility,8
Carried over,01/11/2021,Player 3,Agility,8
Actual,29/10/2021,Player 3,Agility,8
Carried over,04/11/2021,Player 3,Agility,5
Actual,03/11/2021,Player 3,Agility,5
Carried over,10/11/2021,Player 3,Agility,8
Carried over,09/11/2021,Player 3,Agility,8
Carried over,08/11/2021,Player 3,Agility,8
Actual,05/11/2021,Player 3,Agility,8
Carried over,17/11/2021,Player 3,Agility,8
Carried over,16/11/2021,Player 3,Agility,8
Carried over,15/11/2021,Player 3,Agility,8
Carried over,12/11/2021,Player 3,Agility,8
Actual,11/11/2021,Player 3,Agility,8
Carried over,23/11/2021,Player 3,Agility,8
Carried over,22/11/2021,Player 3,Agility,8
Carried over,19/11/2021,Player 3,Agility,8
Actual,18/11/2021,Player 3,Agility,8
Actual,24/11/2021,Player 3,Agility,5
Actual,25/11/2021,Player 3,Agility,5
Carried over,07/12/2021,Player 3,Agility,7
Carried over,06/12/2021,Player 3,Agility,7
Carried over,03/12/2021,Player 3,Agility,7
Carried over,02/12/2021,Player 3,Agility,7
Carried over,01/12/2021,Player 3,Agility,7
Carried over,30/11/2021,Player 3,Agility,7
Carried over,29/11/2021,Player 3,Agility,7
Actual,26/11/2021,Player 3,Agility,7
Carried over,14/12/2021,Player 3,Agility,4
Carried over,13/12/2021,Player 3,Agility,4
Carried over,10/12/2021,Player 3,Agility,4
Carried over,09/12/2021,Player 3,Agility,4
Actual,08/12/2021,Player 3,Agility,4
Carried over,30/12/2021,Player 3,Agility,9
Carried over,29/12/2021,Player 3,Agility,9
Carried over,28/12/2021,Player 3,Agility,9
Carried over,27/12/2021,Player 3,Agility,9
Carried over,24/12/2021,Player 3,Agility,9
Carried over,23/12/2021,Player 3,Agility,9
Carried over,22/12/2021,Player 3,Agility,9
Carried over,21/12/2021,Player 3,Agility,9
Carried over,20/12/2021,Player 3,Agility,9
Carried over,17/12/2021,Player 3,Agility,9
Carried over,16/12/2021,Player 3,Agility,9
Actual,15/12/2021,Player 3,Agility,9
Actual,31/12/2021,Player 3,Agility,7
Carried over,04/01/2022,Player 3,Agility,10
Actual,03/01/2022,Player 3,Agility,10
Carried over,06/01/2022,Player 3,Agility,6
Actual,05/01/2022,Player 3,Agility,6
Actual,07/01/2022,Player 3,Agility,7
Carried over,11/01/2022,Player 3,Agility,6
Actual,10/01/2022,Player 3,Agility,6
Carried over,13/01/2022,Player 3,Agility,4
Actual,12/01/2022,Player 3,Agility,4
Actual,14/01/2022,Player 3,Agility,4
Actual,17/01/2022,Player 3,Agility,9
Carried over,20/01/2022,Player 3,Agility,10
Carried over,19/01/2022,Player 3,Agility,10
Actual,18/01/2022,Player 3,Agility,10
Carried over,24/01/2022,Player 3,Agility,3
Actual,21/01/2022,Player 3,Agility,3
Actual,25/01/2022,Player 3,Agility,9
Actual,26/01/2022,Player 3,Agility,3
Carried over,28/01/2022,Player 3,Agility,3
Actual,27/01/2022,Player 3,Agility,3
Actual,31/01/2022,Player 3,Agility,7
Carried over,02/02/2022,Player 3,Agility,9
Actual,01/02/2022,Player 3,Agility,9
Actual,03/02/2022,Player 3,Agility,9
Actual,04/02/2022,Player 3,Agility,3
Carried over,08/02/2022,Player 3,Agility,9
Actual,07/02/2022,Player 3,Agility,9
Carried over,10/02/2022,Player 3,Agility,4
Actual,09/02/2022,Player 3,Agility,4
Carried over,14/02/2022,Player 3,Agility,3
Actual,11/02/2022,Player 3,Agility,3
Actual,15/02/2022,Player 3,Agility,3
Actual,16/02/2022,Player 3,Agility,6
Actual,17/02/2022,Player 3,Agility,6
Actual,18/02/2022,Player 3,Agility,8
Actual,21/02/2022,Player 3,Agility,7
Carried over,25/02/2022,Player 3,Agility,6
Carried over,24/02/2022,Player 3,Agility,6
Carried over,23/02/2022,Player 3,Agility,6
Actual,22/02/2022,Player 3,Agility,6
Actual,28/02/2022,Player 3,Agility,5
Actual,01/03/2022,Player 3,Agility,3
Actual,02/03/2022,Player 3,Agility,4
Actual,03/03/2022,Player 3,Agility,5
Actual,04/03/2022,Player 3,Agility,7
Actual,07/03/2022,Player 3,Agility,6
Carried over,10/03/2022,Player 3,Agility,7
Carried over,09/03/2022,Player 3,Agility,7
Actual,08/03/2022,Player 3,Agility,7
Actual,11/03/2022,Player 3,Agility,9
Actual,14/03/2022,Player 3,Agility,9
Carried over,16/03/2022,Player 3,Agility,9
Actual,15/03/2022,Player 3,Agility,9
Carried over,21/03/2022,Player 3,Agility,9
Carried over,18/03/2022,Player 3,Agility,9
Actual,17/03/2022,Player 3,Agility,9
Carried over,23/03/2022,Player 3,Agility,5
Actual,22/03/2022,Player 3,Agility,5
Actual,24/03/2022,Player 3,Agility,9
Carried over,28/03/2022,Player 3,Agility,7
Actual,25/03/2022,Player 3,Agility,7
Actual,29/03/2022,Player 3,Agility,8
Actual,30/03/2022,Player 3,Agility,8
Actual,31/03/2022,Player 3,Agility,6
Actual,01/04/2022,Player 3,Agility,6
Carried over,05/04/2022,Player 3,Agility,5
Actual,04/04/2022,Player 3,Agility,5
Carried over,11/04/2022,Player 3,Agility,8
Carried over,08/04/2022,Player 3,Agility,8
Carried over,07/04/2022,Player 3,Agility,8
Actual,06/04/2022,Player 3,Agility,8
Carried over,13/04/2022,Player 3,Agility,8
Actual,12/04/2022,Player 3,Agility,8
Actual,14/04/2022,Player 3,Agility,4
Carried over,18/04/2022,Player 3,Agility,5
Actual,15/04/2022,Player 3,Agility,5
Carried over,20/04/2022,Player 3,Agility,8
Actual,19/04/2022,Player 3,Agility,8
Actual,21/04/2022,Player 3,Agility,3
Actual,22/04/2022,Player 3,Agility,8
Actual,25/04/2022,Player 3,Agility,5
Actual,26/04/2022,Player 3,Agility,5
Actual,27/04/2022,Player 3,Agility,7
Actual,28/04/2022,Player 3,Agility,9
Carried over,02/05/2022,Player 3,Agility,7
Actual,29/04/2022,Player 3,Agility,7
Actual,03/05/2022,Player 3,Agility,10
Actual,04/05/2022,Player 3,Agility,4
Actual,05/05/2022,Player 3,Agility,8
Actual,06/05/2022,Player 3,Agility,5
Carried over,11/05/2022,Player 3,Agility,4
Carried over,10/05/2022,Player 3,Agility,4
Actual,09/05/2022,Player 3,Agility,4
Actual,12/05/2022,Player 3,Agility,9
Actual,13/05/2022,Player 3,Agility,8
Actual,16/05/2022,Player 3,Agility,9
Actual,17/05/2022,Player 3,Agility,8
Actual,18/05/2022,Player 3,Agility,10
Actual,19/05/2022,Player 3,Agility,5
Actual,20/05/2022,Player 3,Agility,4
Carried over,25/05/2022,Player 3,Agility,5
Carried over,24/05/2022,Player 3,Agility,5
Actual,23/05/2022,Player 3,Agility,5
Carried over,31/05/2022,Player 3,Agility,3
Carried over,30/05/2022,Player 3,Agility,3
Carried over,27/05/2022,Player 3,Agility,3
Actual,26/05/2022,Player 3,Agility,3
Actual,01/06/2022,Player 3,Agility,7
Carried over,06/06/2022,Player 3,Agility,3
Carried over,03/06/2022,Player 3,Agility,3
Actual,02/06/2022,Player 3,Agility,3
Carried over,13/06/2022,Player 3,Agility,7
Carried over,10/06/2022,Player 3,Agility,7
Carried over,09/06/2022,Player 3,Agility,7
Carried over,08/06/2022,Player 3,Agility,7
Actual,07/06/2022,Player 3,Agility,7
Actual,14/06/2022,Player 3,Agility,10
Actual,15/06/2022,Player 3,Agility,9
Actual,16/06/2022,Player 3,Agility,10
Actual,17/06/2022,Player 3,Agility,3
Carried over,22/06/2022,Player 3,Agility,9
Carried over,21/06/2022,Player 3,Agility,9
Actual,20/06/2022,Player 3,Agility,9
Actual,23/06/2022,Player 3,Agility,5
Carried over,28/06/2022,Player 3,Agility,8
Carried over,27/06/2022,Player 3,Agility,8
Actual,24/06/2022,Player 3,Agility,8
Actual,29/06/2022,Player 3,Agility,4
Actual,30/06/2022,Player 3,Agility,6
Carried over,04/07/2022,Player 3,Agility,3
Actual,24/09/2021,Player 15,Cardio,6
Carried over,30/09/2021,Player 15,Cardio,4
Carried over,29/09/2021,Player 15,Cardio,4
Carried over,28/09/2021,Player 15,Cardio,4
Actual,27/09/2021,Player 15,Cardio,4
Carried over,05/10/2021,Player 15,Cardio,4
Carried over,04/10/2021,Player 15,Cardio,4
Actual,01/10/2021,Player 15,Cardio,4
Actual,06/10/2021,Player 15,Cardio,9
Actual,07/10/2021,Player 15,Cardio,8
Carried over,21/10/2021,Player 15,Cardio,9
Carried over,20/10/2021,Player 15,Cardio,9
Carried over,19/10/2021,Player 15,Cardio,9
Carried over,18/10/2021,Player 15,Cardio,9
Carried over,15/10/2021,Player 15,Cardio,9
Carried over,14/10/2021,Player 15,Cardio,9
Carried over,13/10/2021,Player 15,Cardio,9
Carried over,12/10/2021,Player 15,Cardio,9
Carried over,11/10/2021,Player 15,Cardio,9
Actual,08/10/2021,Player 15,Cardio,9
Carried over,26/10/2021,Player 15,Cardio,6
Carried over,25/10/2021,Player 15,Cardio,6
Actual,22/10/2021,Player 15,Cardio,6
Actual,27/10/2021,Player 15,Cardio,10
Actual,28/10/2021,Player 15,Cardio,10
Carried over,02/11/2021,Player 15,Cardio,5
Carried over,01/11/2021,Player 15,Cardio,5
Actual,29/10/2021,Player 15,Cardio,5
Actual,03/11/2021,Player 15,Cardio,7
Actual,04/11/2021,Player 15,Cardio,5
Carried over,09/11/2021,Player 15,Cardio,7
Carried over,08/11/2021,Player 15,Cardio,7
Actual,05/11/2021,Player 15,Cardio,7
Carried over,11/11/2021,Player 15,Cardio,7
Actual,10/11/2021,Player 15,Cardio,7
Carried over,23/11/2021,Player 15,Cardio,8
Carried over,22/11/2021,Player 15,Cardio,8
Carried over,19/11/2021,Player 15,Cardio,8
Carried over,18/11/2021,Player 15,Cardio,8
Carried over,17/11/2021,Player 15,Cardio,8
Carried over,16/11/2021,Player 15,Cardio,8
Carried over,15/11/2021,Player 15,Cardio,8
Actual,12/11/2021,Player 15,Cardio,8
Carried over,25/11/2021,Player 15,Cardio,3
Actual,24/11/2021,Player 15,Cardio,3
Carried over,30/11/2021,Player 15,Cardio,4
Carried over,29/11/2021,Player 15,Cardio,4
Actual,26/11/2021,Player 15,Cardio,4
Carried over,08/12/2021,Player 15,Cardio,4
Carried over,07/12/2021,Player 15,Cardio,4
Carried over,06/12/2021,Player 15,Cardio,4
Carried over,03/12/2021,Player 15,Cardio,4
Carried over,02/12/2021,Player 15,Cardio,4
Actual,01/12/2021,Player 15,Cardio,4
Carried over,21/12/2021,Player 15,Cardio,9
Carried over,20/12/2021,Player 15,Cardio,9
Carried over,17/12/2021,Player 15,Cardio,9
Carried over,16/12/2021,Player 15,Cardio,9
Carried over,15/12/2021,Player 15,Cardio,9
Carried over,14/12/2021,Player 15,Cardio,9
Carried over,13/12/2021,Player 15,Cardio,9
Carried over,10/12/2021,Player 15,Cardio,9
Actual,09/12/2021,Player 15,Cardio,9
Carried over,28/12/2021,Player 15,Cardio,4
Carried over,27/12/2021,Player 15,Cardio,4
Carried over,24/12/2021,Player 15,Cardio,4
Carried over,23/12/2021,Player 15,Cardio,4
Actual,22/12/2021,Player 15,Cardio,4
Carried over,31/12/2021,Player 15,Cardio,10
Carried over,30/12/2021,Player 15,Cardio,10
Actual,29/12/2021,Player 15,Cardio,10
Actual,03/01/2022,Player 15,Cardio,9
Actual,04/01/2022,Player 15,Cardio,3
Actual,05/01/2022,Player 15,Cardio,3
Actual,06/01/2022,Player 15,Cardio,10
Actual,07/01/2022,Player 15,Cardio,8
Actual,10/01/2022,Player 15,Cardio,5
Carried over,12/01/2022,Player 15,Cardio,4
Actual,11/01/2022,Player 15,Cardio,4
Actual,13/01/2022,Player 15,Cardio,7
Actual,14/01/2022,Player 15,Cardio,6
Actual,17/01/2022,Player 15,Cardio,9
Carried over,19/01/2022,Player 15,Cardio,10
Actual,18/01/2022,Player 15,Cardio,10
Carried over,24/01/2022,Player 15,Cardio,5
Carried over,21/01/2022,Player 15,Cardio,5
Actual,20/01/2022,Player 15,Cardio,5
Actual,25/01/2022,Player 15,Cardio,8
Actual,26/01/2022,Player 15,Cardio,6
Carried over,28/01/2022,Player 15,Cardio,5
Actual,27/01/2022,Player 15,Cardio,5
Actual,31/01/2022,Player 15,Cardio,8
Carried over,02/02/2022,Player 15,Cardio,7
Actual,01/02/2022,Player 15,Cardio,7
Actual,03/02/2022,Player 15,Cardio,6
Actual,04/02/2022,Player 15,Cardio,7
Carried over,08/02/2022,Player 15,Cardio,6
Actual,07/02/2022,Player 15,Cardio,6
Actual,09/02/2022,Player 15,Cardio,7
Actual,10/02/2022,Player 15,Cardio,3
Actual,11/02/2022,Player 15,Cardio,4
Actual,14/02/2022,Player 15,Cardio,4
Carried over,16/02/2022,Player 15,Cardio,7
Actual,15/02/2022,Player 15,Cardio,7
Actual,17/02/2022,Player 15,Cardio,4
Actual,18/02/2022,Player 15,Cardio,5
Actual,21/02/2022,Player 15,Cardio,4
Carried over,23/02/2022,Player 15,Cardio,7
Actual,22/02/2022,Player 15,Cardio,7
Actual,24/02/2022,Player 15,Cardio,7
Actual,25/02/2022,Player 15,Cardio,6
Carried over,01/03/2022,Player 15,Cardio,4
Actual,28/02/2022,Player 15,Cardio,4
Actual,02/03/2022,Player 15,Cardio,4
Actual,03/03/2022,Player 15,Cardio,4
Actual,04/03/2022,Player 15,Cardio,7
Actual,07/03/2022,Player 15,Cardio,9
Actual,08/03/2022,Player 15,Cardio,8
Actual,09/03/2022,Player 15,Cardio,9
Carried over,11/03/2022,Player 15,Cardio,10
Actual,10/03/2022,Player 15,Cardio,10
Carried over,15/03/2022,Player 15,Cardio,9
Actual,14/03/2022,Player 15,Cardio,9
Actual,16/03/2022,Player 15,Cardio,6
Carried over,18/03/2022,Player 15,Cardio,4
Actual,17/03/2022,Player 15,Cardio,4
Carried over,22/03/2022,Player 15,Cardio,5
Actual,21/03/2022,Player 15,Cardio,5
Actual,23/03/2022,Player 15,Cardio,6
Carried over,25/03/2022,Player 15,Cardio,9
Actual,24/03/2022,Player 15,Cardio,9
Actual,28/03/2022,Player 15,Cardio,10
Actual,29/03/2022,Player 15,Cardio,10
Carried over,31/03/2022,Player 15,Cardio,5
Actual,30/03/2022,Player 15,Cardio,5
Actual,01/04/2022,Player 15,Cardio,9
Actual,04/04/2022,Player 15,Cardio,7
Actual,05/04/2022,Player 15,Cardio,5
Carried over,08/04/2022,Player 15,Cardio,7
Carried over,07/04/2022,Player 15,Cardio,7
Actual,06/04/2022,Player 15,Cardio,7
Carried over,12/04/2022,Player 15,Cardio,7
Actual,11/04/2022,Player 15,Cardio,7
Carried over,14/04/2022,Player 15,Cardio,8
Actual,13/04/2022,Player 15,Cardio,8
Actual,15/04/2022,Player 15,Cardio,4
Actual,18/04/2022,Player 15,Cardio,8
Actual,19/04/2022,Player 15,Cardio,3
Actual,20/04/2022,Player 15,Cardio,9
Actual,21/04/2022,Player 15,Cardio,9
Actual,22/04/2022,Player 15,Cardio,9
Carried over,26/04/2022,Player 15,Cardio,3
Actual,25/04/2022,Player 15,Cardio,3
Actual,27/04/2022,Player 15,Cardio,4
Carried over,29/04/2022,Player 15,Cardio,8
Actual,28/04/2022,Player 15,Cardio,8
Actual,02/05/2022,Player 15,Cardio,4
Carried over,09/05/2022,Player 15,Cardio,4
Carried over,06/05/2022,Player 15,Cardio,4
Carried over,05/05/2022,Player 15,Cardio,4
Carried over,04/05/2022,Player 15,Cardio,4
Actual,03/05/2022,Player 15,Cardio,4
Actual,10/05/2022,Player 15,Cardio,9
Actual,11/05/2022,Player 15,Cardio,3
Actual,12/05/2022,Player 15,Cardio,6
Carried over,16/05/2022,Player 15,Cardio,4
Actual,13/05/2022,Player 15,Cardio,4
Carried over,19/05/2022,Player 15,Cardio,9
Carried over,18/05/2022,Player 15,Cardio,9
Actual,17/05/2022,Player 15,Cardio,9
Actual,20/05/2022,Player 15,Cardio,7
Actual,23/05/2022,Player 15,Cardio,4
Carried over,25/05/2022,Player 15,Cardio,10
Actual,24/05/2022,Player 15,Cardio,10
Carried over,27/05/2022,Player 15,Cardio,8
Actual,26/05/2022,Player 15,Cardio,8
Carried over,31/05/2022,Player 15,Cardio,10
Actual,30/05/2022,Player 15,Cardio,10
Actual,01/06/2022,Player 15,Cardio,5
Actual,02/06/2022,Player 15,Cardio,8
Carried over,06/06/2022,Player 15,Cardio,8
Actual,03/06/2022,Player 15,Cardio,8
Actual,07/06/2022,Player 15,Cardio,6
Carried over,10/06/2022,Player 15,Cardio,3
Carried over,09/06/2022,Player 15,Cardio,3
Actual,08/06/2022,Player 15,Cardio,3
Actual,13/06/2022,Player 15,Cardio,3
Carried over,15/06/2022,Player 15,Cardio,10
Actual,14/06/2022,Player 15,Cardio,10
Actual,16/06/2022,Player 15,Cardio,5
Carried over,21/06/2022,Player 15,Cardio,8
Carried over,20/06/2022,Player 15,Cardio,8
Actual,17/06/2022,Player 15,Cardio,8
Actual,22/06/2022,Player 15,Cardio,8
Actual,23/06/2022,Player 15,Cardio,10
Actual,24/06/2022,Player 15,Cardio,8
Carried over,28/06/2022,Player 15,Cardio,5
Actual,27/06/2022,Player 15,Cardio,5
Actual,29/06/2022,Player 15,Cardio,8
Carried over,07/07/2022,Player 15,Cardio,6
Carried over,06/07/2022,Player 15,Cardio,6
Carried over,05/07/2022,Player 15,Cardio,6
Carried over,04/07/2022,Player 15,Cardio,6
Carried over,01/07/2022,Player 15,Cardio,6
Actual,30/06/2022,Player 15,Cardio,6
Actual,08/07/2022,Player 15,Cardio,8
Actual,11/07/2022,Player 15,Cardio,9
Actual,12/07/2022,Player 15,Cardio,8
Carried over,14/07/2022,Player 15,Cardio,9
Actual,13/07/2022,Player 15,Cardio,9
Actual,15/07/2022,Player 15,Cardio,9
Actual,18/07/2022,Player 15,Cardio,4
Actual,19/07/2022,Player 15,Cardio,4
Actual,20/07/2022,Player 15,Cardio,10
Actual,21/07/2022,Player 15,Cardio,3
Actual,22/07/2022,Player 15,Cardio,3
Actual,25/07/2022,Player 15,Cardio,6
Carried over,27/07/2022,Player 15,Cardio,10
Actual,26/07/2022,Player 15,Cardio,10
Carried over,04/08/2021,Player 13,Agility,7
Carried over,03/08/2021,Player 13,Agility,7
Actual,02/08/2021,Player 13,Agility,7
Carried over,16/08/2021,Player 13,Agility,9
Carried over,13/08/2021,Player 13,Agility,9
Carried over,12/08/2021,Player 13,Agility,9
Carried over,11/08/2021,Player 13,Agility,9
Carried over,10/08/2021,Player 13,Agility,9
Carried over,09/08/2021,Player 13,Agility,9
Carried over,06/08/2021,Player 13,Agility,9
Actual,05/08/2021,Player 13,Agility,9
Carried over,23/08/2021,Player 13,Agility,7
Carried over,20/08/2021,Player 13,Agility,7
Carried over,19/08/2021,Player 13,Agility,7
Carried over,18/08/2021,Player 13,Agility,7
Actual,17/08/2021,Player 13,Agility,7
Carried over,26/08/2021,Player 13,Agility,3
Carried over,25/08/2021,Player 13,Agility,3
Actual,24/08/2021,Player 13,Agility,3
Carried over,30/08/2021,Player 13,Agility,6
Actual,27/08/2021,Player 13,Agility,6
Carried over,06/09/2021,Player 13,Agility,5
Carried over,03/09/2021,Player 13,Agility,5
Carried over,02/09/2021,Player 13,Agility,5
Carried over,01/09/2021,Player 13,Agility,5
Actual,31/08/2021,Player 13,Agility,5
Actual,07/09/2021,Player 13,Agility,9
Carried over,14/09/2021,Player 13,Agility,5
