Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
05/12/2024,PA005,London,Tokyo,Premium Economy,1690,Yes,0,Vegetarian
31/10/2024,PA011,Perth,Tokyo,Economy,1170,Yes,1,Nut Free
25/04/2024,PA006,Tokyo,London,First Class,399,Yes,1,Nut Free
26/02/2024,PA001,London,New York,Premium Economy,1262.5,Yes,2,Nut Free
23/04/2024,PA001,London,New York,Premium Economy,552.5,Yes,3,Egg Free
30/08/2024,PA009,New York,Tokyo,First Class,482,Yes,0,Vegetarian
27/09/2024,PA001,London,New York,Business Class,831.6,Yes,1,Nut Free
01/04/2024,PA005,London,Tokyo,First Class,270,Yes,2,Dairy Free
11/09/2024,PA005,London,Tokyo,Business Class,724.8,Yes,3,Egg Free
27/12/2024,PA005,London,Tokyo,First Class,602,Yes,1,None
23/12/2024,PA009,New York,Tokyo,Premium Economy,1030,Yes,0,Vegetarian
10/07/2024,PA012,Tokyo,Perth,Premium Economy,1592.5,Yes,2,None
24/07/2024,PA011,Perth,Tokyo,First Class,413,Yes,0,Vegetarian
29/01/2024,PA006,Tokyo,London,Economy,1095,Yes,2,Vegan
27/08/2024,PA008,Perth,New York,Premium Economy,1637.5,Yes,0,Egg Free
21/05/2024,PA010,Tokyo,New York,Premium Economy,667.5,Yes,2,Nut Free
14/09/2024,PA009,New York,Tokyo,Economy,2875,Yes,1,None
26/01/2024,PA011,Perth,Tokyo,First Class,216,Yes,2,Vegan
15/08/2024,PA006,Tokyo,London,Economy,2395,Yes,1,Egg Free
01/11/2024,PA009,New York,Tokyo,Business Class,373.2,Yes,2,Egg Free
03/04/2024,PA006,Tokyo,London,Economy,1930,Yes,3,Vegetarian
09/12/2024,PA002,New York,London,First Class,352,Yes,0,Egg Free
21/05/2024,PA002,New York,London,Business Class,795.6,Yes,0,Vegan
02/06/2024,PA011,Perth,Tokyo,Premium Economy,762.5,Yes,2,Vegetarian
16/10/2024,PA011,Perth,Tokyo,First Class,572,Yes,1,Vegetarian
04/11/2024,PA001,London,New York,Premium Economy,522.5,Yes,0,Vegan
19/03/2024,PA009,New York,Tokyo,Premium Economy,1170,Yes,1,None
02/05/2024,PA002,New York,London,Premium Economy,695,Yes,1,Vegan
12/12/2024,PA003,London,Perth,Business Class,482.4,Yes,0,None
28/12/2024,PA007,New York,Perth,Business Class,460.8,Yes,1,None
21/09/2024,PA002,New York,London,First Class,533,Yes,2,Vegan
28/10/2024,PA008,Perth,New York,Premium Economy,1342.5,Yes,2,Vegan
21/12/2024,PA003,London,Perth,Economy,1495,Yes,0,Vegan
07/04/2024,PA002,New York,London,Business Class,462,Yes,1,Egg Free
10/01/2024,PA007,New York,Perth,Business Class,406.8,Yes,1,Egg Free
11/09/2024,PA004,Perth,London,Premium Economy,1132.5,Yes,2,Egg Free
07/05/2024,PA004,Perth,London,First Class,438,Yes,1,None
01/05/2024,PA011,Perth,Tokyo,First Class,385,Yes,0,Egg Free
27/09/2024,PA008,Perth,New York,Premium Economy,1037.5,Yes,3,Nut Free
17/10/2024,PA007,New York,Perth,Premium Economy,1580,Yes,3,Dairy Free
07/10/2024,PA012,Tokyo,Perth,Business Class,387.6,Yes,0,None
21/03/2024,PA004,Perth,London,First Class,260,Yes,0,Vegetarian
12/11/2024,PA010,Tokyo,New York,Economy,3295,Yes,3,Nut Free
21/09/2024,PA001,London,New York,First Class,215,Yes,2,None
29/12/2024,PA002,New York,London,First Class,616,Yes,1,Nut Free
06/08/2024,PA007,New York,Perth,Business Class,664.8,Yes,0,Dairy Free
19/09/2024,PA006,Tokyo,London,First Class,468,Yes,0,Vegan
30/11/2024,PA004,Perth,London,Economy,1200,Yes,2,None
29/10/2024,PA001,London,New York,Economy,1695,Yes,0,Egg Free
15/12/2024,PA008,Perth,New York,Premium Economy,1690,Yes,2,Vegan
18/12/2024,PA010,Tokyo,New York,Economy,1335,Yes,0,Vegan
22/01/2024,PA012,Tokyo,Perth,Premium Economy,862.5,Yes,0,Dairy Free
23/06/2024,PA004,Perth,London,Business Class,386.4,Yes,0,Vegan
04/11/2024,PA007,New York,Perth,Economy,2455,Yes,0,None
09/10/2024,PA006,Tokyo,London,Business Class,428.4,Yes,3,Egg Free
24/09/2024,PA002,New York,London,Economy,2690,Yes,0,Egg Free
01/10/2024,PA002,New York,London,Economy,1120,Yes,1,Dairy Free
21/11/2024,PA011,Perth,Tokyo,First Class,420,Yes,0,Egg Free
30/09/2024,PA008,Perth,New York,Premium Economy,1355,Yes,1,None
09/08/2024,PA006,Tokyo,London,Economy,1515,Yes,3,Nut Free
20/10/2024,PA005,London,Tokyo,Premium Economy,832.5,Yes,0,Vegetarian
27/11/2024,PA001,London,New York,Economy,2350,Yes,2,Nut Free
27/09/2024,PA004,Perth,London,Economy,2825,Yes,3,Vegetarian
08/12/2024,PA003,London,Perth,Premium Economy,1330,Yes,2,Dairy Free
07/02/2024,PA009,New York,Tokyo,Business Class,486,Yes,2,Dairy Free
13/03/2024,PA011,Perth,Tokyo,First Class,610,Yes,1,Vegetarian
19/01/2024,PA006,Tokyo,London,Premium Economy,1160,Yes,0,Vegan
12/07/2024,PA012,Tokyo,Perth,Business Class,786,Yes,3,Vegan
02/05/2024,PA002,New York,London,First Class,392,Yes,2,Vegan
12/12/2024,PA010,Tokyo,New York,First Class,688,Yes,0,Egg Free
27/03/2024,PA011,Perth,Tokyo,Premium Economy,1610,Yes,3,Nut Free
24/06/2024,PA010,Tokyo,New York,Premium Economy,592.5,Yes,0,Dairy Free
08/02/2024,PA006,Tokyo,London,First Class,272,Yes,2,Nut Free
20/04/2024,PA011,Perth,Tokyo,Premium Economy,1517.5,Yes,2,Vegan
27/09/2024,PA002,New York,London,First Class,683,Yes,1,Nut Free
11/08/2024,PA011,Perth,Tokyo,Business Class,738,Yes,0,Vegan
04/02/2024,PA011,Perth,Tokyo,Business Class,352.8,Yes,2,Vegetarian
31/01/2024,PA005,London,Tokyo,Premium Economy,1692.5,Yes,3,None
21/03/2024,PA010,Tokyo,New York,Business Class,447.6,Yes,1,None
26/06/2024,PA010,Tokyo,New York,Premium Economy,1630,Yes,2,Dairy Free
17/09/2024,PA010,Tokyo,New York,Business Class,324,Yes,1,Vegetarian
26/02/2024,PA002,New York,London,Economy,2560,Yes,3,Dairy Free
07/12/2024,PA004,Perth,London,Premium Economy,1582.5,Yes,1,Nut Free
11/06/2024,PA011,Perth,Tokyo,Business Class,480,Yes,2,Egg Free
05/01/2024,PA009,New York,Tokyo,Economy,1805,Yes,2,Nut Free
06/08/2024,PA009,New York,Tokyo,Economy,1900,Yes,2,Nut Free
13/04/2024,PA004,Perth,London,Premium Economy,1340,Yes,2,Nut Free
20/09/2024,PA006,Tokyo,London,Business Class,463.2,Yes,0,Nut Free
06/05/2024,PA006,Tokyo,London,Business Class,744,Yes,3,Egg Free
18/01/2024,PA004,Perth,London,Economy,1410,Yes,0,Dairy Free
27/01/2024,PA002,New York,London,Economy,3160,Yes,2,Dairy Free
27/12/2024,PA009,New York,Tokyo,First Class,477,Yes,0,Nut Free
13/08/2024,PA010,Tokyo,New York,First Class,660,Yes,1,Vegetarian
12/06/2024,PA008,Perth,New York,Economy,1905,Yes,2,Vegetarian
01/09/2024,PA012,Tokyo,Perth,Economy,2295,Yes,2,Vegan
23/10/2024,PA007,New York,Perth,First Class,414,Yes,3,Egg Free
20/05/2024,PA001,London,New York,Premium Economy,1185,Yes,1,Vegetarian
17/02/2024,PA008,Perth,New York,Economy,2880,Yes,0,Vegetarian
29/01/2024,PA002,New York,London,First Class,649,Yes,0,Vegan
16/08/2024,PA004,Perth,London,Economy,3205,Yes,0,Dairy Free
04/01/2024,PA002,New York,London,First Class,398,Yes,1,Vegetarian
06/09/2024,PA002,New York,London,Economy,2940,Yes,0,Egg Free
08/02/2024,PA002,New York,London,Economy,1315,Yes,0,Egg Free
01/06/2024,PA001,London,New York,Business Class,751.2,Yes,2,Vegan
14/05/2024,PA010,Tokyo,New York,First Class,502,Yes,1,Dairy Free
01/10/2024,PA008,Perth,New York,Premium Economy,860,Yes,3,Egg Free
20/11/2024,PA005,London,Tokyo,Premium Economy,1007.5,Yes,3,Vegetarian
02/08/2024,PA001,London,New York,Premium Economy,1502.5,Yes,0,None
09/06/2024,PA002,New York,London,First Class,530,Yes,3,Egg Free
03/04/2024,PA003,London,Perth,Economy,1455,Yes,0,Egg Free
10/05/2024,PA008,Perth,New York,Business Class,720,Yes,0,Egg Free
23/10/2024,PA003,London,Perth,Business Class,295.2,Yes,0,Egg Free
29/07/2024,PA012,Tokyo,Perth,Business Class,840,Yes,0,None
05/07/2024,PA006,Tokyo,London,Business Class,733.2,Yes,2,Nut Free
23/08/2024,PA009,New York,Tokyo,Premium Economy,945,Yes,1,Egg Free
18/01/2024,PA004,Perth,London,First Class,476,Yes,0,Dairy Free
17/08/2024,PA008,Perth,New York,Premium Economy,915,Yes,2,Dairy Free
28/07/2024,PA012,Tokyo,Perth,First Class,481,Yes,1,Vegetarian
24/06/2024,PA006,Tokyo,London,Business Class,338.4,Yes,3,Nut Free
05/10/2024,PA008,Perth,New York,Economy,1345,Yes,3,Nut Free
09/03/2024,PA010,Tokyo,New York,First Class,500,Yes,3,Vegan
12/03/2024,PA008,Perth,New York,Economy,1505,Yes,3,Vegan
22/09/2024,PA011,Perth,Tokyo,Premium Economy,962.5,Yes,0,Dairy Free
29/05/2024,PA010,Tokyo,New York,First Class,209,Yes,3,Vegan
27/06/2024,PA008,Perth,New York,Economy,2310,Yes,0,Dairy Free
19/07/2024,PA001,London,New York,First Class,506,Yes,0,Dairy Free
02/09/2024,PA007,New York,Perth,Economy,2935,Yes,2,Egg Free
15/12/2024,PA009,New York,Tokyo,Business Class,721.2,Yes,3,None
07/09/2024,PA002,New York,London,Business Class,638.4,Yes,2,Egg Free
14/06/2024,PA012,Tokyo,Perth,First Class,415,Yes,3,Vegan
30/08/2024,PA011,Perth,Tokyo,Premium Economy,1167.5,Yes,0,Vegetarian
25/02/2024,PA009,New York,Tokyo,Premium Economy,772.5,Yes,0,None
23/01/2024,PA007,New York,Perth,Business Class,679.2,Yes,3,Vegan
25/02/2024,PA005,London,Tokyo,Business Class,523.2,Yes,1,Nut Free
25/07/2024,PA012,Tokyo,Perth,Business Class,739.2,Yes,0,Vegetarian
21/01/2024,PA003,London,Perth,First Class,544,Yes,1,Dairy Free
07/01/2024,PA001,London,New York,Economy,2720,Yes,2,Vegetarian
30/01/2024,PA010,Tokyo,New York,First Class,599,Yes,2,Nut Free
15/08/2024,PA009,New York,Tokyo,First Class,618,Yes,3,Nut Free
23/11/2024,PA005,London,Tokyo,Premium Economy,1220,Yes,1,None
22/01/2024,PA008,Perth,New York,Business Class,297.6,Yes,0,Nut Free
12/12/2024,PA009,New York,Tokyo,Economy,2040,Yes,3,None
29/05/2024,PA003,London,Perth,First Class,388,Yes,2,Vegan
23/04/2024,PA009,New York,Tokyo,First Class,649,Yes,3,Dairy Free
10/09/2024,PA012,Tokyo,Perth,Economy,2400,Yes,1,Nut Free
29/01/2024,PA012,Tokyo,Perth,Premium Economy,1287.5,Yes,0,Vegetarian
04/06/2024,PA001,London,New York,Economy,1020,Yes,1,Nut Free
20/06/2024,PA008,Perth,New York,Premium Economy,517.5,Yes,2,Dairy Free
15/05/2024,PA001,London,New York,Premium Economy,720,Yes,2,Vegetarian
09/01/2024,PA002,New York,London,Business Class,284.4,Yes,2,None
26/09/2024,PA011,Perth,Tokyo,Economy,3495,Yes,1,Nut Free
26/03/2024,PA012,Tokyo,Perth,Premium Economy,1577.5,Yes,0,Vegetarian
07/01/2024,PA012,Tokyo,Perth,Premium Economy,707.5,Yes,3,Vegetarian
01/04/2024,PA007,New York,Perth,First Class,307,Yes,1,Dairy Free
07/09/2024,PA011,Perth,Tokyo,Premium Economy,1557.5,Yes,1,Vegan
30/08/2024,PA008,Perth,New York,Premium Economy,502.5,Yes,1,Egg Free
09/12/2024,PA008,Perth,New York,Premium Economy,1690,Yes,3,Nut Free
24/05/2024,PA012,Tokyo,Perth,Economy,2370,Yes,0,None
27/07/2024,PA011,Perth,Tokyo,Business Class,343.2,Yes,1,Dairy Free
17/02/2024,PA002,New York,London,First Class,461,Yes,3,Vegetarian
17/06/2024,PA004,Perth,London,Economy,1755,Yes,3,Vegetarian
05/08/2024,PA007,New York,Perth,Economy,2915,Yes,2,Vegetarian
09/11/2024,PA010,Tokyo,New York,Economy,1855,Yes,3,Dairy Free
03/06/2024,PA007,New York,Perth,First Class,608,Yes,3,Egg Free
17/11/2024,PA010,Tokyo,New York,First Class,540,Yes,3,Dairy Free
25/12/2024,PA006,Tokyo,London,Premium Economy,1185,Yes,0,Vegetarian
21/10/2024,PA003,London,Perth,First Class,493,Yes,1,Vegan
24/09/2024,PA001,London,New York,First Class,655,Yes,0,Nut Free
28/04/2024,PA010,Tokyo,New York,First Class,569,Yes,3,Vegan
14/08/2024,PA005,London,Tokyo,Premium Economy,1050,Yes,0,Egg Free
01/10/2024,PA008,Perth,New York,Premium Economy,1487.5,Yes,3,Dairy Free
28/08/2024,PA008,Perth,New York,First Class,523,Yes,3,Dairy Free
27/08/2024,PA010,Tokyo,New York,Premium Economy,1475,Yes,1,Vegan
04/07/2024,PA011,Perth,Tokyo,First Class,433,Yes,2,Egg Free
22/11/2024,PA011,Perth,Tokyo,Premium Economy,1155,Yes,1,Vegan
11/10/2024,PA002,New York,London,First Class,344,Yes,2,Vegetarian
26/07/2024,PA003,London,Perth,Premium Economy,1277.5,Yes,3,None
27/10/2024,PA010,Tokyo,New York,Economy,3145,Yes,3,Nut Free
18/09/2024,PA001,London,New York,Business Class,751.2,Yes,1,Nut Free
06/08/2024,PA007,New York,Perth,First Class,659,Yes,2,Dairy Free
21/03/2024,PA009,New York,Tokyo,Premium Economy,647.5,Yes,2,Vegetarian
01/04/2024,PA009,New York,Tokyo,Premium Economy,830,Yes,3,Vegetarian
30/03/2024,PA001,London,New York,Business Class,806.4,Yes,2,Nut Free
27/05/2024,PA010,Tokyo,New York,Business Class,703.2,Yes,3,Nut Free
21/12/2024,PA003,London,Perth,Economy,2585,Yes,1,None
29/10/2024,PA010,Tokyo,New York,Business Class,410.4,Yes,1,Nut Free
11/11/2024,PA001,London,New York,Business Class,337.2,Yes,2,Nut Free
28/03/2024,PA010,Tokyo,New York,Business Class,523.2,Yes,1,Vegetarian
20/07/2024,PA012,Tokyo,Perth,Business Class,822,Yes,3,Nut Free
20/06/2024,PA006,Tokyo,London,First Class,300,Yes,0,Vegan
22/12/2024,PA006,Tokyo,London,Premium Economy,627.5,Yes,1,Egg Free
10/11/2024,PA006,Tokyo,London,Premium Economy,1390,Yes,3,Vegetarian
08/08/2024,PA004,Perth,London,Business Class,357.6,Yes,3,Vegan
09/02/2024,PA001,London,New York,Premium Economy,1167.5,Yes,2,Vegetarian
14/05/2024,PA006,Tokyo,London,Premium Economy,1350,Yes,2,Egg Free
10/02/2024,PA001,London,New York,Premium Economy,815,Yes,3,Dairy Free
20/03/2024,PA006,Tokyo,London,Economy,1860,Yes,2,Dairy Free
04/04/2024,PA009,New York,Tokyo,Premium Economy,1425,Yes,2,None
17/12/2024,PA012,Tokyo,Perth,Premium Economy,1440,Yes,1,None
27/10/2024,PA002,New York,London,Business Class,397.2,Yes,1,Vegetarian
02/08/2024,PA005,London,Tokyo,Premium Economy,687.5,Yes,2,Egg Free
06/12/2024,PA001,London,New York,Economy,2635,Yes,1,Nut Free
05/04/2024,PA005,London,Tokyo,Premium Economy,1552.5,Yes,0,Egg Free
19/10/2024,PA007,New York,Perth,Economy,2230,Yes,0,Dairy Free
07/09/2024,PA003,London,Perth,Business Class,446.4,Yes,3,Vegan
12/07/2024,PA008,Perth,New York,Economy,1165,Yes,3,None
18/10/2024,PA007,New York,Perth,Business Class,501.6,Yes,0,Nut Free
02/05/2024,PA003,London,Perth,First Class,668,Yes,2,Dairy Free
05/07/2024,PA001,London,New York,Economy,2685,Yes,0,Dairy Free
22/06/2024,PA003,London,Perth,Premium Economy,1162.5,Yes,2,Vegetarian
28/11/2024,PA009,New York,Tokyo,Business Class,643.2,Yes,1,Vegetarian
12/06/2024,PA010,Tokyo,New York,First Class,624,Yes,0,None
20/05/2024,PA008,Perth,New York,First Class,629,Yes,1,Vegan
21/12/2024,PA009,New York,Tokyo,First Class,381,Yes,1,Dairy Free
25/01/2024,PA003,London,Perth,Business Class,711.6,Yes,0,Egg Free
21/05/2024,PA006,Tokyo,London,First Class,617,Yes,2,Nut Free
23/01/2024,PA001,London,New York,First Class,254,Yes,0,Egg Free
13/10/2024,PA011,Perth,Tokyo,Business Class,337.2,Yes,3,Vegetarian
20/12/2024,PA007,New York,Perth,Economy,3045,Yes,1,Dairy Free
24/09/2024,PA004,Perth,London,Premium Economy,1075,Yes,3,Dairy Free
06/11/2024,PA010,Tokyo,New York,Business Class,277.2,Yes,2,Egg Free
29/06/2024,PA009,New York,Tokyo,Economy,2740,Yes,3,Vegan
01/03/2024,PA007,New York,Perth,Business Class,685.2,Yes,1,Egg Free
02/09/2024,PA008,Perth,New York,First Class,458,Yes,0,Dairy Free
08/04/2024,PA010,Tokyo,New York,First Class,223,Yes,0,None
25/02/2024,PA005,London,Tokyo,Premium Economy,1002.5,Yes,1,Vegan
28/07/2024,PA007,New York,Perth,Economy,1360,Yes,3,Vegetarian
27/12/2024,PA012,Tokyo,Perth,Business Class,637.2,Yes,2,Nut Free
06/05/2024,PA004,Perth,London,Business Class,626.4,Yes,2,Dairy Free
29/12/2024,PA007,New York,Perth,First Class,607,Yes,0,None
27/06/2024,PA006,Tokyo,London,Premium Economy,617.5,Yes,0,None
21/06/2024,PA005,London,Tokyo,Economy,2635,Yes,1,Vegan
15/02/2024,PA006,Tokyo,London,Economy,3445,Yes,2,Nut Free
03/10/2024,PA006,Tokyo,London,Economy,2805,Yes,3,Vegan
04/04/2024,PA012,Tokyo,Perth,Economy,3190,Yes,2,Egg Free
16/09/2024,PA002,New York,London,Premium Economy,720,Yes,3,Nut Free
25/04/2024,PA003,London,Perth,Economy,2450,Yes,3,Egg Free
09/06/2024,PA001,London,New York,Business Class,584.4,Yes,3,None
14/06/2024,PA009,New York,Tokyo,Premium Economy,695,Yes,2,Nut Free
14/03/2024,PA002,New York,London,Premium Economy,1360,Yes,3,Dairy Free
23/06/2024,PA010,Tokyo,New York,Economy,2345,Yes,0,Dairy Free
13/10/2024,PA010,Tokyo,New York,First Class,615,Yes,3,Egg Free
24/01/2024,PA007,New York,Perth,Premium Economy,1462.5,Yes,1,Vegetarian
09/09/2024,PA010,Tokyo,New York,Business Class,540,Yes,2,Vegan
11/01/2024,PA008,Perth,New York,Business Class,516,Yes,2,Vegan
10/11/2024,PA010,Tokyo,New York,First Class,595,Yes,3,Dairy Free
01/12/2024,PA007,New York,Perth,Premium Economy,637.5,Yes,0,Vegetarian
22/08/2024,PA012,Tokyo,Perth,First Class,605,Yes,3,Vegetarian
26/11/2024,PA005,London,Tokyo,First Class,316,Yes,3,Dairy Free
17/02/2024,PA003,London,Perth,First Class,561,Yes,1,Dairy Free
07/05/2024,PA002,New York,London,Premium Economy,895,Yes,3,Dairy Free
24/05/2024,PA009,New York,Tokyo,First Class,514,Yes,1,Vegetarian
09/08/2024,PA008,Perth,New York,Business Class,366,Yes,3,Vegetarian
28/12/2024,PA012,Tokyo,Perth,Premium Economy,1357.5,Yes,2,Dairy Free
17/01/2024,PA004,Perth,London,Economy,2120,Yes,0,Nut Free
02/12/2024,PA006,Tokyo,London,First Class,397,Yes,2,Egg Free
18/12/2024,PA010,Tokyo,New York,First Class,697,Yes,1,Dairy Free
21/02/2024,PA004,Perth,London,Business Class,606,Yes,2,Nut Free
23/04/2024,PA008,Perth,New York,Premium Economy,750,Yes,1,Vegan
18/04/2024,PA009,New York,Tokyo,Economy,2280,Yes,0,Egg Free
03/02/2024,PA008,Perth,New York,First Class,682,Yes,2,Vegetarian
30/06/2024,PA003,London,Perth,Premium Economy,1417.5,Yes,1,Egg Free
13/04/2024,PA009,New York,Tokyo,Business Class,783.6,Yes,2,Vegan
27/07/2024,PA009,New York,Tokyo,Economy,2625,Yes,2,None
16/03/2024,PA011,Perth,Tokyo,First Class,404,Yes,0,Dairy Free
20/06/2024,PA001,London,New York,Economy,2015,Yes,0,None
02/03/2024,PA007,New York,Perth,Business Class,475.2,Yes,1,Vegan
31/05/2024,PA001,London,New York,Business Class,438,Yes,0,Vegetarian
28/04/2024,PA002,New York,London,Business Class,807.6,Yes,3,Vegetarian
19/09/2024,PA007,New York,Perth,Economy,2005,Yes,2,Vegetarian
05/12/2024,PA003,London,Perth,Business Class,360,Yes,0,Vegetarian
22/09/2024,PA002,New York,London,Premium Economy,900,Yes,1,Egg Free
25/05/2024,PA003,London,Perth,Business Class,440.4,Yes,1,Vegan
18/10/2024,PA003,London,Perth,Business Class,446.4,Yes,3,Dairy Free
14/11/2024,PA010,Tokyo,New York,First Class,415,Yes,3,Egg Free
15/01/2024,PA008,Perth,New York,Business Class,716.4,Yes,3,Dairy Free
19/02/2024,PA006,Tokyo,London,Economy,1920,Yes,3,None
19/04/2024,PA004,Perth,London,Economy,2015,Yes,3,Vegan
02/05/2024,PA009,New York,Tokyo,Premium Economy,1547.5,Yes,2,Egg Free
27/10/2024,PA008,Perth,New York,Premium Economy,1015,Yes,2,Vegan
26/07/2024,PA007,New York,Perth,Premium Economy,747.5,Yes,1,Vegetarian
07/02/2024,PA003,London,Perth,First Class,378,Yes,2,None
01/11/2024,PA010,Tokyo,New York,First Class,626,Yes,3,Egg Free
19/11/2024,PA011,Perth,Tokyo,Economy,2370,Yes,1,None
25/07/2024,PA002,New York,London,First Class,620,Yes,0,None
30/10/2024,PA001,London,New York,Business Class,692.4,Yes,3,Vegan
14/05/2024,PA007,New York,Perth,Business Class,586.8,Yes,3,Nut Free
20/01/2024,PA002,New York,London,First Class,201,Yes,2,Egg Free
16/01/2024,PA002,New York,London,First Class,421,Yes,1,Nut Free
23/05/2024,PA012,Tokyo,Perth,Economy,1780,Yes,1,Vegan
10/08/2024,PA008,Perth,New York,Premium Economy,1325,Yes,2,None
09/08/2024,PA002,New York,London,First Class,323,Yes,1,Nut Free
05/05/2024,PA004,Perth,London,Premium Economy,962.5,Yes,3,Vegan
23/04/2024,PA003,London,Perth,Premium Economy,1575,Yes,1,None
20/05/2024,PA002,New York,London,Premium Economy,1660,Yes,2,Nut Free
14/06/2024,PA004,Perth,London,Premium Economy,1080,Yes,1,Egg Free
29/01/2024,PA001,London,New York,First Class,251,Yes,3,Dairy Free
09/10/2024,PA012,Tokyo,Perth,Economy,2285,Yes,1,Nut Free
02/03/2024,PA012,Tokyo,Perth,Business Class,752.4,Yes,2,Nut Free
03/08/2024,PA008,Perth,New York,Economy,2255,Yes,3,Dairy Free
08/08/2024,PA004,Perth,London,Premium Economy,1452.5,Yes,0,Dairy Free
04/12/2024,PA012,Tokyo,Perth,Premium Economy,1015,Yes,0,Vegan
01/02/2024,PA004,Perth,London,Economy,2520,Yes,0,Egg Free
29/05/2024,PA007,New York,Perth,Business Class,439.2,Yes,1,Nut Free
21/08/2024,PA003,London,Perth,Economy,1220,Yes,3,Vegetarian
03/03/2024,PA005,London,Tokyo,Economy,1225,Yes,0,None
22/05/2024,PA003,London,Perth,Economy,3415,Yes,0,Nut Free
08/08/2024,PA004,Perth,London,First Class,604,Yes,2,Nut Free
20/12/2024,PA009,New York,Tokyo,Business Class,424.8,Yes,3,Egg Free
14/06/2024,PA011,Perth,Tokyo,Economy,1545,Yes,1,Nut Free
08/03/2024,PA009,New York,Tokyo,Economy,2355,Yes,3,Vegan
19/05/2024,PA004,Perth,London,Premium Economy,1540,Yes,0,None
21/04/2024,PA009,New York,Tokyo,Premium Economy,1315,Yes,2,Egg Free
20/11/2024,PA004,Perth,London,Business Class,818.4,Yes,1,Vegan
10/10/2024,PA007,New York,Perth,Premium Economy,1110,Yes,3,None
26/09/2024,PA009,New York,Tokyo,Economy,1350,Yes,3,Vegetarian
13/02/2024,PA005,London,Tokyo,Premium Economy,685,Yes,3,Nut Free
27/01/2024,PA010,Tokyo,New York,First Class,348,Yes,2,Dairy Free
17/02/2024,PA001,London,New York,Business Class,397.2,Yes,2,Vegan
31/01/2024,PA005,London,Tokyo,Business Class,806.4,Yes,2,Nut Free
13/11/2024,PA006,Tokyo,London,Premium Economy,1440,Yes,0,Vegan
21/03/2024,PA011,Perth,Tokyo,Premium Economy,502.5,Yes,0,Vegetarian
07/06/2024,PA008,Perth,New York,Premium Economy,1572.5,Yes,2,Egg Free
18/07/2024,PA006,Tokyo,London,Economy,1450,Yes,1,Vegan
06/01/2024,PA003,London,Perth,Business Class,324,Yes,2,Dairy Free
02/02/2024,PA003,London,Perth,Business Class,578.4,Yes,2,Nut Free
29/12/2024,PA011,Perth,Tokyo,Business Class,273.6,Yes,3,Egg Free
23/09/2024,PA009,New York,Tokyo,Business Class,619.2,Yes,3,Vegetarian
25/02/2024,PA002,New York,London,Premium Economy,725,Yes,1,Vegetarian
04/04/2024,PA012,Tokyo,Perth,Economy,2420,Yes,2,Vegan
27/04/2024,PA001,London,New York,Premium Economy,1045,Yes,0,Nut Free
15/05/2024,PA007,New York,Perth,Premium Economy,850,Yes,2,Vegan
28/09/2024,PA010,Tokyo,New York,Business Class,396,Yes,3,None
22/01/2024,PA007,New York,Perth,Economy,1350,Yes,3,Vegan
18/03/2024,PA004,Perth,London,Premium Economy,702.5,Yes,3,Vegan
21/07/2024,PA008,Perth,New York,First Class,543,Yes,2,Vegan
15/07/2024,PA012,Tokyo,Perth,Premium Economy,1422.5,Yes,2,Nut Free
26/07/2024,PA005,London,Tokyo,First Class,578,Yes,1,Dairy Free
24/02/2024,PA005,London,Tokyo,Premium Economy,1560,Yes,3,Dairy Free
02/03/2024,PA012,Tokyo,Perth,Business Class,271.2,Yes,3,Egg Free
26/12/2024,PA003,London,Perth,Premium Economy,787.5,Yes,2,Vegetarian
07/04/2024,PA006,Tokyo,London,Economy,2885,Yes,1,Dairy Free
19/01/2024,PA010,Tokyo,New York,Business Class,728.4,Yes,1,Dairy Free
29/08/2024,PA008,Perth,New York,First Class,366,Yes,1,None
12/11/2024,PA002,New York,London,First Class,553,Yes,0,None
20/04/2024,PA003,London,Perth,Business Class,654,Yes,0,Vegetarian
14/10/2024,PA007,New York,Perth,Economy,1170,Yes,3,Vegan
14/09/2024,PA004,Perth,London,Economy,2565,Yes,1,Dairy Free
19/02/2024,PA010,Tokyo,New York,Premium Economy,1297.5,Yes,2,None
17/08/2024,PA009,New York,Tokyo,Economy,1125,Yes,0,Vegetarian
08/10/2024,PA005,London,Tokyo,First Class,239,Yes,3,None
04/04/2024,PA011,Perth,Tokyo,Premium Economy,1457.5,Yes,0,None
20/05/2024,PA003,London,Perth,Economy,1935,Yes,0,Vegan
24/08/2024,PA008,Perth,New York,Business Class,326.4,Yes,3,Dairy Free
31/05/2024,PA008,Perth,New York,First Class,601,Yes,3,Vegan
18/02/2024,PA011,Perth,Tokyo,Premium Economy,595,Yes,1,Nut Free
17/08/2024,PA005,London,Tokyo,Economy,1895,Yes,0,Egg Free
27/03/2024,PA001,London,New York,Economy,1630,Yes,1,Nut Free
07/01/2024,PA002,New York,London,Premium Economy,1227.5,Yes,3,Vegan
09/07/2024,PA001,London,New York,Business Class,351.6,Yes,3,Vegan
16/01/2024,PA010,Tokyo,New York,Business Class,777.6,Yes,3,Nut Free
05/09/2024,PA002,New York,London,First Class,267,Yes,3,Dairy Free
02/01/2024,PA010,Tokyo,New York,Business Class,572.4,Yes,0,Vegan
16/11/2024,PA011,Perth,Tokyo,Premium Economy,1180,Yes,0,None
