Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
18/11/2024,PA007,New York,Perth,Business Class,823.2,No,1,Vegan
11/04/2024,PA006,Tokyo,London,Economy,1345,No,0,Dairy Free
09/01/2024,PA008,Perth,New York,First Class,554,No,0,Vegetarian
15/09/2024,PA011,Perth,Tokyo,Economy,3015,No,0,Dairy Free
28/11/2024,PA010,Tokyo,New York,Economy,1355,No,3,None
01/07/2024,PA011,Perth,Tokyo,Business Class,691.2,No,1,Vegan
19/08/2024,PA005,London,Tokyo,Business Class,812.4,No,1,Nut Free
23/12/2024,PA006,Tokyo,London,Economy,2055,No,1,Vegan
12/04/2024,PA004,Perth,London,Premium Economy,1597.5,No,0,Dairy Free
27/06/2024,PA007,New York,Perth,Premium Economy,1180,No,0,Nut Free
28/09/2024,PA010,Tokyo,New York,First Class,309,No,2,Vegetarian
22/11/2024,PA005,London,Tokyo,Premium Economy,1512.5,No,2,None
23/09/2024,PA003,London,Perth,Premium Economy,615,No,1,None
09/11/2024,PA005,London,Tokyo,First Class,403,No,1,Vegetarian
18/08/2024,PA012,Tokyo,Perth,Economy,1640,No,3,Vegetarian
25/04/2024,PA004,Perth,London,Economy,2000,No,1,Dairy Free
23/12/2024,PA009,New York,Tokyo,Business Class,388.8,No,1,Vegan
05/05/2024,PA012,Tokyo,Perth,First Class,487,No,1,Egg Free
21/12/2024,PA004,Perth,London,Economy,2905,No,0,Nut Free
08/10/2024,PA008,Perth,New York,Premium Economy,545,No,0,Dairy Free
22/09/2024,PA001,London,New York,Premium Economy,1427.5,No,0,Vegetarian
15/12/2024,PA012,Tokyo,Perth,Economy,3040,No,3,Vegan
01/06/2024,PA001,London,New York,Business Class,651.6,No,0,Nut Free
07/12/2024,PA010,Tokyo,New York,Business Class,361.2,No,0,None
26/05/2024,PA011,Perth,Tokyo,First Class,473,No,2,Dairy Free
28/11/2024,PA006,Tokyo,London,Business Class,795.6,No,3,Vegetarian
14/03/2024,PA002,New York,London,Economy,2705,No,0,None
30/01/2024,PA004,Perth,London,Economy,3370,No,3,Vegan
09/10/2024,PA010,Tokyo,New York,Business Class,320.4,No,0,None
18/12/2024,PA004,Perth,London,First Class,622,No,0,Egg Free
24/10/2024,PA003,London,Perth,Premium Economy,1672.5,No,0,Nut Free
06/01/2024,PA012,Tokyo,Perth,Economy,1630,No,3,Egg Free
07/11/2024,PA012,Tokyo,Perth,Economy,2040,No,3,Egg Free
18/04/2024,PA006,Tokyo,London,Premium Economy,1365,No,0,None
01/11/2024,PA001,London,New York,Economy,1585,No,1,Egg Free
11/06/2024,PA009,New York,Tokyo,Business Class,374.4,No,3,Vegetarian
22/01/2024,PA012,Tokyo,Perth,Economy,1910,No,3,Nut Free
06/11/2024,PA001,London,New York,Premium Economy,1200,No,0,Dairy Free
18/03/2024,PA007,New York,Perth,Business Class,763.2,No,2,Dairy Free
23/09/2024,PA008,Perth,New York,Premium Economy,882.5,No,0,Vegetarian
10/08/2024,PA007,New York,Perth,Premium Economy,1252.5,No,3,None
15/06/2024,PA011,Perth,Tokyo,First Class,449,No,0,Vegan
02/09/2024,PA005,London,Tokyo,Economy,1745,No,2,None
27/08/2024,PA004,Perth,London,Economy,1405,No,0,Nut Free
25/01/2024,PA010,Tokyo,New York,Economy,1080,No,0,Vegetarian
26/08/2024,PA005,London,Tokyo,Business Class,740.4,No,2,Egg Free
26/07/2024,PA008,Perth,New York,Economy,2280,No,0,Nut Free
16/06/2024,PA001,London,New York,Premium Economy,1380,No,3,Nut Free
09/05/2024,PA011,Perth,Tokyo,Business Class,430.8,No,2,Nut Free
08/04/2024,PA001,London,New York,First Class,530,No,3,Vegetarian
03/06/2024,PA003,London,Perth,Premium Economy,1252.5,No,2,Egg Free
28/08/2024,PA012,Tokyo,Perth,Economy,3150,No,2,Vegan
01/09/2024,PA009,New York,Tokyo,First Class,533,No,1,Dairy Free
22/08/2024,PA006,Tokyo,London,Premium Economy,1405,No,3,Dairy Free
16/08/2024,PA002,New York,London,Premium Economy,1160,No,2,Vegetarian
18/02/2024,PA008,Perth,New York,First Class,300,No,3,Vegetarian
31/05/2024,PA004,Perth,London,First Class,676,No,1,Dairy Free
16/05/2024,PA011,Perth,Tokyo,Economy,2565,No,0,Nut Free
22/05/2024,PA012,Tokyo,Perth,Premium Economy,1605,No,1,Dairy Free
17/02/2024,PA001,London,New York,First Class,683,No,3,None
17/03/2024,PA001,London,New York,Premium Economy,990,No,2,Vegan
15/12/2024,PA009,New York,Tokyo,Premium Economy,590,No,1,Nut Free
30/04/2024,PA011,Perth,Tokyo,Economy,2105,No,2,None
29/02/2024,PA003,London,Perth,Business Class,489.6,No,3,Vegetarian
14/07/2024,PA008,Perth,New York,First Class,390,No,3,Vegan
22/07/2024,PA006,Tokyo,London,Business Class,445.2,No,1,Egg Free
13/09/2024,PA003,London,Perth,Premium Economy,1562.5,No,1,Nut Free
26/12/2024,PA004,Perth,London,Premium Economy,1522.5,No,3,Vegetarian
10/05/2024,PA012,Tokyo,Perth,Economy,2030,No,2,Dairy Free
21/02/2024,PA007,New York,Perth,Premium Economy,1247.5,No,0,Vegan
12/05/2024,PA001,London,New York,Business Class,786,No,2,Vegetarian
29/11/2024,PA009,New York,Tokyo,Premium Economy,1607.5,No,1,Vegetarian
13/12/2024,PA003,London,Perth,First Class,588,No,0,Nut Free
19/03/2024,PA001,London,New York,Economy,1835,No,3,Vegan
29/11/2024,PA010,Tokyo,New York,First Class,584,No,2,Nut Free
03/09/2024,PA009,New York,Tokyo,Business Class,382.8,No,0,Vegetarian
21/12/2024,PA002,New York,London,First Class,476,No,1,None
07/08/2024,PA010,Tokyo,New York,Business Class,428.4,No,1,Egg Free
03/01/2024,PA011,Perth,Tokyo,Premium Economy,1075,No,2,None
27/11/2024,PA002,New York,London,Economy,1675,No,3,Vegan
24/02/2024,PA007,New York,Perth,Business Class,362.4,No,1,None
12/12/2024,PA008,Perth,New York,Premium Economy,1175,No,3,None
21/07/2024,PA012,Tokyo,Perth,First Class,346,No,1,Nut Free
05/09/2024,PA007,New York,Perth,Premium Economy,1135,No,0,Dairy Free
25/04/2024,PA008,Perth,New York,First Class,694,No,2,Dairy Free
03/08/2024,PA003,London,Perth,Business Class,422.4,No,1,Dairy Free
05/03/2024,PA012,Tokyo,Perth,First Class,429,No,3,Egg Free
23/12/2024,PA010,Tokyo,New York,Economy,1130,No,1,Vegetarian
12/06/2024,PA009,New York,Tokyo,Premium Economy,1457.5,No,1,Nut Free
14/10/2024,PA009,New York,Tokyo,Economy,1435,No,1,Dairy Free
12/04/2024,PA004,Perth,London,Premium Economy,925,No,0,Vegan
18/10/2024,PA008,Perth,New York,Economy,3025,No,1,Vegan
08/12/2024,PA002,New York,London,First Class,220,No,3,Vegetarian
12/10/2024,PA008,Perth,New York,Economy,2620,No,0,Vegan
23/10/2024,PA003,London,Perth,Premium Economy,1202.5,No,2,Dairy Free
18/03/2024,PA003,London,Perth,Premium Economy,547.5,No,3,Vegan
17/12/2024,PA008,Perth,New York,Premium Economy,617.5,No,3,None
16/05/2024,PA001,London,New York,Business Class,542.4,No,3,Nut Free
17/09/2024,PA012,Tokyo,Perth,Business Class,631.2,No,0,Vegetarian
08/06/2024,PA003,London,Perth,Business Class,241.2,No,3,Nut Free
24/02/2024,PA002,New York,London,First Class,276,No,1,Vegetarian
13/09/2024,PA002,New York,London,Business Class,586.8,No,2,Egg Free
23/11/2024,PA009,New York,Tokyo,Business Class,618,No,1,Vegan
05/08/2024,PA002,New York,London,Premium Economy,1655,No,2,None
25/07/2024,PA011,Perth,Tokyo,First Class,443,No,0,Egg Free
24/06/2024,PA006,Tokyo,London,Economy,1620,No,1,Dairy Free
23/04/2024,PA008,Perth,New York,Business Class,558,No,2,Vegan
12/04/2024,PA002,New York,London,Premium Economy,1397.5,No,2,Vegan
23/04/2024,PA003,London,Perth,Premium Economy,1490,No,3,Dairy Free
07/11/2024,PA008,Perth,New York,Premium Economy,1377.5,No,2,Dairy Free
18/01/2024,PA012,Tokyo,Perth,First Class,397,No,1,Egg Free
03/01/2024,PA007,New York,Perth,Premium Economy,815,No,3,None
18/11/2024,PA004,Perth,London,First Class,264,No,3,None
01/09/2024,PA012,Tokyo,Perth,Premium Economy,725,No,2,None
11/07/2024,PA011,Perth,Tokyo,First Class,423,No,3,Vegan
15/06/2024,PA009,New York,Tokyo,First Class,599,No,1,Vegan
14/12/2024,PA005,London,Tokyo,First Class,214,No,1,Egg Free
09/05/2024,PA004,Perth,London,Economy,2660,No,0,None
20/01/2024,PA002,New York,London,Economy,1730,No,1,Nut Free
25/12/2024,PA004,Perth,London,Business Class,762,No,1,None
20/07/2024,PA004,Perth,London,First Class,636,No,3,Vegan
30/10/2024,PA009,New York,Tokyo,First Class,228,No,3,None
22/07/2024,PA005,London,Tokyo,Premium Economy,587.5,No,2,Nut Free
28/06/2024,PA010,Tokyo,New York,Premium Economy,640,No,1,Vegan
07/06/2024,PA005,London,Tokyo,Premium Economy,1570,No,0,Dairy Free
01/03/2024,PA004,Perth,London,First Class,586,No,3,Egg Free
26/11/2024,PA010,Tokyo,New York,First Class,415,No,2,Nut Free
27/01/2024,PA002,New York,London,Premium Economy,1702.5,No,1,Nut Free
20/11/2024,PA006,Tokyo,London,Business Class,536.4,No,2,Vegan
22/07/2024,PA006,Tokyo,London,First Class,249,No,1,Vegetarian
12/08/2024,PA004,Perth,London,Business Class,464.4,No,3,Dairy Free
25/12/2024,PA007,New York,Perth,Business Class,754.8,No,2,Egg Free
10/05/2024,PA005,London,Tokyo,Premium Economy,605,No,1,Vegan
16/03/2024,PA001,London,New York,Economy,2370,No,1,Egg Free
21/10/2024,PA004,Perth,London,Business Class,583.2,No,2,Vegetarian
23/03/2024,PA006,Tokyo,London,Business Class,661.2,No,2,Vegan
01/11/2024,PA009,New York,Tokyo,Premium Economy,532.5,No,0,Vegetarian
12/01/2024,PA003,London,Perth,Economy,2470,No,1,Nut Free
24/07/2024,PA004,Perth,London,Premium Economy,1437.5,No,0,Vegetarian
28/10/2024,PA005,London,Tokyo,Economy,1540,No,3,None
15/12/2024,PA012,Tokyo,Perth,Economy,2155,No,3,Egg Free
17/12/2024,PA011,Perth,Tokyo,Economy,3370,No,1,Dairy Free
12/02/2024,PA005,London,Tokyo,Business Class,241.2,No,1,Dairy Free
19/05/2024,PA010,Tokyo,New York,Economy,1810,No,0,Nut Free
25/03/2024,PA011,Perth,Tokyo,First Class,358,No,3,Egg Free
20/03/2024,PA008,Perth,New York,Business Class,277.2,No,2,Dairy Free
03/11/2024,PA001,London,New York,First Class,200,No,0,Egg Free
16/07/2024,PA006,Tokyo,London,Premium Economy,542.5,No,1,Vegan
29/04/2024,PA009,New York,Tokyo,Business Class,656.4,No,3,None
28/04/2024,PA002,New York,London,Economy,2035,No,0,None
27/06/2024,PA006,Tokyo,London,Business Class,468,No,1,Vegan
31/01/2024,PA002,New York,London,Business Class,368.4,No,0,Egg Free
07/12/2024,PA009,New York,Tokyo,Premium Economy,855,No,3,Nut Free
29/11/2024,PA003,London,Perth,Premium Economy,527.5,No,2,Nut Free
31/07/2024,PA002,New York,London,Premium Economy,942.5,No,3,None
03/04/2024,PA009,New York,Tokyo,Economy,2510,No,1,Egg Free
07/12/2024,PA004,Perth,London,First Class,632,No,3,None
25/01/2024,PA007,New York,Perth,Business Class,784.8,No,3,None
19/02/2024,PA003,London,Perth,Business Class,771.6,No,0,Vegetarian
01/09/2024,PA004,Perth,London,Premium Economy,1700,No,2,Vegetarian
08/12/2024,PA003,London,Perth,First Class,545,No,2,Dairy Free
09/04/2024,PA002,New York,London,First Class,604,No,2,Dairy Free
10/08/2024,PA012,Tokyo,Perth,First Class,259,No,2,None
28/02/2024,PA011,Perth,Tokyo,First Class,443,No,2,Egg Free
19/02/2024,PA005,London,Tokyo,Business Class,690,No,1,Egg Free
10/03/2024,PA003,London,Perth,Economy,1490,No,2,Egg Free
25/03/2024,PA001,London,New York,Economy,2905,No,0,Vegan
08/09/2024,PA007,New York,Perth,Premium Economy,707.5,No,2,Vegan
29/02/2024,PA007,New York,Perth,First Class,268,No,3,Vegetarian
21/04/2024,PA001,London,New York,Economy,3265,No,2,None
15/02/2024,PA010,Tokyo,New York,Economy,1830,No,3,Dairy Free
05/11/2024,PA005,London,Tokyo,Business Class,288,No,3,None
25/06/2024,PA007,New York,Perth,Premium Economy,1425,No,0,Vegan
02/08/2024,PA001,London,New York,Premium Economy,1722.5,No,1,None
07/08/2024,PA009,New York,Tokyo,First Class,580,No,0,Vegetarian
29/11/2024,PA004,Perth,London,Business Class,249.6,No,0,Dairy Free
14/07/2024,PA009,New York,Tokyo,Business Class,402,No,2,Vegan
02/03/2024,PA006,Tokyo,London,First Class,340,No,1,Egg Free
22/02/2024,PA006,Tokyo,London,Economy,1225,No,1,None
21/11/2024,PA010,Tokyo,New York,Business Class,795.6,No,3,Vegan
01/11/2024,PA003,London,Perth,Business Class,658.8,No,0,Egg Free
15/02/2024,PA012,Tokyo,Perth,Business Class,280.8,No,1,Vegan
22/07/2024,PA010,Tokyo,New York,First Class,365,No,0,None
13/12/2024,PA002,New York,London,Economy,2035,No,2,Egg Free
24/11/2024,PA001,London,New York,Business Class,406.8,No,2,None
17/01/2024,PA009,New York,Tokyo,Business Class,800.4,No,0,Vegetarian
24/07/2024,PA008,Perth,New York,Business Class,405.6,No,3,Egg Free
17/06/2024,PA006,Tokyo,London,Economy,3280,No,2,Vegetarian
16/10/2024,PA002,New York,London,Economy,3215,No,2,Dairy Free
12/03/2024,PA010,Tokyo,New York,Premium Economy,655,No,0,Egg Free
19/11/2024,PA001,London,New York,Business Class,726,No,3,Vegetarian
14/04/2024,PA011,Perth,Tokyo,Economy,2805,No,1,None
20/07/2024,PA002,New York,London,Economy,3225,No,2,None
27/05/2024,PA010,Tokyo,New York,Economy,2205,No,1,Nut Free
05/05/2024,PA007,New York,Perth,First Class,644,No,0,Vegan
16/06/2024,PA011,Perth,Tokyo,First Class,368,No,2,Nut Free
19/02/2024,PA008,Perth,New York,Economy,1410,No,3,Vegan
09/04/2024,PA003,London,Perth,First Class,249,No,0,Vegetarian
31/01/2024,PA005,London,Tokyo,Premium Economy,1457.5,No,1,Egg Free
18/04/2024,PA002,New York,London,Economy,1740,No,2,Dairy Free
23/12/2024,PA008,Perth,New York,First Class,366,No,1,Dairy Free
19/01/2024,PA012,Tokyo,Perth,Economy,3050,No,2,Vegan
23/10/2024,PA002,New York,London,First Class,397,No,2,Egg Free
25/09/2024,PA006,Tokyo,London,Premium Economy,1495,No,2,Dairy Free
20/04/2024,PA012,Tokyo,Perth,Economy,1075,No,3,Egg Free
22/08/2024,PA005,London,Tokyo,Economy,1385,No,2,Dairy Free
19/08/2024,PA007,New York,Perth,First Class,201,No,2,Dairy Free
31/10/2024,PA009,New York,Tokyo,First Class,524,No,1,Nut Free
06/04/2024,PA012,Tokyo,Perth,Business Class,638.4,No,0,Vegetarian
17/06/2024,PA005,London,Tokyo,Economy,2335,No,1,Vegetarian
26/05/2024,PA012,Tokyo,Perth,Premium Economy,1625,No,0,Vegan
16/01/2024,PA012,Tokyo,Perth,Economy,2680,No,3,Dairy Free
15/09/2024,PA006,Tokyo,London,First Class,588,No,3,None
01/06/2024,PA004,Perth,London,Economy,1430,No,3,Nut Free
24/10/2024,PA010,Tokyo,New York,Economy,2505,No,1,Egg Free
11/12/2024,PA007,New York,Perth,First Class,446,No,2,Nut Free
05/07/2024,PA005,London,Tokyo,Economy,1070,No,2,Nut Free
16/10/2024,PA005,London,Tokyo,Economy,2665,No,2,Egg Free
06/01/2024,PA006,Tokyo,London,Economy,3440,No,1,Egg Free
18/06/2024,PA011,Perth,Tokyo,Premium Economy,802.5,No,0,None
07/10/2024,PA003,London,Perth,Economy,1445,No,0,Vegetarian
29/02/2024,PA001,London,New York,First Class,409,No,3,Nut Free
21/11/2024,PA003,London,Perth,Premium Economy,797.5,No,0,None
10/10/2024,PA006,Tokyo,London,Premium Economy,1672.5,No,1,Egg Free
20/01/2024,PA010,Tokyo,New York,First Class,696,No,2,Vegan
24/12/2024,PA007,New York,Perth,Business Class,301.2,No,3,Nut Free
31/01/2024,PA005,London,Tokyo,Economy,1365,No,1,Egg Free
17/05/2024,PA006,Tokyo,London,Business Class,688.8,No,3,None
18/08/2024,PA005,London,Tokyo,Economy,1000,No,0,Egg Free
29/04/2024,PA002,New York,London,First Class,282,No,1,None
11/04/2024,PA005,London,Tokyo,Premium Economy,1002.5,No,3,Vegan
22/08/2024,PA007,New York,Perth,Premium Economy,1007.5,No,0,Dairy Free
12/02/2024,PA002,New York,London,First Class,288,No,1,Vegetarian
14/12/2024,PA007,New York,Perth,First Class,384,No,0,Vegan
26/08/2024,PA003,London,Perth,Economy,3165,No,2,Egg Free
01/08/2024,PA004,Perth,London,Business Class,364.8,No,1,Nut Free
20/12/2024,PA011,Perth,Tokyo,Premium Economy,577.5,No,1,Vegetarian
16/01/2024,PA009,New York,Tokyo,Economy,3365,No,2,Vegan
09/04/2024,PA009,New York,Tokyo,Premium Economy,1427.5,No,0,Nut Free
05/05/2024,PA008,Perth,New York,First Class,253,No,3,Vegan
01/03/2024,PA010,Tokyo,New York,Economy,1710,No,2,None
14/07/2024,PA008,Perth,New York,First Class,556,No,3,Dairy Free
30/07/2024,PA010,Tokyo,New York,Business Class,328.8,No,0,Egg Free
22/05/2024,PA012,Tokyo,Perth,First Class,251,No,0,Vegan
27/02/2024,PA004,Perth,London,Business Class,667.2,No,3,Egg Free
07/08/2024,PA009,New York,Tokyo,Economy,3270,No,0,Dairy Free
02/08/2024,PA006,Tokyo,London,Business Class,540,No,2,Egg Free
05/03/2024,PA005,London,Tokyo,Business Class,709.2,No,0,Vegan
28/02/2024,PA011,Perth,Tokyo,First Class,438,No,2,Dairy Free
24/12/2024,PA005,London,Tokyo,Business Class,597.6,No,3,None
05/03/2024,PA008,Perth,New York,Premium Economy,1377.5,No,0,Nut Free
27/11/2024,PA006,Tokyo,London,Premium Economy,1250,No,2,None
17/06/2024,PA009,New York,Tokyo,Economy,2790,No,0,Egg Free
06/05/2024,PA007,New York,Perth,Premium Economy,710,No,2,None
04/11/2024,PA011,Perth,Tokyo,Premium Economy,1520,No,2,None
17/11/2024,PA007,New York,Perth,Premium Economy,1255,No,0,Nut Free
22/12/2024,PA004,Perth,London,Economy,1395,No,3,Vegan
19/02/2024,PA005,London,Tokyo,Economy,2600,No,0,Dairy Free
01/10/2024,PA012,Tokyo,Perth,First Class,518,No,2,Nut Free
08/02/2024,PA010,Tokyo,New York,Economy,1895,No,3,Vegan
12/06/2024,PA001,London,New York,Premium Economy,1540,No,0,Vegan
25/01/2024,PA010,Tokyo,New York,Economy,1200,No,2,Nut Free
17/07/2024,PA004,Perth,London,Economy,1735,No,2,Vegetarian
09/12/2024,PA012,Tokyo,Perth,Premium Economy,1515,No,0,Egg Free
09/01/2024,PA010,Tokyo,New York,First Class,252,No,2,None
26/09/2024,PA002,New York,London,Business Class,246,No,0,Vegetarian
13/05/2024,PA007,New York,Perth,First Class,205,No,3,Vegan
26/02/2024,PA003,London,Perth,Economy,2320,No,1,Egg Free
11/06/2024,PA012,Tokyo,Perth,Business Class,678,No,1,Vegan
28/10/2024,PA003,London,Perth,Premium Economy,557.5,No,3,Egg Free
06/09/2024,PA002,New York,London,Business Class,320.4,No,3,Egg Free
29/03/2024,PA008,Perth,New York,First Class,240,No,2,Vegetarian
27/08/2024,PA010,Tokyo,New York,Business Class,639.6,No,2,Vegetarian
29/09/2024,PA007,New York,Perth,Premium Economy,1480,No,1,Dairy Free
02/08/2024,PA001,London,New York,Premium Economy,1077.5,No,1,Dairy Free
03/05/2024,PA008,Perth,New York,Business Class,589.2,No,3,Nut Free
03/11/2024,PA008,Perth,New York,Premium Economy,1205,No,0,Vegetarian
18/09/2024,PA006,Tokyo,London,Business Class,570,No,2,Egg Free
01/06/2024,PA009,New York,Tokyo,Economy,3270,No,3,Vegan
27/01/2024,PA007,New York,Perth,Economy,2300,No,3,Nut Free
20/12/2024,PA006,Tokyo,London,Business Class,409.2,No,2,None
05/11/2024,PA005,London,Tokyo,Business Class,453.6,No,1,Vegetarian
29/07/2024,PA001,London,New York,Business Class,441.6,No,3,Nut Free
05/12/2024,PA002,New York,London,Business Class,732,No,1,None
02/11/2024,PA002,New York,London,Economy,2465,No,1,Egg Free
22/08/2024,PA007,New York,Perth,First Class,415,No,2,Vegetarian
07/10/2024,PA008,Perth,New York,Economy,2235,No,1,Nut Free
22/10/2024,PA004,Perth,London,First Class,548,No,0,Vegetarian
11/02/2024,PA009,New York,Tokyo,Premium Economy,1412.5,No,3,None
29/04/2024,PA006,Tokyo,London,Economy,1450,No,1,Vegetarian
03/05/2024,PA010,Tokyo,New York,Business Class,388.8,No,1,Dairy Free
29/09/2024,PA007,New York,Perth,Economy,1580,No,3,Vegetarian
26/02/2024,PA007,New York,Perth,First Class,255,No,2,None
13/10/2024,PA005,London,Tokyo,Business Class,409.2,No,1,Vegan
28/11/2024,PA010,Tokyo,New York,First Class,327,No,0,Vegetarian
28/09/2024,PA002,New York,London,Economy,1025,No,0,Vegan
21/03/2024,PA002,New York,London,Business Class,799.2,No,1,Vegetarian
16/10/2024,PA012,Tokyo,Perth,Premium Economy,1012.5,No,2,Vegan
05/05/2024,PA007,New York,Perth,Economy,2995,No,1,Nut Free
24/12/2024,PA004,Perth,London,Business Class,819.6,No,3,None
17/03/2024,PA001,London,New York,Business Class,432,No,1,Vegetarian
07/06/2024,PA011,Perth,Tokyo,First Class,668,No,2,Nut Free
24/11/2024,PA009,New York,Tokyo,Premium Economy,570,No,2,Dairy Free
27/10/2024,PA006,Tokyo,London,Economy,2955,No,0,None
29/06/2024,PA003,London,Perth,First Class,675,No,2,Egg Free
25/03/2024,PA007,New York,Perth,Economy,1930,No,2,Nut Free
28/11/2024,PA006,Tokyo,London,Economy,1065,No,2,Vegetarian
13/12/2024,PA009,New York,Tokyo,Economy,1760,No,3,None
26/05/2024,PA010,Tokyo,New York,Economy,1815,No,3,Vegetarian
15/07/2024,PA011,Perth,Tokyo,Premium Economy,1147.5,No,1,Vegetarian
18/05/2024,PA009,New York,Tokyo,Premium Economy,1377.5,No,3,Dairy Free
19/09/2024,PA005,London,Tokyo,Economy,2605,No,0,Vegan
09/03/2024,PA011,Perth,Tokyo,First Class,224,No,2,None
04/01/2024,PA007,New York,Perth,Business Class,756,No,2,Vegan
26/12/2024,PA011,Perth,Tokyo,First Class,328,No,2,Vegetarian
11/12/2024,PA001,London,New York,Premium Economy,997.5,No,2,Nut Free
03/05/2024,PA009,New York,Tokyo,Economy,3160,No,1,Dairy Free
06/04/2024,PA008,Perth,New York,Business Class,751.2,No,3,Egg Free
23/11/2024,PA011,Perth,Tokyo,Economy,2440,No,3,Nut Free
19/10/2024,PA006,Tokyo,London,First Class,256,No,3,Nut Free
15/02/2024,PA004,Perth,London,Economy,1460,No,2,Dairy Free
15/01/2024,PA002,New York,London,Economy,1560,No,0,Egg Free
05/01/2024,PA004,Perth,London,Business Class,463.2,No,0,Nut Free
06/03/2024,PA003,London,Perth,First Class,629,No,0,Vegetarian
08/05/2024,PA005,London,Tokyo,First Class,671,No,1,Egg Free
08/03/2024,PA007,New York,Perth,First Class,248,No,2,Nut Free
11/12/2024,PA005,London,Tokyo,First Class,237,No,0,Dairy Free
06/01/2024,PA006,Tokyo,London,First Class,222,No,2,Nut Free
16/04/2024,PA006,Tokyo,London,Business Class,410.4,No,0,Nut Free
27/10/2024,PA003,London,Perth,Premium Economy,1055,No,3,Nut Free
23/08/2024,PA003,London,Perth,Premium Economy,1237.5,No,0,Egg Free
16/06/2024,PA005,London,Tokyo,Economy,1445,No,3,Vegan
27/07/2024,PA011,Perth,Tokyo,Business Class,687.6,No,1,None
26/12/2024,PA012,Tokyo,Perth,First Class,690,No,2,Egg Free
13/06/2024,PA004,Perth,London,Premium Economy,1377.5,No,2,Nut Free
05/12/2024,PA001,London,New York,Economy,2335,No,3,Vegan
02/04/2024,PA008,Perth,New York,Business Class,466.8,No,3,Vegetarian
13/12/2024,PA007,New York,Perth,Business Class,784.8,No,1,Vegan
20/10/2024,PA001,London,New York,First Class,579,No,1,Nut Free
09/10/2024,PA003,London,Perth,Economy,3220,No,1,None
07/05/2024,PA010,Tokyo,New York,Economy,1610,No,2,None
04/02/2024,PA012,Tokyo,Perth,Business Class,712.8,No,2,Nut Free
11/06/2024,PA006,Tokyo,London,Business Class,711.6,No,2,Egg Free
16/12/2024,PA005,London,Tokyo,First Class,238,No,2,Egg Free
09/08/2024,PA001,London,New York,Premium Economy,657.5,No,0,Vegetarian
25/05/2024,PA004,Perth,London,First Class,212,No,1,None
13/07/2024,PA002,New York,London,First Class,664,No,0,Vegan
31/03/2024,PA004,Perth,London,Economy,1340,No,0,Dairy Free
11/11/2024,PA003,London,Perth,Business Class,270,No,3,Nut Free
22/01/2024,PA006,Tokyo,London,Business Class,447.6,No,0,Vegetarian
21/04/2024,PA012,Tokyo,Perth,Economy,1375,No,1,None
12/09/2024,PA002,New York,London,Economy,1925,No,1,Dairy Free
31/08/2024,PA007,New York,Perth,Business Class,710.4,No,3,Nut Free
16/11/2024,PA007,New York,Perth,Economy,3425,No,1,Nut Free
07/05/2024,PA008,Perth,New York,First Class,644,No,1,None
25/09/2024,PA006,Tokyo,London,First Class,514,No,3,Dairy Free
13/06/2024,PA001,London,New York,Economy,2920,No,3,Dairy Free
17/01/2024,PA010,Tokyo,New York,Premium Economy,1255,No,1,None
26/02/2024,PA006,Tokyo,London,Business Class,696,No,2,Vegan
18/12/2024,PA004,Perth,London,Economy,3170,No,2,Vegan
25/12/2024,PA006,Tokyo,London,First Class,443,No,2,Dairy Free
02/11/2024,PA010,Tokyo,New York,Premium Economy,1695,No,2,None
22/02/2024,PA005,London,Tokyo,Economy,3360,No,2,Egg Free
22/06/2024,PA011,Perth,Tokyo,Business Class,820.8,No,0,Vegetarian
18/03/2024,PA006,Tokyo,London,First Class,651,No,2,Vegan
12/05/2024,PA012,Tokyo,Perth,Premium Economy,1290,No,3,Vegetarian
23/07/2024,PA004,Perth,London,Business Class,688.8,No,1,Egg Free
16/05/2024,PA007,New York,Perth,Business Class,676.8,No,1,Dairy Free
30/04/2024,PA004,Perth,London,Business Class,240,No,1,Dairy Free
20/09/2024,PA012,Tokyo,Perth,Economy,2635,No,3,Vegetarian
05/08/2024,PA010,Tokyo,New York,Premium Economy,555,No,0,None
01/06/2024,PA012,Tokyo,Perth,First Class,647,No,2,Vegan
15/04/2024,PA006,Tokyo,London,Business Class,568.8,No,3,Egg Free
11/01/2024,PA002,New York,London,Economy,2705,No,2,Nut Free
07/02/2024,PA012,Tokyo,Perth,Premium Economy,750,No,1,Nut Free
03/04/2024,PA007,New York,Perth,Premium Economy,997.5,No,0,Vegan
06/03/2024,PA004,Perth,London,Economy,1130,No,0,Egg Free
20/01/2024,PA009,New York,Tokyo,First Class,256,No,2,Vegetarian
05/09/2024,PA001,London,New York,Economy,1930,No,0,Dairy Free
01/07/2024,PA006,Tokyo,London,Business Class,477.6,No,1,None
15/04/2024,PA010,Tokyo,New York,Economy,2935,No,2,Dairy Free
09/05/2024,PA010,Tokyo,New York,Business Class,246,No,1,Egg Free
17/01/2024,PA003,London,Perth,First Class,563,No,0,Vegan
27/04/2024,PA012,Tokyo,Perth,Economy,3190,No,1,Vegan
11/05/2024,PA012,Tokyo,Perth,Economy,3190,No,0,Vegetarian
18/10/2024,PA007,New York,Perth,Business Class,555.6,No,2,Vegan
07/03/2024,PA003,London,Perth,Premium Economy,1330,No,0,Egg Free
10/06/2024,PA001,London,New York,Premium Economy,925,No,2,Nut Free
